Site,LocalDensity
1,0.09898997113038888
2,0.2800863898493474
3,0.3668993150058767
4,0.3698522640923258
5,0.3582039933979396
6,0.3340758320820144
7,0.31852579799281794
8,0.3320612184876839
9,0.346490032879068
10,0.34757011855663933
11,0.34460164324730425
12,0.33729101124446476
13,0.3331612142831219
14,0.3384591487367017
15,0.34158669328312335
16,0.3402655332539356
17,0.3405597620323878
18,0.3399669158264119
19,0.3396411609240265
20,0.34077031331034285
21,0.3383585928639167
22,0.3361444692878555
23,0.339090945851382
24,0.3423638626343115
25,0.34336182241408714
26,0.34140808941436024
27,0.33580293513949183
28,0.33374917796218945
29,0.3389180251063591
30,0.3443371376341086
31,0.3453865611704163
32,0.34111243671736735
33,0.3338967355738383
34,0.3326951806586576
35,0.33947406960599025
36,0.34565601330530105
37,0.3460787547728537
38,0.3403353568057838
39,0.33279663493209005
40,0.33279662377956304
41,0.3403367263233619
42,0.34608334030674776
43,0.34566063677666525
44,0.3394714998216273
45,0.33268459135041045
46,0.3338876442263753
47,0.3411151635096109
48,0.34540049326056116
49,0.344348200131233
50,0.3389119514793428
51,0.33372927701278976
52,0.3357885693440642
53,0.34141403046866986
54,0.34338258879207695
55,0.34237714482763754
56,0.3390801033281643
57,0.33611856327862544
58,0.3383426817576119
59,0.34077916548977577
60,0.3396645323871155
61,0.3399792744791107
62,0.3405465898590262
63,0.3402395490642324
64,0.3415730784625193
65,0.338469060531262
66,0.33318158674496245
67,0.3372990853739824
68,0.3445884099300428
69,0.34754940943956525
70,0.3464814221262284
71,0.33206821343884374
72,0.31853803600763037
73,0.33407892791202515
74,0.35819490844952667
75,0.36984148661211785
76,0.36689490763756943
77,0.2800866596770988
78,0.09899073513585839
