Site,Eigenvalue
1,6.57864620705067e-6
2,6.685494235062832e-6
3,0.00025540474534986124
4,0.00025833657426186887
5,0.0011115314431684952
6,0.0011137535576798499
7,0.0011233618844653142
8,0.0011275378982353928
9,0.001157293852773613
10,0.0011591575485944351
11,0.001168719997909405
12,0.0011701508261728777
13,0.0011717109324827235
14,0.0011730400605198088
15,0.0011738828541867003
16,0.0011739598405846785
17,0.0011753242725430395
18,0.001176722768305085
19,0.0011780779991761446
20,0.001189730294196991
21,0.0011910114246904678
22,0.0011925794661276786
23,0.0011955263956050274
24,0.0011997626637695684
25,0.0012056628112399655
26,0.0012133153075872156
27,0.001223214621287157
28,0.001235506802483026
29,0.0012513390798905442
30,0.0012809738428302142
31,0.0013028141879217192
32,0.0013299671453564997
33,0.0013630330522223094
34,0.001402055899525009
35,0.0014488140673320413
36,0.0015032937312675885
37,0.001568251011652775
38,0.0016433657234205994
39,0.0017328950703918771
40,0.0018356144718940613
41,0.0019516076361453963
42,0.0020824511681763786
43,0.0022404625261362937
44,0.0024182692483509724
45,0.0026354569759763882
46,0.00287860293421489
47,0.0031828611447401035
48,0.0035217768503529217
49,0.00396702106546668
50,0.004455479990782384
51,0.005177793285852809
52,0.005872200263501747
53,0.021134696846002082
54,0.03471667856668568
55,0.04842289788129227
56,0.062005451879615106
57,0.07541973666332402
58,0.08860428024449092
59,0.10152121337784491
60,0.1141303817770892
61,0.12639740359972304
62,0.138286316364382
63,0.14975904167218237
64,0.1607658952816634
65,0.1882323579500488
66,0.19743879404962025
67,0.20613577297889635
68,0.21427851771517423
69,0.22183266514418445
70,0.22876627414461778
71,0.23504663527552278
72,0.24063872556799765
73,0.24550279433286065
74,0.2495917539955565
75,0.2528497303992484
76,0.2552099772571466
77,0.2566705752180492
