Site,LocalSpin
1,1.7531460707763055e-7
2,6.515621022900112e-7
3,1.5284302139449701e-6
4,2.1384661670793836e-6
5,1.9569304969407897e-6
6,1.5663404628260547e-6
7,-4.3038459560107434e-8
8,3.304899541534123e-8
9,-5.0191045694591985e-8
10,-4.903819630763112e-7
11,1.0755577313226183e-6
12,2.3877480533460085e-6
13,6.3415722666626995e-6
14,8.722500876671745e-6
15,9.880304517976865e-6
16,2.8278452295301477e-6
17,4.999770824320226e-6
18,8.785738284532108e-6
19,1.0278701695296078e-5
20,6.313383077729571e-6
21,-1.467622659399757e-9
22,-7.628611425570323e-6
23,6.6953879839526465e-6
24,1.118221417750292e-5
25,7.024652509181059e-6
26,5.722464930775998e-6
27,3.1728908039609296e-6
28,1.4379186130776701e-5
29,1.129282844599653e-5
30,4.8837217634598845e-6
31,6.517211163365346e-6
32,-4.981998780258734e-7
33,6.463704224183809e-7
34,-9.342536105761472e-7
35,8.585058477419782e-6
36,6.346083511170436e-6
37,4.83857838068118e-6
38,-6.2070067880556396e-6
39,1.1119925944793379e-5
40,6.505148633444483e-6
41,6.6573533222253886e-6
42,6.668091854259946e-6
43,-5.513166326241119e-6
44,4.641934725582933e-6
45,1.1377023852191296e-5
46,1.7325672865570656e-5
47,1.3398396508679263e-5
48,-2.0361442035861506e-7
49,7.78951011220671e-6
50,1.2744103390333457e-5
51,8.822846425241396e-6
52,-2.2535550434884204e-6
53,3.9301322050450027e-7
54,4.2478666403315504e-6
55,1.0663368706044507e-5
56,1.3214995152794631e-5
57,1.0542209425170898e-5
58,9.1910812905499e-6
59,7.773965087804977e-6
60,2.865232434754629e-6
61,1.8837026138753891e-7
62,-3.916192093529133e-6
63,-1.3556553978403973e-5
64,-1.9347738180031457e-5
65,-2.2143155374972397e-5
66,-2.425563515414409e-5
67,-2.8575211703660512e-5
68,-3.3341758164898956e-5
69,-3.502244229557783e-5
70,-3.234498164632669e-5
71,-3.090886127487575e-5
72,-2.3647908948721343e-5
73,-1.6343043843610968e-5
74,-1.0291896657689043e-5
75,-5.616185774704788e-6
76,-2.7625911293607318e-6
77,-9.632907451839145e-7
78,-2.190406081026882e-7
