x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78
0.02675649366966258,-0.0008656478353102075,-0.0015175422747316604,-0.0034658553801275417,-0.004857521462283853,-0.004473033278106072,-0.0027823704620757693,-0.0010766875587163455,-0.00025549100922779913,-0.0003472833829377773,-0.0007719791299554447,-0.0009317257947978851,-0.0006691427162247559,-0.00026532592958325614,-6.898044091270018e-5,-0.00016486027936137883,-0.00035819664215010205,-0.0004120944957832027,-0.00027555014674178653,-9.504343096021321e-5,-3.6083290847607405e-5,-0.00011922446772106784,-0.00022452087930070058,-0.0002308205410042341,-0.00013522111988124516,-3.8745159489012027e-5,-3.046489046896854e-5,-9.957834159189313e-5,-0.0001591511279792901,-0.00014310610581488512,-7.086096413039776e-5,-1.788747006657189e-5,-3.219007328232257e-5,-8.793287693218028e-5,-0.000119476651456802,-9.276664383809155e-5,-3.76447666154342e-5,-1.1179734408152397e-5,-3.589250668496226e-5,-7.924963207148542e-5,-9.201645066293958e-5,-6.0893380032006963e-5,-1.981085825913248e-5,-1.0917876605639684e-5,-3.9682408697859495e-5,-7.167552044122678e-5,-7.137110449125655e-5,-3.960754585172199e-5,-1.0576633430471258e-5,-1.3708378617758102e-5,-4.277864384354818e-5,-6.448887916915905e-5,-5.510045754939137e-5,-2.5116671027324358e-5,-6.554600953962569e-6,-1.7876601947538692e-5,-4.4959096071932325e-5,-5.755030800789693e-5,-4.205164147932407e-5,-1.5375642254285976e-5,-5.866531335630212e-6,-2.259113940162802e-5,-4.632335939468504e-5,-5.0986790923197856e-5,-3.159740855643994e-5,-9.083940961085099e-6,-7.351509066506889e-6,-2.7529056078379882e-5,-4.730950757534519e-5,-4.5292350123552275e-5,-2.362946437991023e-5,-5.545026232850123e-6,-1.0528986820440567e-5,-3.346777817020245e-5,-5.085772689908223e-5,-4.660600774675141e-5,-2.6443006744322674e-5,-7.042486287145823e-6
-0.0008656478353102075,0.09862189556369404,-0.0019229300393557337,-0.011800374885477843,-0.019202766790117037,-0.018642648656521394,-0.012047590330569975,-0.0049028629196789,-0.0011572871437428647,-0.0011915777353300738,-0.002802569663439218,-0.003547686576685069,-0.0026469206032327733,-0.001098078025556573,-0.00027308043060182696,-0.0005777022721126929,-0.0013134934099295337,-0.001559075702701758,-0.0010723706970636668,-0.00038321938708533315,-0.00013246462176766394,-0.00042810622169330015,-0.0008312828981269851,-0.0008734859907663373,-0.0005234397944527541,-0.00015382085561229525,-0.000109364337594689,-0.000363377278564829,-0.000593012198873033,-0.0005420693213874367,-0.00027367985654650623,-6.95178480389011e-5,-0.0001163660395747737,-0.0003241680274624903,-0.0004469972345356524,-0.0003516553199697098,-0.00014518118535196411,-4.204769615267362e-5,-0.00013119294283075317,-0.00029405100002964646,-0.0003451373162289828,-0.00023092058242079466,-7.623159730417439e-5,-4.019394961127243e-5,-0.00014628497888297814,-0.00026703986271254393,-0.0002680970591395562,-0.0001501966627801693,-4.046703867709167e-5,-5.040894032335569e-5,-0.00015860760299236942,-0.00024087768684948746,-0.00020712304597796105,-9.519858893353855e-5,-2.477233332645601e-5,-6.606547225530834e-5,-0.0001673175941959773,-0.00021527983073572204,-0.00015808262246994748,-5.8210344047883444e-5,-2.1891195544819497e-5,-8.388263640009275e-5,-0.0001728063121733056,-0.00019085981053575118,-0.00011871883836554742,-3.431551987286008e-5,-2.7347436841511363e-5,-0.00010256480946278096,-0.00017673423925990833,-0.0001695463878675918,-8.866831736356606e-5,-2.0867700696487745e-5,-3.926379856047241e-5,-0.00012497506366387912,-0.0001901136371430176,-0.00017433715458457788,-9.896091456236718e-5,-2.6364907093676723e-5
-0.0015175422747316604,-0.0019229300393557337,0.1777700033739814,-0.010899884837442822,-0.03429504611640931,-0.038186161241203775,-0.02658164356521816,-0.01176503087362988,-0.0029408063584294014,-0.0018434982797938954,-0.0046091683255243265,-0.006344483513993401,-0.005052407971345929,-0.0022602640241283084,-0.0005492865665428365,-0.0009044028429892742,-0.0022134849602506446,-0.0027711133901297397,-0.0019980895574132213,-0.0007579552541379236,-0.00023052441928335388,-0.0006981984223879828,-0.0014271504636761412,-0.001555641145122258,-0.0009678030222552564,-0.00029738619266689303,-0.0001798359423636764,-0.0006094202423105183,-0.0010299234228768883,-0.0009675560601447586,-0.0005043712379196597,-0.0001302074333096731,-0.00019248222387818759,-0.000553294037857241,-0.0007819246942124963,-0.0006286289119662308,-0.00026697296959503347,-7.466389817531449e-5,-0.0002208582720747837,-0.0005074535220818688,-0.0006063917457978102,-0.00041308057030534084,-0.00013967652080282278,-6.863373983810594e-5,-0.0002497732651828982,-0.0004640336977402987,-0.00047220088355698353,-0.00026864307224809536,-7.346428359922275e-5,-8.574993395170372e-5,-0.00027342280308087497,-0.0004203483546837,-0.00036521132590759675,-0.00017010761012349607,-4.4080193444262505e-5,-0.00011328330961775379,-0.0002902376760313963,-0.00037659152980321076,-0.00027875184873107917,-0.00010379839013212322,-3.813458437645911e-5,-0.00014495823491876558,-0.0003009380534818862,-0.00033424633058146136,-0.00020914576741139224,-6.0960229541606736e-5,-4.7389891763005565e-5,-0.00017823851043820282,-0.0003084911652965483,-0.00029692795413660544,-0.00015588014403912498,-3.683794363945614e-5,-6.83216390129221e-5,-0.00021799610783869439,-0.00033219763427062843,-0.000304957143085878,-0.0001732311072300853,-4.617365153316948e-5
-0.0034658553801275417,-0.011800374885477843,-0.010899884837442822,0.22512594218777204,-0.02814284360524949,-0.04965350716062526,-0.04010483920022963,-0.02020263737020815,-0.0059445902077572554,-0.001982857003965194,-0.0044369150614781,-0.006964000058913067,-0.0061528376877911795,-0.003092808241758463,-0.0008001565419663292,-0.0008309366858604422,-0.002231867425697115,-0.0030398433938513963,-0.0023582235760426923,-0.0009821703908871465,-0.0002652723795376899,-0.0006736512874479378,-0.0014879358826155181,-0.0017174019962853532,-0.0011315803014461112,-0.0003744600240513096,-0.00018042465736795021,-0.0006140486138640905,-0.0010953130011596979,-0.0010733677024456073,-0.0005875136455559121,-0.00015754126288676507,-0.00019100203972836904,-0.0005733398540263002,-0.0008416061324687668,-0.0006994722820883315,-0.0003101833489775885,-8.362924778222702e-5,-0.00022436863559864573,-0.0005351593670551574,-0.000657385019280754,-0.00046026163436319045,-0.00016151950192085096,-7.178006415035909e-5,-0.00025924154997990223,-0.0004947523828868899,-0.0005139693543574492,-0.00029930867383527737,-8.386723862410794e-5,-8.864268333459713e-5,-0.00028803288596893073,-0.00045117290652960107,-0.0003982327737417912,-0.00018925357129974396,-4.886377475271653e-5,-0.0001184028781413271,-0.00030871262400253285,-0.00040574859154413057,-0.00030399022146879173,-0.00011511764356229859,-4.0882443259282475e-5,-0.00015330875869289107,-0.00032204628377464906,-0.0003607578521873239,-0.00022776564118762166,-6.722202453501858e-5,-5.0339947569158494e-5,-0.000190133981463253,-0.0003313115625604851,-0.00032050340040695735,-0.00016922543112830868,-4.0234054344001624e-5,-7.302095901845496e-5,-0.00023388033978063993,-0.0003573563114163403,-0.00032858512629527215,-0.00018685338259347845,-4.983833609912419e-5
-0.004857521462283853,-0.019202766790117037,-0.03429504611640931,-0.02814284360524949,0.2389153165859725,-0.03323727839748601,-0.042494930338627585,-0.026825429397060313,-0.010491521008911736,-0.0028188079458763005,-0.002576121465889286,-0.0045441584365949195,-0.0047678893698202,-0.00290864138306815,-0.0009599004010509005,-0.0004936574500089275,-0.0012807872468895143,-0.0019947570471499643,-0.0017499994316082512,-0.0008553404624971894,-0.0002347069562627091,-0.0003695182802440633,-0.000901760750062458,-0.001144431609436919,-0.000830145664751869,-0.0003149871774885127,-0.00011570638236793607,-0.00035405599344179306,-0.000687363870619101,-0.0007226975900407884,-0.00042925710002283957,-0.0001266373262532594,-0.00011019979800119817,-0.00034535781157504775,-0.0005394459533363261,-0.000473834182734334,-0.00022601907867272897,-6.026063816724769e-5,-0.00013154595445716288,-0.00033189252856111184,-0.00042672656685832644,-0.0003126746626991306,-0.00011700548561918711,-4.522864920172842e-5,-0.000156811867958212,-0.00031255524888332276,-0.00033599856163665787,-0.00020337470334025332,-5.9675325874919416e-5,-5.3614277303076774e-5,-0.00017845851774708765,-0.00028827603844294725,-0.0002611812903678956,-0.0001283142290874617,-3.323121697196285e-5,-7.251200243768574e-5,-0.00019436749301340872,-0.00026094756916189565,-0.00019944207752264909,-7.765664019998564e-5,-2.6226028528225642e-5,-9.565011698586812e-5,-0.00020484250152319472,-0.0002327233267339912,-0.00014910786815724997,-4.4926083806851036e-5,-3.166793812259261e-5,-0.00012031742627208186,-0.0002120096315115505,-0.00020680403289438654,-0.00011022262133766891,-2.6466407141378934e-5,-4.635603708602609e-5,-0.0001494142045879443,-0.00022930935747056402,-0.00021141078861498797,-0.00012043105985309888,-3.215632795352738e-5
-0.004473033278106072,-0.018642648656521394,-0.038186161241203775,-0.04965350716062526,-0.03323727839748601,0.2355345348788864,-0.023253057678759487,-0.027542261547927063,-0.016455018803785373,-0.006951656082774871,-0.0026449333753646997,-0.001904922922584068,-0.002109183689054994,-0.0017876219354474032,-0.001023583320512389,-0.00048800388568029374,-0.00046051896993665187,-0.0006608343213881651,-0.0006902344841678565,-0.00046353531943038595,-0.0002105014680721662,-0.00015392585112333768,-0.00027370008496507836,-0.00037388729780757357,-0.00031867588502190736,-0.0001647571181278562,-6.973278331132149e-5,-0.00010883086465801606,-0.00020680408262288563,-0.00023743219921620873,-0.00016333122609304973,-6.489077895496798e-5,-4.076759171492417e-5,-0.00010062097625979094,-0.00016440810827833552,-0.0001564751453364821,-8.567154255104126e-5,-2.806915144096256e-5,-3.9406294878002734e-5,-9.726864258949308e-5,-0.00013164663679884892,-0.00010347368818444669,-4.411620220837187e-5,-1.6519499722422726e-5,-4.527316680408289e-5,-9.296885407472644e-5,-0.00010449317671887282,-6.723322496626771e-5,-2.2089839327832372e-5,-1.6256367698391783e-5,-5.2002312988908006e-5,-8.68311059928073e-5,-8.154907455690252e-5,-4.2242603823960945e-5,-1.1599710338539015e-5,-2.1087884776838095e-5,-5.7507183128885364e-5,-7.926104398858769e-5,-6.229400272028673e-5,-2.535532306352506e-5,-8.266762622666235e-6,-2.8055301613316708e-5,-6.135328991987987e-5,-7.099731378801266e-5,-4.642993865955347e-5,-1.4455570968657794e-5,-9.446507174298846e-6,-3.582399179005713e-5,-6.401093243602052e-5,-6.31319954214754e-5,-3.408096300522301e-5,-8.307488297026877e-6,-1.386282748369605e-5,-4.5022437153652284e-5,-6.950221845264393e-5,-6.43042731553467e-5,-3.671431639123285e-5,-9.815684899114677e-6
-0.0027823704620757693,-0.012047590330569975,-0.02658164356521816,-0.04010483920022963,-0.042494930338627585,-0.023253057678759487,0.22343308790104793,-0.014593781347428947,-0.02145441552704351,-0.016027461538700438,-0.009248471344736942,-0.004204809069233775,-0.0016002631850575433,-0.0008783733966448853,-0.0010077757141857685,-0.0011713773621945117,-0.0010257277394150055,-0.0006492542942019425,-0.00030614287566735343,-0.00017872942411070736,-0.00024720182844154004,-0.0003546520459957736,-0.0003601033941405124,-0.0002483632842888023,-0.00011628596586045481,-6.56850588032637e-5,-0.00011069603960094099,-0.00017847550064799267,-0.00018836367312159707,-0.00012763989928553376,-5.426011777830142e-5,-3.233944129284183e-5,-6.951164878916949e-5,-0.00011586941002011963,-0.00011871056853587914,-7.446580929648672e-5,-2.7353001702826174e-5,-2.0790306893503363e-5,-5.399745709164239e-5,-8.6600854112176e-5,-8.251309582224531e-5,-4.6033991646807215e-5,-1.4431074370394037e-5,-1.750109547137002e-5,-4.760650877486117e-5,-7.005049229616422e-5,-6.041731207981349e-5,-2.9047985358798822e-5,-8.324288898686749e-6,-1.7852589674793862e-5,-4.483329773478928e-5,-5.9101731782501554e-5,-4.5329494537282855e-5,-1.8265731594940826e-5,-5.980078713191395e-6,-1.988230561306148e-5,-4.350753440131305e-5,-5.09350173924783e-5,-3.427705169618822e-5,-1.1303409128235464e-5,-5.9040632505169555e-6,-2.2690838152691906e-5,-4.278139375737955e-5,-4.4417287752770984e-5,-2.58951724875639e-5,-6.899055600903536e-6,-7.268973513260835e-6,-2.5944013338580207e-5,-4.256822060291765e-5,-3.938111592202698e-5,-1.9751728155159576e-5,-4.465651635129908e-6,-9.798197761479166e-6,-3.0307198745360697e-5,-4.523365385290801e-5,-4.0998438809267124e-5,-2.3089646410769105e-5,-6.119464526764887e-6
-0.0010766875587163455,-0.0049028629196789,-0.01176503087362988,-0.02020263737020815,-0.026825429397060313,-0.027542261547927063,-0.014593781347428947,0.21599630792538432,-0.014271983937999624,-0.02598996109606526,-0.022995359272996937,-0.014618453570242829,-0.006518780322638765,-0.0019193601314696912,-0.001031879976836153,-0.00203212371809626,-0.00281950140227058,-0.00241472463650258,-0.001253633291918077,-0.00036604875417160787,-0.00031541134985937913,-0.0008173226714223436,-0.0011790016089353456,-0.001002506945480805,-0.0004879690189603936,-0.00013147391489923277,-0.00020021741111887759,-0.0005148354035637293,-0.0006911196912889189,-0.0005414387613213584,-0.00023030731992561282,-6.447463736335146e-5,-0.0001697409514844761,-0.0003877465565504945,-0.0004671060848666919,-0.0003257422218422845,-0.00011597016726266896,-4.607885708514392e-5,-0.0001625422634283641,-0.0003178172556989878,-0.00033845901077532436,-0.00020508674243345515,-5.992932987433641e-5,-4.71023403353088e-5,-0.0001631550497187828,-0.00027154696670791956,-0.00025356507247632776,-0.0001305557570171756,-3.28836925689302e-5,-5.681560722363421e-5,-0.00016574558116874694,-0.00023629060267113533,-0.00019224607505378966,-8.21546938809814e-5,-2.2195840627889374e-5,-7.035735808191834e-5,-0.0001679872465692872,-0.00020695235983501925,-0.00014566276704494618,-5.046869030832235e-5,-2.1581468218137556e-5,-8.545139364314613e-5,-0.00016932803924465945,-0.00018168287933240101,-0.00010952873477870773,-3.0276256211103636e-5,-2.7452986703646598e-5,-0.00010135581804188165,-0.00017077246114928502,-0.00016104594232570213,-8.25618846713172e-5,-1.9024266926015443e-5,-3.852508443773217e-5,-0.00012107127176730348,-0.00018253224201440765,-0.00016646490321518825,-9.414456397158211e-5,-2.5022726144834778e-5
-0.00025549100922779913,-0.0011572871437428647,-0.0029408063584294014,-0.0059445902077572554,-0.010491521008911736,-0.016455018803785373,-0.02145441552704351,-0.014271983937999624,0.22158549270699424,-0.020265659765983574,-0.035450953629608165,-0.03009690532216787,-0.017197007253756183,-0.006326335351408974,-0.001687108050718672,-0.002183223427752165,-0.004118418348586811,-0.004507572639127419,-0.002953679924161748,-0.0010584208037428405,-0.00038343548549818474,-0.001032543667410346,-0.0018958184120064503,-0.0019347059544029682,-0.0011410259080032736,-0.00034246705390163223,-0.00024175174688613466,-0.0007480046815048907,-0.0011923523770741712,-0.0010750988309344567,-0.0005395758630890174,-0.00014033100157280487,-0.00022798141155630502,-0.0006186822631477629,-0.0008438088027606233,-0.0006591366225852935,-0.0002714337191054711,-7.944279985261371e-5,-0.0002426182367966101,-0.0005389274576561298,-0.0006292605855620359,-0.0004193229954487926,-0.0001380411527525799,-7.258291317149834e-5,-0.00026295787122887493,-0.000478625325001536,-0.0004792751522648825,-0.0002677686849394262,-7.175563084117764e-5,-8.923933298035647e-5,-0.00028108466914390784,-0.00042646449831539035,-0.0003661809431883961,-0.00016791945523889074,-4.336756112462148e-5,-0.00011609236919542243,-0.0002943570272013474,-0.0003785776227744897,-0.00027775023881124183,-0.00010205801785635737,-3.818147601043764e-5,-0.0001469299521933698,-0.0003028469797395905,-0.00033440765270956185,-0.0002078966151033007,-5.99858707584916e-5,-4.774434905553682e-5,-0.00017937007677717998,-0.0003091176692293779,-0.0002965049164723871,-0.00015502333512085187,-3.6448741619496405e-5,-6.859185106292132e-5,-0.00021839284607116927,-0.0003322187769071727,-0.0003046329401418385,-0.00017291167653102346,-4.60641247914291e-5
-0.0003472833829377773,-0.0011915777353300738,-0.0018434982797938954,-0.001982857003965194,-0.0028188079458763005,-0.006951656082774871,-0.016027461538700438,-0.02598996109606526,-0.020265659765983574,0.2309070913122972,-0.02665957221720905,-0.0397830483009505,-0.029393840801508322,-0.014072449267585205,-0.00422903657660019,-0.0018335459518400432,-0.0034941191551820794,-0.004848080846263925,-0.003957702232824059,-0.0018537420952595973,-0.0005284346687715324,-0.0007670506655517162,-0.0017197535863984481,-0.0020895724404998844,-0.0014698818284120674,-0.0005505818900553155,-0.00021347031498628044,-0.0006134428665336422,-0.0011467315105348486,-0.001177858807861365,-0.0006872728681182189,-0.00020286484174394936,-0.00018220035371230292,-0.0005503391315134221,-0.0008426799283432207,-0.0007296547795441616,-0.000343774806973951,-9.260421739262781e-5,-0.00020412488424506603,-0.0005058878231442576,-0.0006430951384653327,-0.0004666372204450153,-0.0001728089189891452,-6.788302374746702e-5,-0.00023534853199214112,-0.0004648934071122268,-0.0004962460639915539,-0.0002981330531319909,-8.662575789047944e-5,-7.927379286720715e-5,-0.00026321883143484714,-0.0004230119386897102,-0.00038141107780260974,-0.00018620199931432269,-4.790293075540575e-5,-0.00010623589407848799,-0.0002840160325563168,-0.000380056065585499,-0.0002894632945103226,-0.00011208748997551532,-3.791102125155765e-5,-0.00013934514576668944,-0.0002977898366430254,-0.000337596492993808,-0.00021575918213032064,-6.472127940874983e-5,-4.5927826477221156e-5,-0.0001746750354865989,-0.00030736260503488877,-0.0002994342582008508,-0.00015934357840236002,-3.816758426963829e-5,-6.719136382402069e-5,-0.00021647215203443593,-0.0003320239335324604,-0.00030597713406380067,-0.00017424563697424067,-4.6514291497315105e-5
