Site,Eigenvalue
1,1.3182796450515956e-6
2,1.383305335440131e-6
3,6.120663541982603e-5
4,6.419391919499363e-5
5,0.000452184944725943
6,0.0004718367614195747
7,0.0009397660493937576
8,0.0009550153494145871
9,0.0009865310517594014
10,0.0010473531624846902
11,0.0010789745095545664
12,0.0011643785945785845
13,0.0012547371063171247
14,0.0012964921541506465
15,0.0014450716683137143
16,0.0015745855598508574
17,0.0016103075262129342
18,0.0017828333949941413
19,0.0019678116421834647
20,0.0020193139829335787
21,0.0021610211091398724
22,0.0023530045882669427
23,0.0025538332003956846
24,0.0027195812148500522
25,0.0027738241633340505
26,0.0029594466669825635
27,0.0031691281149011817
28,0.0033754566445041074
29,0.003571223231751784
30,0.0035779906015869227
31,0.003762051078109648
32,0.003939657766480768
33,0.0041195700111427945
34,0.004291435560605438
35,0.0044604166740357006
36,0.004624392465313126
37,0.004783184980364256
38,0.00493648878133666
39,0.005084422591485891
40,0.005227651596131477
41,0.00563567070545067
42,0.005701447806663302
43,0.0057612319008054705
44,0.00582026737516359
45,0.005882568032699401
46,0.005946741104593397
47,0.0060088013990096875
48,0.006066228510954121
49,0.006117860884015809
50,0.006163359531148538
51,0.006203372155887129
52,0.006238471243855032
53,0.02272531862440383
54,0.04144835583624837
55,0.06028541569723242
56,0.07905487057546899
57,0.0978450199515091
58,0.11655778750492599
59,0.13524503626322423
60,0.1538466758609041
61,0.1723912166635208
62,0.19084301421647654
63,0.20921434012379123
64,0.2274835829556688
65,0.2752874415204023
66,0.2923837644853541
67,0.30962924597457053
68,0.32707301987196463
69,0.3448422207397976
70,0.36298234219593783
71,0.38173541998591404
72,0.40118750276078613
73,0.4218409696479465
74,0.4440116060564757
75,0.4690338272891288
76,0.49904718100623846
77,0.5464490669920339
