Site,LocalDensity
1,0.19864169102939533
2,0.40546345884447044
3,0.3333288778728393
4,0.30194668742540237
5,0.36419209799130625
6,0.3333154264194088
7,0.31664898034724975
8,0.35393857307470644
9,0.3332927200299152
10,0.3224938875320041
11,0.3493300553341112
12,0.33326031411804447
13,0.3256152854359994
14,0.3467427145373191
15,0.3332175576720584
16,0.3275463767011611
17,0.3451115928630158
18,0.3331635618941189
19,0.3288518286318189
20,0.3440116360711911
21,0.3330971550359601
22,0.3297881568448532
23,0.34324057875895175
24,0.3330168194457744
25,0.330488629051335
26,0.34269066563730144
27,0.332920603516235
28,0.3310292994012106
29,0.34230007675913393
30,0.3328059995944002
31,0.3314566980871068
32,0.342031783303781
33,0.3326697712461689
34,0.3318008600185634
35,0.34186342327069075
36,0.33250770681914776
37,0.3320820139516643
38,0.34178217551561507
39,0.3323142600306621
40,0.33231426001827397
41,0.3417821755059426
42,0.33208201394803233
43,0.33250770679346753
44,0.34186342328046593
45,0.3318008600509291
46,0.332669771228808
47,0.3420317832861379
48,0.3314566980994355
49,0.3328059995689491
50,0.34230007672238016
51,0.33102929938416376
52,0.3329206034983613
53,0.34269066564199224
54,0.3304886290594789
55,0.3330168194305127
56,0.3432405787615697
57,0.32978815686857244
58,0.333097155079014
59,0.3440116361485856
60,0.3288518286939076
61,0.33316356188696755
62,0.34511159285756976
63,0.32754637673753695
64,0.3332175576641866
65,0.34674271449229943
66,0.32561528541374374
67,0.33326031409384604
68,0.3493300552968273
69,0.3224938874994558
70,0.3332927200016364
71,0.3539385730537832
72,0.31664898034502353
73,0.33331542639343104
74,0.3641920979545504
75,0.3019466874305798
76,0.33332887788240345
77,0.4054634588178074
78,0.19864169099515303
