Site,Eigenvalue
1,3.1365060895283235e-8
2,9.952173320180598e-7
3,4.140565966724201e-6
4,7.322425458314594e-6
5,1.3283456682444033e-5
6,3.6605804297199553e-5
7,8.121736548155101e-5
8,0.00010383012465790433
9,0.00014572645758094245
10,0.00015120140541673217
11,0.00018271297699628958
12,0.00018694756039271606
13,0.00019329700016565096
14,0.00019462895868436415
15,0.00020303939731682134
16,0.00020853068355092608
17,0.00021231541773485425
18,0.0002235442593477456
19,0.00022869512428279665
20,0.0002356554619176253
21,0.0002441462340959909
22,0.0002538589379544592
23,0.00026993142435064246
24,0.0002863445856488873
25,0.0003067942903602906
26,0.00032645221829886957
27,0.00035292671755460074
28,0.0003811947904466833
29,0.0004164658285965529
30,0.0004558492099462139
31,0.0005014407220536077
32,0.0005587295055175339
33,0.0006272735712342996
34,0.000698203577321286
35,0.0007821077116662529
36,0.000878489020478289
37,0.0009923952588453313
38,0.0011200658775166717
39,0.0012731327884793213
40,0.0014374605416584206
41,0.0016371746632833015
42,0.0018427998007913885
43,0.0020862342768325015
44,0.0023585190478750046
45,0.0026493257588996702
46,0.0030299759304930236
47,0.0033982798329575685
48,0.003942845397537641
49,0.004518477584193894
50,0.005234961008466641
51,0.006071574513040194
52,0.007068400608236418
53,0.008262077791572387
54,0.009657514410568946
55,0.016460600400422767
56,0.018952701512337834
57,0.02733811373812007
58,0.03221079224315886
59,0.04005861192834435
60,0.04457015408366788
61,0.053679720542959455
62,0.056151763859617454
63,0.06800865748599422
64,0.06851657648933329
65,0.07607640269727407
66,0.0845340640178139
67,0.08843088983674662
68,0.09912404324228076
69,0.10886473419482202
70,0.11585373433136298
71,0.1186430878325338
72,0.12109109337426127
73,0.1264496917156589
74,0.13110043798887877
75,0.1338210279884251
76,0.14026491188065235
77,0.14195296792079873
