Site,Eigenvalue
1,0.0
2,0.0
3,0.0
4,0.0
5,2.1883797117292e-12
6,1.4494805243944895e-9
7,3.1874547891331377e-9
8,5.188837937296333e-9
9,1.1920232589518771e-7
10,1.2561415473264295e-7
11,1.5473672168888833e-7
12,1.7357909227677825e-6
13,1.792449242945494e-6
14,2.315101985906191e-6
15,3.6988671301512897e-6
16,1.128238498304494e-5
17,1.1516380978054703e-5
18,1.4640566746838027e-5
19,1.8803209539461933e-5
20,2.1441827093052376e-5
21,2.7745992226063322e-5
22,3.554694703050868e-5
23,3.592790039074776e-5
24,4.253753184429215e-5
25,4.8611882955336666e-5
26,5.325979046334869e-5
27,5.5935548547506394e-5
28,5.902014464304449e-5
29,6.011073827958952e-5
30,6.714095895069599e-5
31,7.289284538379565e-5
32,7.810117881025498e-5
33,9.469533131551429e-5
34,9.56231186824014e-5
35,0.00011937191629243538
36,0.00012628325369710378
37,0.00015555363096589916
38,0.00017677895959820078
39,0.0002079476572510911
40,0.0002671643624577341
41,0.0002837060361462948
42,0.0003470620676516513
43,0.00038676483248292217
44,0.0005352105959255341
45,0.000570431455567926
46,0.0007266185612795778
47,0.000743656915461069
48,0.001036817250061376
49,0.0010693762442991299
50,0.0014485759388769834
51,0.0015314955783463865
52,0.0018127914238122477
53,0.0020315253370761137
54,0.0028604834525745204
55,0.0033029306708210167
56,0.004049699038617108
57,0.0046568997131776375
58,0.005681553858633499
59,0.0067069813793119715
60,0.00761960800625563
61,0.008278338936787248
62,0.018290409427891362
63,0.026946326953273765
64,0.028208549241364848
65,0.03244215467429553
66,0.03616941384310685
67,0.045241190028063163
68,0.04535178778400757
69,0.05023587683446281
70,0.0527996393212265
71,0.0536675570962929
72,0.06106857104859583
73,0.06714248071342056
74,0.0682502208389928
75,0.06832602190369312
76,0.07165613884941811
77,0.07444913277053176
