Site,LocalSpin
1,1.939592236821497e-11
2,1.3909919223398237e-11
3,1.1053754482917566e-11
4,1.3984004939801044e-11
5,2.1995864853944938e-11
6,2.3016432005071958e-11
7,3.3840883214582826e-12
8,1.294279703545309e-11
9,1.5492124916473334e-12
10,1.8762090220523508e-11
11,1.641905795352061e-11
12,2.8367203334586644e-12
13,-1.5080433429792706e-11
14,9.477093585025761e-12
15,-5.758403312609471e-12
16,3.3513157526865456e-12
17,8.369824268212898e-12
18,1.6805222794943897e-11
19,-7.478354897768822e-12
20,2.4968035115618843e-12
21,6.0646765387417645e-12
22,-2.343631671049649e-12
23,-1.1939905281924817e-11
24,-1.6898517421338718e-11
25,-5.757126546324098e-12
26,3.3808008476077234e-12
27,6.558422867533696e-13
28,-5.314345651237926e-12
29,1.4773945955504075e-13
30,-3.842884472823101e-12
31,-1.1137232471674475e-11
32,-1.519021020079947e-11
33,2.0766143880558913e-12
34,6.309344661719857e-12
35,-4.820850672979931e-12
36,2.2875526170798985e-12
37,-1.6919792334372008e-11
38,-1.3741423405382758e-11
39,-1.2489540651694497e-11
40,1.219686703687106e-12
41,-1.0503694933447461e-11
42,-4.9031691148903895e-12
43,-1.6412944289935895e-12
44,4.642244980512634e-12
45,1.5410460234288603e-11
46,-2.990465367571054e-12
47,-1.4194366168562844e-11
48,-1.0094683721059243e-11
49,3.3668387545693472e-12
50,-5.762308165160973e-12
51,-1.407468976435955e-11
52,-2.5204515158186534e-13
53,1.9879074081297077e-11
54,-1.4266962611308998e-11
55,-1.358406894379593e-11
56,5.54565999167597e-12
57,-7.629404920328486e-12
58,-8.802489038237452e-14
59,-1.0384641028791938e-11
60,-1.574886054900304e-11
61,-1.193140170810316e-12
62,7.592074538487203e-12
63,-7.605582830194635e-12
64,5.299783181755835e-12
