x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106
-0.0002216953303613703,-0.0008140213988365649,-0.0004103768742966065,-7.840945762084642e-5,-4.629579410765522e-5,-7.112769662647612e-5,-0.00028185662805988213,-7.84095445814519e-5,-0.00023962011948082846,-7.048945510382669e-5,-0.00013007361973183397,-0.00011517935664845537,-0.00029165081871761775,-9.778295237026038e-5,-0.00023962003313321876,-0.00012107858906415544,-0.00012108144396066162,-0.00012911452528840451,-0.00012911301724312927,-0.00010965438680042707,-0.0005484760943033701,-0.0004725225065006748,-0.002397391148503966,-0.0006955329761196368,-0.0022206151041162486,-7.904395582250824e-5,-9.303236562872651e-5,-5.7144948197813554e-5,-2.8319123122957926e-5,-9.778293019917113e-5,-6.189869676813511e-5,-0.00022168353606971168,-0.0020026226603080638,-0.0018550973545118626,-0.0011783584028495803,-0.0013475274849385048,-6.189880570102994e-5,-7.367815703894325e-5,-4.629591917323888e-5,-2.8319263040906518e-5,-0.00011517945847485501,-3.397858319492527e-5,-3.3978926406799084e-5,-0.00028185660771655344,-7.11274399684999e-5,-0.0026983845902795703,-0.00128663227596768,-0.0002503047186003005,-0.00019594771079805675,-0.0006046311513099511,-0.0006045514278640463,-0.0005485119782479811,-0.00012678382566949493,-0.00035515548720160595,-0.00011958108548401481,-0.0002866494515420503,-8.276643789451916e-5,-0.0020018575367545715,-0.002698030137797914,-0.00128615927785364,-0.002220339276094696,-0.00013008364635092636,-7.049248084120873e-5,-0.00012678764647339031,-8.276859146662277e-5,-5.4921079079720614e-5,-0.0006954324414043106,-0.0004103365396482279,-0.0003049983374122621,-0.0002900531984670952,-0.00011876712513007082,-9.620449859004825e-5,-5.714484795300572e-5,-0.00010966176213097368,-5.4917015752512396e-5,-0.0023972096601914622,-0.0008139231360472951,-0.0003051537312163717,-0.0002503971943875731,-0.0004725968688814966,-0.0018549291610153497,-0.0011782098094895589,-0.0013470530038850995,-0.00012845335835227922,-0.0013897486992529061,-0.00023396409789484221,-0.00029021652518136166,-0.00019604873439531143,-0.00011907181139027834,-0.00011958320425743374,-0.00022735594729249336,-0.0002270781463893391,-0.00012896583185834152,-9.406610203862705e-5,-0.0013900493647363862,-0.0002342701620440768,-9.620477508697955e-5,-7.904408323719732e-5,-7.367819405037385e-5,-0.0002916509444513739,-0.00034557345502899415,-0.0002866514186756466,-9.377582844110375e-5,-0.00035515747396995436,-0.0003455725442836982,-9.303208814363895e-5
-0.000814021398836564,-0.002995256136620605,-0.0015074911381585921,-0.00025987956676490955,-0.00015119941524876812,-0.0002304202169251172,-0.000948368991195092,-0.0002598803553144301,-0.0008066196666396297,-0.00025302490158253733,-0.00046084325799930335,-0.00038983490375504013,-0.0009842603079054902,-0.0003309162213787176,-0.0008066188846416919,-0.00041015646075682224,-0.0004101841523670078,-0.0004226585924917464,-0.0004226436369288851,-0.0004007776234726562,-0.001895083339733605,-0.0016196831607232466,-0.00884410732820286,-0.002559409668853827,-0.008207511002940338,-0.00026859247701690005,-0.0003234861464126214,-0.00019801121768086438,-9.395894116888681e-5,-0.00033091623249401644,-0.00020975453007195623,-0.0008139231349239926,-0.00751337161653339,-0.007014330484433111,-0.0044196459549210336,-0.005143666578777733,-0.00020975488134796546,-0.00024523569948518793,-0.00015120033099697044,-9.39601152124177e-5,-0.00038983534972565506,-0.00011517853976890336,-0.00011517972276183523,-0.0009483684618712585,-0.0002304184554218393,-0.00998718424443856,-0.004800293918096301,-0.0008208675055514857,-0.0006199433242788034,-0.002060337498720674,-0.0020595333301376296,-0.0018954385910134608,-0.00040343284574204623,-0.0011962500480903874,-0.0003924844848580841,-0.0009680105195710181,-0.000265943014804066,-0.0075019421351200525,-0.00998374559550833,-0.004794134686314938,-0.008207964319316675,-0.0004609413241594395,-0.0002530544338064307,-0.0004034714365513826,-0.000265964568155704,-0.0001768726771669825,-0.0025576314921300397,-0.001506959192522641,-0.0009578381644621515,-0.0009071491813007229,-0.0003278677730077671,-0.0003307519851693933,-0.0001980100622222925,-0.00040084872571753466,-0.00017683204144897663,-0.008843092905702255,-0.0029929955470366925,-0.0009594362076513547,-0.0008218004449412465,-0.001620428020091849,-0.007010520695236425,-0.004417014595081408,-0.005136065983807079,-0.0005564191829944961,-0.005287691452620198,-0.0009167671198293073,-0.0009088609626793861,-0.0006209851952759718,-0.00033125083023654195,-0.00039250595020706296,-0.0007396441322491409,-0.0007365680860132548,-0.0005629453703676749,-0.0003684083024443246,-0.00529140933359074,-0.0009206001098593199,-0.0003307550580686539,-0.00026859339932350267,-0.00024523562816236225,-0.0009842609943773546,-0.0011729068530920352,-0.0009680302030416878,-0.0003650728160440772,-0.0011962699992321842,-0.00117289732081264,-0.00032348333246938574
-0.0004103768742966081,-0.0015074911381585917,-0.0007597300044780606,-0.00014217344190455838,-8.368728953151306e-5,-0.00012836875501158338,-0.0005126640355067853,-0.00014217382234023583,-0.00043588331331577765,-0.00012982187678982202,-0.00023905375801475158,-0.00020975438819533887,-0.0005308084371594634,-0.00017806923104956998,-0.0004358829389111415,-0.00022025632458062258,-0.00022026922489497088,-0.00023332488615650018,-0.00023331748969645304,-0.0002027634153995697,-0.001003159049451211,-0.0008629004165590956,-0.004441874410448699,-0.0012880603508850412,-0.004116102950145379,-0.00014402349681700202,-0.00017036798919280505,-0.00010456487110536525,-5.132410228362889e-5,-0.00017806923166285198,-0.00011275252964359104,-0.0004103365341123298,-0.0037225424172761946,-0.0034527943560006525,-0.002190194320054056,-0.002512795879400265,-0.00011275270945912734,-0.00013367504781985114,-8.368773265321522e-5,-5.132468381628508e-5,-0.00020975461947972976,-6.189821671900321e-5,-6.189884077531203e-5,-0.0005126637877460362,-0.00012836789652556535,-0.005002798478990927,-0.002389170425153319,-0.0004530818467068912,-0.0003521403104156323,-0.0011029848013990125,-0.0011026160607234047,-0.0010033183028096396,-0.00022801441811321085,-0.0006461549312391065,-0.0002164086089453415,-0.0005218069576576691,-0.00014911806565975124,-0.0037194378947164857,-0.0050012336272552554,-0.002387253640599588,-0.004115096145141958,-0.00023909753135364846,-0.00012983452408606941,-0.0002280323699117397,-0.00014912820755562324,-9.879435974527512e-5,-0.0012876075113414762,-0.0007595554570240017,-0.0005475266872252263,-0.0005192128411022327,-0.0002069190166814508,-0.00017576653010288403,-0.00010456432856580039,-0.00020279555902729277,-9.877559801334384e-5,-0.0044412150235819264,-0.0015069591918103753,-0.0005482488962255427,-0.0004535025730801857,-0.0008632400427903681,-0.0034515705025020375,-0.002189307595650246,-0.0025101729801893916,-0.00024346884666497315,-0.0025886403197754684,-0.00043731218602948606,-0.0005199578057691099,-0.00035259946583739225,-0.00020841270474976513,-0.0002164187434603251,-0.0004095606839110146,-0.0004082013733421887,-0.0002462672258930338,-0.00017560674386541057,-0.0025901098664691535,-0.0004388950605968171,-0.00017576798842646634,-0.00014402395535454077,-0.00013367501199571037,-0.0005308087712823074,-0.0006297148233330871,-0.0005218162370620735,-0.00017414827614639438,-0.0006461643122187975,-0.0006297102863807661,-0.00017036665628890967
-7.840945762084645e-5,-0.00025987956676490955,-0.00014217344190455892,-0.008655095911457156,-0.008360980525832408,-0.014078556684538612,-0.01685326507907359,-0.008621394244110535,-0.01375739197703742,-0.000513619245641003,-0.0003353709580891343,-0.004800293950916496,-0.014565583506189519,-0.004107294430444744,-0.01375554791898204,-0.0015676486479971616,-0.0015695939854882685,-0.001392917198148081,-0.0013886670960161916,-0.0005812716736675374,-0.00034532033931203575,-9.13283341532862e-5,-0.000630215982740223,-0.00022024903638678968,-0.0004976946935888968,-0.011611265706662953,-0.00296393983419498,-0.002737734731060782,-0.011298929804727728,-0.004102056297822952,-0.0023872537397375488,-7.841478998816408e-5,-6.204842413025088e-5,-0.0001351560195926465,-5.2850065794362516e-5,-5.413476130030723e-5,-0.002389170456876402,-0.014330574764682623,-0.008342834642548199,-0.01128248202100078,-0.004794134812712615,-0.0012861590064289275,-0.001286632227678914,-0.016859377299214665,-0.014160553161702612,-0.0005817390143764996,-0.00012396661093378627,-5.247773734912216e-5,-0.00014570354048000332,-0.0002039226725383272,-0.00020387115565620925,-0.00034542174546830064,0.00019587856731056696,-0.00025320351278565787,2.7144042625292154e-5,2.8055648939558867e-5,-0.0002224180512998789,-6.205385761151838e-5,-0.0005817427432630824,-0.00012396930135465258,-0.0004976972978120294,-0.00033516755369964905,-0.0005130636052141633,0.00018669636711238593,-0.00022753866149836596,-0.0011792645664493917,-0.00022025109917884217,-0.00014217616625680497,-3.2713898864724484e-5,-0.000731526218573892,-0.0006118964578583861,-0.0013728977520903979,-0.00270777887348283,-0.0005808520889551876,-0.0011752580908054788,-0.0006302172938010372,-0.00025988687004324163,-3.2906498821897294e-5,-5.2579308469814625e-5,-9.150598135777079e-5,-0.00013515704272314743,-5.285466741967734e-5,-5.413914174508766e-5,-0.0002955823008014306,-0.00019839950769831444,-0.0001767341770790443,-0.0007316253952171105,-0.0001458078970826314,-0.0006119940298920109,2.0859545382132377e-5,-0.0008009560451158668,-0.0008009094790331885,-0.0002955974734806916,-0.00026696750057351103,-0.0001983970979262291,-0.00017674108984817998,-0.0013928808995019525,-0.011590480309992051,-0.014340761106064656,-0.014559486864289416,-0.0009226570802058554,6.543058409875288e-6,-0.0002669514719280688,-0.000263192149514932,-0.0009045474123899817,-0.0029122243925195183
-4.6295794107655084e-5,-0.0001511994152487681,-8.36872895315136e-5,-0.008360980525832404,-0.008304902110837816,-0.013851941234685793,-0.01589189353409622,-0.008342834644027122,-0.012921812179622145,-0.00038722535416425044,-0.00028193866653205917,-0.0044196458693713725,-0.013573682638788708,-0.003783895933029938,-0.01292380917210165,-0.0009844297706895961,-0.0009864110181978056,-0.0007341975294564918,-0.0007296356209864222,-0.00048333320696661444,-0.00027618265957300465,-8.138456499610282e-5,-0.00035628847824267876,-0.0001280014119685526,-0.00027344476792934194,-0.012373450892373638,-0.004137025559308832,-0.0033315337756629634,-0.011889166017342686,-0.0037815333726990853,-0.0021893077807460196,-4.630031849252977e-5,-8.34545298744061e-7,-7.332415811314847e-5,-1.283079877995721e-5,-3.362807956005199e-5,-0.002190194455553984,-0.014722018997681623,-0.008245146015992709,-0.011925371425049411,-0.004417014796885748,-0.0011782088986756684,-0.0011783582674413649,-0.015894951417264682,-0.013957658701521714,-0.00031848240083238034,-5.2854009976336766e-5,1.5002709215640549e-5,-3.643408931760824e-5,-0.0001259272165506157,-0.00012589459554300332,-0.0002762362917318596,0.0005360184231791622,-0.0003861252093858497,0.0002004742955129082,-0.0003500857211124974,5.455843233818977e-5,-8.395816935197052e-7,-0.00031848595957126806,-5.2856567962249555e-5,-0.00027344723769933874,-0.0002817083153897024,-0.0003866587884663819,0.0005245623128094934,4.8931090615502165e-5,-0.0006473350846873022,-0.00012800318899225404,-8.368962549092916e-5,7.498723529503524e-5,-0.00039110204850578337,-0.0003336913367545295,-0.0018962194713257306,-0.00327257215663509,-0.0004828865427402051,-0.0006430669328192613,-0.00035628976153714224,-0.0001512055344013153,7.480913901944095e-5,1.4911970855538371e-5,-8.152143520610356e-5,-7.332476409650512e-5,-1.283502541528097e-5,-3.363156900869579e-5,-0.00020442849529500536,-0.00012934764522017436,-0.00012237183359873157,-0.0003911962834194471,-3.652980417857454e-5,-0.0003337839609442407,0.00019257859917703698,-0.0004663802577116775,-0.00046633656400360605,-0.00020444370454825503,-0.0001734169252442426,-0.00012934611167125874,-0.00012237891918497767,-0.0019295437060384926,-0.012354638374970327,-0.014722707836569773,-0.013570801648291757,-0.001433931558644104,-0.00038469015049870945,-0.00017340150676440477,-0.0003988260656387798,-0.001404951705646124,-0.004019794265951159
-7.112769662647604e-5,-0.0002304202169251171,-0.00012836875501158408,-0.014078556684538612,-0.013851941234685798,-0.023687662561918107,-0.026861089704603203,-0.014160553161877506,-0.021843130989265592,-0.0006332266706078099,-0.0004586963640596604,-0.007501941939046059,-0.023026555689561173,-0.006422221319991168,-0.021906937902329334,-0.001529079928863949,-0.0015258795811771344,-0.0010145787693017466,-0.0010214924935835492,-0.0008090100465452312,-0.0003860420587710283,-6.872452282609313e-5,-0.0005332885559526688,-0.00019493292515906327,-0.0004021058045389488,-0.020232949463267886,-0.006001738929801213,-0.005101588682473655,-0.019645192470008007,-0.0064317246289577155,-0.0037225424051864787,-7.113509755176592e-5,3.303811624735161e-5,-9.458580580714379e-5,-8.333309117277624e-7,-4.229537212462549e-5,-0.003719437949316378,-0.024362265970222167,-0.013957658704680556,-0.01949371007684535,-0.0075133718430616,-0.0020026223506262753,-0.0020018566696470997,-0.026905483091211865,-0.023323623203014326,-0.00046654701856927897,-6.205396602644496e-5,8.125812363284254e-5,-4.944076143086604e-6,-0.00011034763070653082,-0.00011045851422268663,-0.000385820608385721,0.0012511547278294646,9.721710269330326e-5,0.0005829103174067028,0.00011402779127140208,0.00026784455579428103,3.3049164572423155e-5,-0.00046654181053874127,-6.204691666612069e-5,-0.00040209857204431907,-0.00045897613057227396,-0.0006340703108926617,0.0012681041545468527,0.00027666292854222597,-0.0009514677892558558,-0.0001949337201430802,-0.00012837148210148228,0.00021372738250549587,-0.0005589750821786898,-0.0004884735354246961,-0.0027991613559943786,-0.005198835727476392,-0.0008095518366044594,-0.0009580012712835382,-0.0005332853711869631,-0.00023042813529952115,0.00021408472002533625,8.144729660312994e-5,-6.836392824727867e-5,-9.458320924620065e-5,-8.301206266009453e-7,-4.2288583588270074e-5,-0.0003354715833574185,-0.00019606926279365567,-0.00019868627211578387,-0.0005587875569846572,-4.750993389225087e-6,-0.000488294155405168,0.0005950765262349001,-0.0007060967410762923,-0.0007061817824265793,-0.00033544529005372173,-0.0002771225812673113,-0.00019607316008500735,-0.00019867487181778832,-0.0027496814818871,-0.020250148086943743,-0.02441546086321403,-0.023029035169086044,-0.001494668550777279,0.00016482870886769442,-0.0002771517741776832,0.00011710715565815401,-0.0015366119262401087,-0.006195887910260474
-0.000281856628059882,-0.0009483689911950936,-0.0005126640355067867,-0.016853265079073594,-0.01589189353409622,-0.026861089704603214,-0.03417029774108935,-0.01685937730213114,-0.027990561444476696,-0.0013325066961764498,-0.0007814208148180712,-0.00998374572277812,-0.029846301859086707,-0.008536321353419285,-0.02793883809857017,-0.004950438300076868,-0.00494853883274349,-0.005069289365830031,-0.005073334660749898,-0.0012925996848137827,-0.0010606190095699235,-0.00039386414549947294,-0.0023679840877691436,-0.0008046745727297467,-0.001921433515205263,-0.020405943093797455,-0.0035840448060016315,-0.004127773209052953,-0.0198711843917731,-0.008539497242907654,-0.005002798519976484,-0.00028186864808762014,-0.00046654768440694593,-0.0005661537882735937,-0.00031847768066132077,-0.00021848740208547755,-0.005001233597549943,-0.02620728132619414,-0.015894951418409294,-0.019942282441521686,-0.009987184396365737,-0.002698384571234894,-0.0026980299873094714,-0.034118308526434875,-0.02690548308633186,-0.0022555115348666705,-0.0005817424871584744,-0.0005196566584478238,-0.0008385106952555153,-0.0009401762719166775,-0.0009402410203091037,-0.001060478547913416,-0.0015365659136972072,-0.0017785549846936616,-0.001081806786352017,-0.00045951776985195486,-0.001698948725360229,-0.000466540934161994,-0.0022555090985168676,-0.0005817376538296907,-0.0019214287096602828,-0.0007815926403929465,-0.0013330353513576066,-0.001528118320964943,-0.0016940488724093551,-0.004074704976312109,-0.0008046772903598281,-0.0005126692752186404,-0.0007422581554188167,-0.002848167674679091,-0.0023257910585942902,-0.0018831536271612932,-0.004153190269755563,-0.001292968434461307,-0.004078527755145153,-0.0023679818417304383,-0.0009483839075595203,-0.0007420607339720097,-0.0005195499523927068,-0.00039365412404205956,-0.0005661519157890968,-0.0003184772365266884,-0.00021848300332057914,-0.0008693029657116405,-0.0006718348020857409,-0.0005273819078119973,-0.0028480672850701486,-0.0008384042214914816,-0.0023256949149086602,-0.0010759291594631885,-0.002877435330409122,-0.0028774821563005105,-0.0008692895527254177,-0.0008529436954254256,-0.0006718380707081267,-0.0005273765357587273,-0.0018643622374850373,-0.020429099923753923,-0.02617134765082101,-0.02985802347753798,-0.0020370441395985745,-0.00044030838964191323,-0.0008529594120231565,-0.0017688420081720315,-0.002054433714707933,-0.0036255615875771924
-7.840954458145174e-5,-0.0002598803553144304,-0.00014217382234023646,-0.00862139424411053,-0.008342834644027127,-0.014160553161877506,-0.016859377302131134,-0.008655095913292958,-0.01375554792904486,-0.0005130634214936284,-0.00033516762214107134,-0.004794134739289252,-0.014559486880686296,-0.004102056357906406,-0.013757391972329417,-0.001569593760231921,-0.0015676483215981592,-0.0013886668392256872,-0.0013929169594910401,-0.0005808518023562829,-0.00034542176663432855,-9.150575583271537e-5,-0.0006302177805403609,-0.00022024975043245638,-0.0004976983029261587,-0.01159048030790278,-0.002912224397313998,-0.002707778879161892,-0.01128248201991465,-0.0041072942818689735,-0.0023891704009562816,-7.841473603854217e-5,-6.20546031984416e-5,-0.00013515758410459315,-5.2853413198962496e-5,-5.413925828384209e-5,-0.0023872536996113764,-0.014340761111330607,-0.008360980529235444,-0.011298929795116413,-0.004800294096272063,-0.0012866321689201802,-0.0012861590871756782,-0.016853265083572145,-0.014078556692617745,-0.0005817426038564106,-0.00012397017485135225,-5.257948945151572e-5,-0.00014580813830386148,-0.00020387100497090398,-0.0002039228298196625,-0.00034532019040588743,0.000186696568645936,-0.0002631918673913845,2.0859608930975052e-5,6.5433542552571055e-6,-0.0002275385232235345,-6.204818933474245e-5,-0.0005817396528201123,-0.00012396602874247852,-0.0004976941018402966,-0.0003353707285820374,-0.0005136191843116622,0.00019587881067796852,-0.00022241790202078595,-0.0011752578547898,-0.00022025049439075342,-0.00014217584891836751,-3.290663410535505e-5,-0.0007316262387947514,-0.0006119939199963443,-0.001392880889616149,-0.0027377347386827156,-0.0005812714984932457,-0.0011792643072390321,-0.000630215889806555,-0.00025988620884903325,-3.271411558460882e-5,-5.247774635345713e-5,-9.132849658749459e-5,-0.00013515598536168933,-5.2851607344975296e-5,-5.4135081692281536e-5,-0.0002955972327193389,-0.00019839718113474021,-0.00017674081890925347,-0.0007315256791303936,-0.00014570351886268525,-0.0006118968656151944,2.7144146719237355e-5,-0.0008009094360237181,-0.0008009564558279832,-0.0002955828986995408,-0.0002669515258630905,-0.00019839988690489274,-0.00017673469004899004,-0.001372897739639325,-0.01161126568598367,-0.014330574776919226,-0.014565583500016686,-0.0009045473361693226,2.8055845342336988e-5,-0.0002669676429978416,-0.00025320329783003415,-0.0009226569333542958,-0.002963939911578651
-0.0002396201194808284,-0.0008066196666396314,-0.000435883313315779,-0.013757391977037412,-0.012921812179622153,-0.021843130989265595,-0.027990561444476682,-0.013755547929044862,-0.022973164657015925,-0.0011134894707537863,-0.0006452864644580843,-0.00820796440533829,-0.024505289724411617,-0.007017515293085223,-0.02291045850194877,-0.004185976470396606,-0.004184100893602253,-0.004310699558026368,-0.0043147712787686915,-0.0010677096274642197,-0.00088079812948092,-0.0003235595497174381,-0.0020156340137302167,-0.0006844237325837382,-0.0016367474654733515,-0.016353021842211393,-0.0026032863648667395,-0.003193405295795549,-0.015942067214644674,-0.007017609000801829,-0.004116102975219858,-0.0002396300818520988,-0.00040210416350607676,-0.00048117275361543555,-0.0002734402937086499,-0.00018442010861401746,-0.004115096206707267,-0.021161295221861852,-0.012923809176155788,-0.016011393449971642,-0.00820751102433603,-0.0022206152077053113,-0.002220339182039954,-0.027938838114705527,-0.02190693791388343,-0.0019214303396824068,-0.0004976967698161882,-0.00044765560669296397,-0.0007199896753012689,-0.0007910745036680927,-0.000791140130227908,-0.0008806620653572806,-0.0013643283182811384,-0.0014377331879352365,-0.0009408121979384948,-0.00029454853272892564,-0.001468259978450786,-0.00040209746971386993,-0.001921427697541712,-0.0004976921276590059,-0.0016367428819980443,-0.0006454549017198605,-0.0011140099905401874,-0.0013558542338534777,-0.0014633799103924965,-0.003461878255184624,-0.0006844258814179705,-0.0004358876007426713,-0.0006447882274515993,-0.002426580781767317,-0.0019809222287577883,-0.0013915946830574467,-0.0032192111026148468,-0.0010680766767689471,-0.003465700137027073,-0.0020156318598897813,-0.0008066319557964585,-0.0006445924484693505,-0.00044754929116121763,-0.00032335378065363485,-0.00048117094643773423,-0.0002734392975718671,-0.00018441556788099763,-0.0007333625715109299,-0.0005678326441857702,-0.000444787769732906,-0.002426480835581342,-0.0007198833345788921,-0.0019808259508771655,-0.0009350097896444415,-0.002445999001539555,-0.0024460461501202737,-0.0007333489479811399,-0.0007219959380477557,-0.00056783594658307,-0.00044478220402723446,-0.0013723972332583083,-0.01637554007915884,-0.021124862050158184,-0.02451832164330449,-0.0015388282636738056,-0.0002750978423528814,-0.0007220117698892658,-0.0014281605447268625,-0.0015563253886599208,-0.002646652458962529
-7.048945510382632e-5,-0.00025302490158253944,-0.00012982187678982089,-0.000513619245641004,-0.00038722535416425196,-0.0006332266706078127,-0.0013325066961764527,-0.0005130634214936306,-0.001113489470753792,-0.005188854802772922,-0.00490418900782548,-0.00046093946305553543,-0.0012759257554607103,-0.00039294493710870666,-0.0011140104712519037,-0.01013198811373428,-0.010152166041792308,-0.009262515004429914,-0.00923032294161885,-0.009025090160669613,-0.008363495733877558,-0.006936040072446457,-0.0007236181027515094,-0.00021602607723076323,-0.0006452900374946979,-0.0003737743219894142,-0.0001475831263396476,-0.0001346116359059172,-0.00020084464658973275,-0.0003928578546257014,-0.00023905312469789478,-7.049744646338449e-5,-0.0004586963584361407,-0.0004368012771090238,-0.0002817089058022517,-0.00023100893242841648,-0.0002390957300055606,-0.0005221495158775724,-0.0003866577080898528,-0.0001988773589168817,-0.0004608419549537775,-0.0001300780053831239,-0.00013008691175707193,-0.0013330361976835782,-0.0006340697185961608,-0.0007814215144930224,-0.000335169042025667,-0.0021203501713158318,-0.0014711038134921598,-0.0068777869980028855,-0.006906085797355381,-0.008334449808399546,-0.0050836569200707,-0.003604363225290331,-0.002669000425728799,-0.0025031669147226863,-0.0033865514177261967,-0.00045897628974012994,-0.0007815936204546443,-0.0003353720109447443,-0.0006454576877599073,-0.004836511125160007,-0.005068383163131617,-0.005177832071477416,-0.0034427086253877664,-0.008802710348816814,-0.0002160535855997537,-0.00012983792421713378,-0.002956915408842191,-0.0017368044142115095,-0.0010906400207762715,-0.00036378137581168665,-0.00013138786129904452,-0.0087557897160812,-0.008817568877862999,-0.0007236941526793409,-0.0002530591635595857,-0.002911341398344356,-0.0020897535289948347,-0.006905329984110617,-0.000437472303890488,-0.0002819389471010945,-0.00023210099548749894,1.1048418636315675e-5,-0.0003120432501269873,-6.060564838783683e-5,-0.00172149874106606,-0.00145386607083302,-0.0010740463435588892,-0.0026968394654464855,-0.001073456167843719,-0.0010807209585960956,1.5471096284531368e-5,-0.00012424776056272753,-0.00031087061203132475,-5.840637402120011e-5,-0.0003690070186720877,-0.00037186603189667063,-0.0005232845885214069,-0.001275690871435788,-0.0024708345984434613,-0.0025291382219440445,-0.0001277228614758457,-0.00362773715389156,-0.0024607902631732974,-0.00014054023492318107
