Site,LocalDensity
1,0.22788663350429522
2,0.13405502746486786
3,0.02895106361166868
4,0.00872843048436182
5,0.02895106357556067
6,0.13405502741045525
7,0.02244166932047515
8,0.022441669277625982
9,0.21099889268701932
10,0.18037237008828727
11,0.19130623744227687
12,0.19130623740751
13,0.18037237009267382
14,0.06050552474028655
15,0.060505524736859266
16,0.21928213212718128
17,0.1562734332076614
18,0.15124793791191135
19,0.15124793794769478
20,0.15627343320894863
21,0.04223098455757435
22,0.04223098457237824
23,0.21618320142597433
24,0.17704603359696622
25,0.17891103645220646
26,0.1789110364051665
27,0.17704603354415835
28,0.05624272810109602
29,0.05624272806681806
30,0.21618320139302488
31,0.15694394192604616
32,0.1569439418869756
33,0.15694394186441646
34,0.1569439419364648
35,0.04386473276650482
36,0.043864732770676894
37,0.21928213230610247
38,0.1789110365243545
39,0.17704603355852427
40,0.17704603353490111
41,0.17891103655292956
42,0.05624272808646485
43,0.056242728106915246
44,0.21099889266091265
45,0.15124793794061972
46,0.15627343330700247
47,0.15627343337363336
48,0.15124793791113406
49,0.04223098460468031
50,0.042230984595164715
51,0.22788663359543104
52,0.19130623742884015
53,0.18037236998383213
54,0.18037237001437387
55,0.1913062374778343
56,0.060505524713719734
57,0.06050552471357085
58,0.00872843052216628
59,0.02895106368519434
60,0.13405502746903983
61,0.13405502756336077
62,0.02895106359890765
63,0.022441669314464625
64,0.02244166934181877
