Site,Eigenvalue
1,9.889654313968398e-11
2,9.948248442764822e-11
3,6.435798554557888e-10
4,6.468009197286416e-10
5,6.81271192293917e-10
6,7.21890204869083e-10
7,2.547537236725596e-8
8,2.548093393461952e-8
9,2.5508462657784764e-8
10,2.5542513752798698e-8
11,3.201243054732208e-8
12,3.365896336796313e-8
13,4.9653653972035576e-8
14,4.971543766175933e-8
15,1.0457099860116256e-7
16,1.0483121385000357e-7
17,2.401029926726126e-7
18,2.656953834034047e-7
19,2.935033312222595e-7
20,3.0423429640754713e-7
21,3.207039350785553e-7
22,3.2104717936207934e-7
23,5.088965363624841e-7
24,5.175747142428475e-7
25,5.831160665751097e-7
26,6.16089255750419e-7
27,6.876231825628098e-7
28,7.919889997661981e-7
29,8.0298535081497e-7
30,8.047872044842951e-7
31,8.71656977580112e-7
32,9.769091556387448e-7
33,1.0165735933929593e-6
34,1.0886750250921233e-6
35,1.1913847624458355e-6
36,1.6196525480382704e-6
37,1.6771659620640903e-6
38,1.8019528795675408e-6
39,1.931995437686516e-6
40,1.959781967758482e-6
41,2.1516601250464303e-6
42,2.312798543913469e-6
43,2.512745414886032e-6
44,2.5748176355340365e-6
45,2.971029547794646e-6
46,3.0267999926671434e-6
47,3.110358059181683e-6
48,3.203536656636954e-6
49,3.5072504806905434e-6
50,3.7169396782199894e-6
51,3.875051895879189e-6
52,4.239978324560452e-6
53,4.3629669716345074e-6
54,4.7166068546991795e-6
55,4.87186120594857e-6
56,5.810577006253415e-6
57,6.782426092127172e-6
58,8.751279713389013e-6
59,1.1253566161515575e-5
60,1.1441565745523784e-5
61,1.9363166571739306e-5
62,2.0983591697512014e-5
63,3.0284769333459694e-5
64,3.088723856054654e-5
65,3.2554490658454e-5
66,4.0404226996527025e-5
67,4.456957903638744e-5
68,4.5610298096661774e-5
69,7.902270993096146e-5
70,7.921530208590316e-5
71,8.871087982793116e-5
72,8.897541755969478e-5
73,9.150407758532556e-5
74,9.24842775359671e-5
75,9.77045156772128e-5
76,0.0001011511914649685
77,0.00010435552696212403
78,0.00010915237934430815
79,0.00013592896849734255
80,0.00013755271716177426
81,0.00013885873619128247
82,0.00014750418227823937
83,0.000166048609323389
84,0.00017912576580858446
85,0.00018496430426422284
86,0.00019174462186285427
87,0.00019287872718097595
88,0.0002442832042130914
89,0.00025286762775253457
90,0.00026079080558826954
91,0.0002643239807658889
92,0.00032133440484046784
93,0.0003272496348250629
94,0.0003839381993480802
95,0.0003948125408966394
96,0.00044593904793565356
97,0.0004909669652079007
98,0.0006718085779621445
99,0.0009580516408913145
100,0.027017309803802653
101,0.050879538757514116
102,0.07320206180287714
103,0.1275672547162239
104,0.14184292989068473
105,0.15260917734353485
106,0.15948523983589857
