Site,Eigenvalue
1,4.0013372033563384e-11
2,4.0178343016533955e-11
3,1.3081958462817663e-9
4,1.3268691656636415e-9
5,3.249850949411241e-9
6,3.257497471512939e-9
7,1.9964826288724075e-8
8,2.0046495856544477e-8
9,6.418194156144567e-8
10,6.420358744656135e-8
11,7.509451810170246e-8
12,7.819334681277295e-8
13,9.50063328715303e-8
14,9.503943723072822e-8
15,1.5551589717489724e-7
16,1.586425704188595e-7
17,1.587918222726356e-7
18,1.7455058699631956e-7
19,2.2798823814831751e-7
20,2.2801038585259132e-7
21,4.1687903255192926e-7
22,4.356173663527547e-7
23,9.770339394303847e-7
24,9.901783544460445e-7
25,1.0548057441228352e-6
26,1.1125816138222003e-6
27,1.1150876788427744e-6
28,1.1868550348830242e-6
29,1.7579878865572103e-6
30,1.795385206866565e-6
31,1.8923606847286046e-6
32,1.931241781600273e-6
33,2.1035467869827348e-6
34,2.8485063529115016e-6
35,3.710555410092792e-6
36,3.7906879749228087e-6
37,3.893118221178008e-6
38,4.569999342186155e-6
39,4.5999686353663145e-6
40,5.255508168818806e-6
41,5.597935524148619e-6
42,5.683871904390067e-6
43,6.030883539182181e-6
44,6.077542739080802e-6
45,6.752721629752923e-6
46,6.852563808907827e-6
47,7.105529622805526e-6
48,7.245238841197912e-6
49,7.484323309448342e-6
50,7.764478953889333e-6
51,8.381892871002738e-6
52,8.727381380664886e-6
53,1.0168595425106028e-5
54,1.025023245315094e-5
55,1.0453495593095325e-5
56,1.0491579865161093e-5
57,1.0983410769438347e-5
58,1.1420445528245135e-5
59,1.567003228495597e-5
60,1.8325590723213812e-5
61,1.9949927311949398e-5
62,3.016255087625995e-5
63,3.1726653630680784e-5
64,3.230993080552655e-5
65,3.369089654187577e-5
66,3.562098420415816e-5
67,3.7567392310488255e-5
68,4.103034614451651e-5
69,4.8044450659645977e-5
70,5.185445220314366e-5
71,0.00010357921104770318
72,0.00011735949233156396
73,0.00011852534133550402
74,0.00014121040356097125
75,0.00014733747787752985
76,0.00019460766854684022
77,0.00021112803316984747
78,0.00021262858526571921
79,0.00023265016157020656
80,0.00024745236408190883
81,0.00024831833396214193
82,0.0002504660956655396
83,0.0002639362816965895
84,0.0002901507481890492
85,0.00029191839920111694
86,0.0004082648153268757
87,0.00040909032044495196
88,0.000409323936282871
89,0.0004121184167387749
90,0.0004707223783160901
91,0.00048464065772470694
92,0.0005292608454946938
93,0.0005327282481292205
94,0.0007446328909311179
95,0.000780715495049287
96,0.0008011313852398201
97,0.0008035770712953795
98,0.0008261095515012624
99,0.0009111137932570265
100,0.04603303571532501
101,0.08660405920378285
102,0.12547771158192036
103,0.23916020626314732
104,0.2724749663928222
105,0.30576694997561
106,0.3411071553546684
