Site,LocalSpin
1,-5.795086632787161e-13
2,6.154044288053662e-13
3,1.3143566096607273e-13
4,-1.4584813391727014e-12
5,-2.1706868073845254e-12
6,-2.9761665052855995e-12
7,5.896245312811865e-13
8,-1.0191503441987985e-12
9,8.63994678738146e-14
10,-1.4131688934392964e-12
11,2.882704925460944e-13
12,-5.324501690245897e-13
13,9.686330513722363e-13
14,-9.741437450450075e-13
15,-1.1877309823804713e-12
16,1.1767485857266946e-12
17,5.021640485977207e-13
18,3.025774075737786e-13
19,-1.3455604741923204e-12
20,3.371601362657113e-12
21,3.6312507363002455e-12
22,3.186078327164707e-12
23,-2.328758344866775e-13
24,-1.2169621650046582e-12
25,-1.389715730486719e-13
26,9.985906416001833e-13
27,-1.26816032718427e-12
28,-4.902838605641031e-13
29,8.360670932830237e-13
30,1.0770793978931437e-12
31,1.3470145138194667e-12
32,1.0008982947735511e-12
33,-1.135581205620722e-12
34,-1.1301281091502524e-12
35,4.932079922637999e-13
36,-6.259220572402135e-13
37,4.165279232637431e-13
38,9.185349963275469e-13
39,1.0969175523496719e-12
40,5.93275428784068e-15
41,-5.320513994655496e-13
42,1.992518543685632e-13
43,2.4937228965489146e-13
44,1.89147908242122e-15
45,1.0989776419991707e-12
46,5.308427308836627e-13
47,1.7131485245473518e-13
48,-1.8925752697128624e-13
49,1.7487793439914523e-13
50,2.1263154387582027e-13
51,-1.3402144175556545e-12
52,-8.009853631057995e-13
53,3.257030062320254e-13
54,-1.621174876308584e-13
55,4.717157353140172e-13
56,8.331683333499145e-13
57,-3.660717562414817e-13
58,2.6052250634567287e-13
59,-2.0133573712437453e-12
60,-4.19081436220381e-12
61,2.2422121286879977e-12
62,9.673149828634853e-13
63,-1.9598210315892317e-12
64,6.705877172996644e-13
