Site,LocalSpin
1,3.208495968909375e-12
2,4.216342986557153e-12
3,5.0512723344386945e-12
4,3.740288460896135e-12
5,2.33796142168341e-12
6,2.5934358926404618e-12
7,2.684207203312454e-12
8,9.529050183469667e-13
9,1.1758094498048877e-12
10,-4.2987488568790866e-13
11,1.4310462537192592e-12
12,1.938647325342319e-12
13,1.2689363448892266e-12
14,-5.990823739005292e-14
15,2.627222236458193e-13
16,1.948999273155641e-12
17,4.067437508223186e-13
18,5.497422204348771e-13
19,3.182918338617835e-12
20,3.490765836111631e-12
21,-1.1187492752128773e-13
22,8.70896128650489e-13
23,-5.075474003753133e-12
24,-2.8424366200065047e-12
25,-1.2627165885220436e-12
26,2.1155900382235915e-12
27,-2.1703905079307556e-12
28,-5.20214108945473e-13
29,1.6354610687281532e-13
30,8.200879237239204e-13
31,-1.3486217351199592e-13
32,-2.652655790786449e-12
33,-1.3436299611152285e-12
34,9.300710298390535e-13
35,-1.6556837823498982e-13
36,3.2381377733238495e-13
37,-4.254346224266681e-12
38,-3.283890134163497e-12
39,-3.4001475786519455e-13
40,-1.2338085423564068e-12
41,-2.1789892396803295e-12
42,-9.60077937289805e-13
43,-7.288508311427064e-13
44,8.614212721744008e-13
45,5.205954821418425e-13
46,-2.0317704267875585e-12
47,-2.409144631829385e-12
48,5.435410561615471e-13
49,-6.377580755168033e-14
50,-1.1845136416860358e-13
51,-2.895683401070805e-12
52,-2.0941616496461535e-12
53,4.210053186044477e-13
54,1.1487547024735534e-12
55,-3.679117626410961e-13
56,-1.4893815347694073e-13
57,-3.287630584436485e-13
58,8.360820716313278e-13
59,-1.2706784883738213e-12
60,-2.4557838401717547e-12
61,-2.502649996960482e-12
62,-6.150409044039971e-13
63,-1.7675015719137701e-12
64,-1.1766317087325007e-12
