Site,LocalSpin
1,3.8510236666233766e-12
2,-6.75627522678246e-12
3,-8.72710757826578e-12
4,4.061117761522404e-12
5,1.8573391089016233e-11
6,2.0714647011588205e-11
7,-8.067919596288498e-12
8,1.4130005019157464e-11
9,7.229237391007115e-12
10,1.7820317410193895e-11
11,4.985931806311683e-12
12,9.528454414375886e-13
13,-1.160647034210982e-11
14,2.7297451751890485e-12
15,-1.835611411571517e-12
16,1.8223049208943715e-12
17,6.600196300957095e-12
18,1.9990255978319382e-11
19,-1.0913846359649989e-11
20,-5.4523225567943995e-12
21,7.273280068498256e-12
22,-5.2143228970735755e-12
23,-8.943684577045956e-12
24,-6.68431806153608e-12
25,3.0530015771327787e-13
26,-3.676107121074364e-12
27,-2.424225405107342e-13
28,2.738293217798308e-12
29,4.965408509707836e-13
30,-6.02712771726778e-13
31,-3.639251862036052e-12
32,-9.84868331179112e-12
33,1.0040672178239507e-12
34,2.8551628788254944e-12
35,-2.1633571399126e-12
36,1.2975074302739448e-12
37,-8.768503284573015e-12
38,-4.229197504354576e-12
39,-1.473245875608601e-12
40,1.3045430664370564e-13
41,-1.25548421485433e-12
42,-7.615520591997187e-13
43,9.627814008056585e-14
44,-8.879119596520615e-12
45,5.109624529042733e-12
46,-1.569890047901359e-12
47,-1.0148358961242e-12
48,1.4048310032830475e-12
49,3.5234526816921123e-12
50,8.982412930862507e-13
51,-9.699557129705383e-12
52,7.246241801039943e-12
53,5.668601260935525e-12
54,5.7303993467723884e-12
55,-1.6614846348711404e-11
56,-1.3984569524529838e-12
57,-1.783275783984184e-12
58,-5.390605496702339e-13
59,5.127448818369988e-13
60,2.764464756464002e-12
61,-1.4202236608973351e-11
62,-3.6221383237868382e-12
63,-8.368903172458614e-13
64,-1.4947279525223678e-12
