Site,LocalDensity
1,0.21543448063293513
2,0.15557037468397136
3,0.05375607847918061
4,0.02165506249919281
5,0.0537560785084523
6,0.15557037469336701
7,0.03881499749664849
8,0.03881499750350849
9,0.1869972784985002
10,0.16703794263231392
11,0.183895685879868
12,0.18389568587399743
13,0.16703794264101907
14,0.06255085225958489
15,0.06255085226689112
16,0.1994731365974531
17,0.15431695597712927
18,0.14563308300855102
19,0.14563308302349434
20,0.1543169560027815
21,0.04900052196104308
22,0.049000521959768936
23,0.19500592174587167
24,0.16936815013342177
25,0.17212996704681036
26,0.17212996701807645
27,0.16936815005372952
28,0.06089684537891851
29,0.06089684535937632
30,0.1950059217499255
31,0.15264372206117696
32,0.15264372205694793
33,0.1526437220478025
34,0.15264372205874294
35,0.05020376615526176
36,0.05020376615301142
37,0.19947313661339156
38,0.1721299670375241
39,0.16936815007457626
40,0.1693681500871437
41,0.17212996704540678
42,0.06089684537558518
43,0.06089684536318748
44,0.18699727850048758
45,0.1456330830335539
46,0.15431695597592773
47,0.1543169559980327
48,0.14563308301470937
49,0.049000521966428304
50,0.049000521933375965
51,0.2154344806623809
52,0.183895685881453
53,0.16703794261670998
54,0.16703794263218757
55,0.18389568586484561
56,0.06255085228360284
57,0.06255085226472844
58,0.021655062527417127
59,0.05375607848282669
60,0.15557037462704726
61,0.15557037458698428
62,0.053756078514199813
63,0.0388149974930628
64,0.03881499744450502
