Site,LocalSpin
1,1.1838842406408645e-11
2,1.63566798994097e-11
3,1.4843261602476288e-11
4,5.814202260370801e-12
5,3.1164234308028373e-12
6,7.906732332317875e-12
7,8.132396528374646e-12
8,-8.063909395574077e-13
9,-1.0509232373223654e-12
10,-8.887553887282351e-12
11,2.2219095274185302e-12
12,9.41786012198281e-12
13,7.1431819179251e-12
14,-8.167001146544561e-13
15,3.623615296710625e-12
16,2.026061176468863e-12
17,-3.170116079365126e-12
18,-5.813960069787949e-12
19,9.267471968033531e-12
20,1.0039463618077837e-11
21,7.904090741428643e-13
22,2.1257640457205285e-12
23,-5.562508867827549e-12
24,-1.1730425726369682e-12
25,-5.00680174087892e-13
26,1.212626136656847e-12
27,-3.120021602187606e-12
28,-1.6297260849867934e-13
29,-2.1506945530047616e-12
30,1.93014567273931e-12
31,3.642225410160904e-13
32,-8.578667358189081e-13
33,-4.1193159994179496e-12
34,1.7578177261640517e-12
35,2.847409997362211e-13
36,3.3991291637773706e-13
37,-9.441579462698968e-12
38,-5.442150649939172e-12
39,-1.0859958765596645e-12
40,-2.8011273855987895e-13
41,-7.270156482039325e-12
42,-1.1626964039994359e-12
43,-1.3806705344981962e-12
44,2.6382589859135923e-12
45,2.5472679521243435e-13
46,-5.0726226681933514e-12
47,-5.558810356465216e-12
48,1.4517322320532911e-12
49,-6.532094260404893e-13
50,-4.946463643376169e-13
51,-1.1847460521352473e-11
52,-6.391782706003536e-12
53,6.021994968657962e-13
54,2.3456204020127006e-12
55,-4.925614490416377e-12
56,-8.818818014160638e-13
57,6.646712667019924e-13
58,-1.4916707645526558e-12
59,-2.9173985505471287e-12
60,-7.149541375595092e-12
61,-9.706359240240685e-12
62,-3.098561338066297e-12
63,-1.967944904257557e-12
64,-2.0973830311410424e-12
