Site,LocalSpin
1,0.039064492781815126
2,0.025652191800633356
3,0.007518753617330473
4,0.00268615859866659
5,0.007518753593164454
6,0.025652191660587992
7,0.0055798400924705555
8,0.005579840062251373
9,0.019871121209161145
10,0.012874250120229278
11,0.02429776113028582
12,0.024297761133541287
13,0.012874250319240211
14,0.006444922174924169
15,0.006444922214770088
16,0.03531660142804475
17,0.022839249595629336
18,0.013419182079387358
19,0.013419182161720531
20,0.022839249594039233
21,0.006522851467338675
22,0.006522851495269553
23,0.02541307497791314
24,0.015681530672789636
25,0.021685088288029147
26,0.021685088228926726
27,0.01568153062539236
28,0.006078776324462608
29,0.00607877630394699
30,0.025413074962701437
31,0.017092185361659514
32,0.017092185382065594
33,0.017092185341941433
34,0.017092185361624514
35,0.006275385626696338
36,0.0062753856284003436
37,0.035316601380078826
38,0.021685088232463335
39,0.015681530649453396
40,0.015681530616319796
41,0.021685088256286726
42,0.006078776326922955
43,0.00607877633158153
44,0.019871121201044003
45,0.013419182109046399
46,0.022839249555849633
47,0.022839249578131875
48,0.013419182136701723
49,0.006522851486970373
50,0.006522851494948567
51,0.03906449278325671
52,0.024297761094807715
53,0.012874250170551537
54,0.012874250210557419
55,0.024297761119592903
56,0.006444922200742814
57,0.0064449222064441964
58,0.0026861585994213547
59,0.007518753618480521
60,0.025652191736722292
61,0.02565219171870157
62,0.007518753621182074
63,0.005579840080538996
64,0.005579840066137565
