Site,Eigenvalue
1,2.4442002192598272e-6
2,2.4532250604232127e-6
3,1.52623701251805e-5
4,1.9391081669671915e-5
5,2.850572970547684e-5
6,4.3856878575197486e-5
7,5.030276321113693e-5
8,5.101060252792555e-5
9,5.936924330149497e-5
10,6.7709728201353e-5
11,8.69138079353037e-5
12,0.00010566426243321338
13,0.00013943178057581018
14,0.00018425031336201603
15,0.0002728019763864123
16,0.00033625780212961893
17,0.0005129563624106338
18,0.0006773027142354953
19,0.0008781450882835194
20,0.001115197644123768
21,0.0016716608856319835
22,0.0017766051217015047
23,0.0029158777993032355
24,0.004430897154054544
25,0.005316817045439337
26,0.006555612035395901
27,0.026188517620186397
28,0.03329413494411628
29,0.040896513950731773
30,0.04719777669825562
31,0.053896994480716255
32,0.05466808978762161
33,0.0658499532734747
34,0.0695505461399868
35,0.07349254357796271
