Site,Eigenvalue
1,3.196279809073491e-6
2,3.833228253665176e-6
3,0.0001379773905712388
4,0.00016948742781142651
5,0.0008131924694084044
6,0.0009533766908479054
7,0.00137898320524596
8,0.0014503672705393662
9,0.0015321269366558817
10,0.001644982398831052
11,0.0017653937530321857
12,0.0018938073979168687
13,0.0020317461940452444
14,0.0021727932001781667
15,0.0023544379859410792
16,0.0024503361789830987
17,0.002552404021785482
18,0.002652768920713876
19,0.0027519968673224383
20,0.0030004060389079838
21,0.003026561503333432
22,0.0030478271645902793
23,0.0030728861614641627
24,0.003100803076375025
25,0.03941969428352446
26,0.07666509861795337
27,0.11299755792627333
28,0.14816122890780833
29,0.18194988159609635
30,0.26387539532452914
31,0.28983527573144574
32,0.31326644607817605
33,0.333887130299931
34,0.35109537006928065
35,0.36492933523596427
