Site,LocalSpin
1,-1.8808073475387603e-9
2,-2.3440604415836403e-8
3,-8.71614130176779e-9
4,-1.28800102534854e-7
5,-6.9337644029165996e-9
6,-1.569242757820666e-7
7,-4.830700412947199e-8
8,-1.4532241035709883e-7
9,1.299260425895871e-8
10,2.068885080995509e-7
11,-1.2528910613279485e-7
12,-3.9948148457381694e-8
13,6.481219018458772e-8
14,4.022524917768053e-8
15,3.7782045046957864e-8
16,-1.3737741986551816e-7
17,1.332051513310514e-7
18,2.961050811689747e-7
19,-6.788733610692565e-8
20,1.1028001083663502e-8
21,3.908186678308529e-9
22,-4.277681206223675e-8
23,-2.7553434096105385e-8
24,2.3450360034477888e-8
25,2.2265682080838356e-8
26,9.50270194700499e-9
27,8.78897759482139e-9
28,2.5969294388519283e-8
29,3.267980972205227e-8
30,1.8754469869465947e-8
31,-7.552123297959372e-9
32,-6.130428304721734e-9
33,5.654060343846659e-9
34,1.1917158958308618e-8
35,7.002613762330977e-9
36,1.9077729925334745e-9
