Site,Eigenvalue
1,8.329773289333248e-6
2,8.656915773686475e-6
3,0.0002751096216094603
4,0.0002802037075770232
5,0.0005335251902423924
6,0.0005337728530477573
7,0.0005479664471781963
8,0.0005617248667870685
9,0.0005869220037553136
10,0.000611099950217536
11,0.0006501966729602283
12,0.0007042208253456176
13,0.0007825577465685751
14,0.0009006094491987876
15,0.001013341103846546
16,0.0011866451385092538
17,0.0014302814981307012
18,0.0017563085582785933
19,0.002226432194465799
20,0.0027225314533558527
21,0.0034537682802498215
22,0.004352070079939446
23,0.005783801395595643
24,0.007269178662480215
25,0.03556109632928594
26,0.05674486496800331
27,0.0777330726120223
28,0.09774274142060176
29,0.11640879481481514
30,0.15908871326223348
31,0.17092249281722283
32,0.18060305295092574
33,0.187954560539863
34,0.19292086322627772
35,0.19565234643810464
