Site,Eigenvalue
1,2.2422621636476212e-6
2,2.366804671159425e-6
3,0.00010120935382172736
4,0.00010754250552095227
5,0.0006987525827273072
6,0.000732286593779798
7,0.0013049054055149266
8,0.0014306111220035267
9,0.0017653190317151425
10,0.0018099555705630489
11,0.002273794499506348
12,0.002701828390042549
13,0.002804536624887327
14,0.0033711845864707875
15,0.004008843967296163
16,0.004540614540850858
17,0.005066697036060331
18,0.005558857310109909
19,0.0060275949091272134
20,0.007080453622262127
21,0.007208280460975698
22,0.0073649808761739235
23,0.0075332485078683864
24,0.007681589702000024
25,0.04583188456555969
26,0.08753605109397734
27,0.1293406857449569
28,0.17055175418990273
29,0.2113750689181243
30,0.31128132302070377
31,0.3470155339148701
32,0.3839565759612915
33,0.42416415267769986
34,0.46864068433870576
35,0.5384848436323139
