Site,LocalDensity
1,0.20214978794799698
2,0.40923728810531285
3,0.3332897196511411
4,0.3052244236703028
5,0.3682796997982867
6,0.33315500299991574
7,0.31972234296344176
8,0.358405747464756
9,0.3329167254323797
10,0.3253816366027522
11,0.35426850093352985
12,0.33255100860380166
13,0.32833037493675316
14,0.35228359545504756
15,0.3320164335641507
16,0.330096866701489
17,0.3514494231758752
18,0.33124142199196877
19,0.3312414220026682
20,0.35144942318153516
21,0.3300968666938484
22,0.3320164335641428
23,0.35228359544227794
24,0.32833037491028977
25,0.33255100859539477
26,0.3542685009331113
27,0.32538163658266306
28,0.3329167254413417
29,0.35840574752412196
30,0.31972234301876445
31,0.33315500300902323
32,0.3682796997741314
33,0.3052244236809801
34,0.3332897196675162
35,0.40923728806934095
36,0.20214978790995083
