Site,Eigenvalue
1,8.02140389697749e-6
2,8.548887468254277e-6
3,0.0003050414862151264
4,0.0003201821034504524
5,0.0012577143977343676
6,0.00125794674259322
7,0.0012892621315770954
8,0.0012989080061324735
9,0.0013033508688400151
10,0.0013043950096119094
11,0.0013315171450704124
12,0.0013357430003514265
13,0.0013492241996838003
14,0.0013651145260157628
15,0.0014013195815508299
16,0.0014956529940896434
17,0.0016017334517756262
18,0.0017510692958986347
19,0.001985315673783305
20,0.0022439218662757446
21,0.0026636170169228902
22,0.0031365399123463996
23,0.004017320367009586
24,0.004786026260727538
25,0.03786587735715854
26,0.06723290418947861
27,0.0959909118418136
28,0.12346137326516794
29,0.14928399666778705
30,0.2082911964305753
31,0.22581499447413128
32,0.2405901637613164
33,0.2522987721885791
34,0.2605848103942228
35,0.2652525437376159
