x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.11941429473005225,0.110809736403246,0.0017093468286287447,0.004399999368125605,0.0010936260486103914,0.0008117888244967813,0.0024499624620495995,0.0008459752516693159,0.010127130196019407,0.00955110089867849,0.002989507513110896,0.0012655504693778604,0.0027679902343214994,0.002866914544714332,0.03941431375159534,0.009502164532000599,0.005285206528129006,0.0015699242194997134,0.0004171965112687937,0.01725242356781309,0.003408187156729479,0.0024084956917343027,0.0036458725458596145,0.08056412946790714,0.0007780253975352015,0.0022406461199700987,0.00448349128698206,1.604054799481172e-6,0.0045573273379843245,0.0009999626565477277,0.0570765965870629,0.0964662303231733,0.0004801155608307765,0.0031337398793635433,0.0014042571180134741
0.1108097364032461,0.11802832785451206,0.00013573719200050076,0.00115166196589818,0.0007291721590197574,0.0001691515518084733,0.0009442433259897327,0.000330544674353156,0.0027441990271260585,0.005160347813188722,0.001317230771166736,0.0006519348678200705,0.0009590983966600149,0.0011293938452180772,0.05909250110479124,0.023050768311586332,0.0021678408973189304,0.0006795677862068699,0.0001692727694444745,0.014554215693141468,0.0018482429836405906,0.000633217243129895,0.001324536255892923,0.09346077951527951,0.00022605258264209738,0.000779906917505957,-0.0010218160334033567,0.0027216938453816604,0.0037092827586463497,0.0010393519153209542,0.048974405318399444,0.08632135565530374,0.00015880367348605255,0.0011704599834476098,0.000382591677094497
0.0017093468286287531,0.00013573719200050282,0.11011298252666922,0.09538161530136725,0.0077853299190554235,-0.0003542462021801462,0.002992265099915769,0.0010481977572548641,0.005017837868959491,0.027222165510500593,0.007029399552582951,0.0032498513585085065,0.003450666113786957,0.004131739617282568,0.004626240719209104,0.005946069601463764,0.06789801165572121,0.0024749631643241517,0.0005699687309106853,0.0011095790112077462,0.03260499723628349,0.0028366456900996016,0.0072867770724009415,0.001345771789106398,0.0006336817418416119,0.0024130777342271674,-0.0006939265387993506,0.0028326356068564076,0.06205066517986664,0.09162861698405741,0.0030541958534707246,0.0034316788094567417,0.0005287075462546248,0.0036938940096790888,0.0012036381391578226
0.004399999368125615,0.0011516619658981794,0.09538161530136727,0.10757934797930545,0.02508624443194499,0.004898723806492194,0.0012918499487235135,0.00046753731260442495,0.00011599785798113637,0.010051774526735799,0.004437796081369359,0.0034733047868892603,0.0010736180580351504,0.0018658734763356449,0.004870494137558668,0.008986571909638037,0.08728963128326371,0.0014833253042135475,0.0004886501673321362,0.0018066628952305244,0.05805636548594653,-0.00035856164247334034,0.002173713574371171,0.0009501710828915617,0.00016850742315896553,0.0008148544387493287,0.0028260139936258223,0.00827626182638113,0.036048383236589654,0.07040286779438538,0.0052088948850583265,0.006553024117962933,0.0011943606441622992,0.0014789706861277952,0.0002939673697034812
0.0010936260486103951,0.0007291721590197544,0.00778532991905544,0.02508624443194499,0.0973277774327739,0.08724411752609787,0.004973697079391736,0.0016743086619731532,0.0027169428382311325,0.0025632261158393312,0.014933670565187462,0.002562361006686934,0.009316003895977691,0.007558777034462698,0.0007502285192070033,0.0010935759874393677,0.05278367373714712,0.0033114233086870646,0.000853234974804285,0.00030397924742087617,0.07754269093230302,0.0678654583732247,0.03898002304410691,0.0005725407062055806,0.0021629553231641598,0.0052765251811313085,0.0021302727321259383,0.0015219035314354508,0.001473862273157694,0.0015707549871756487,0.0009024249859879061,0.0012396629566695844,0.0017471471606114784,0.0067050513725729925,0.006372902494005138
0.0008117888244967793,0.00016915155180847262,-0.0003542462021801403,0.004898723806492215,0.0872441175260978,0.1075553142137119,0.005215275237920459,0.001808942303137013,0.0011934892852369003,0.0034632359661026127,0.036076527781207623,0.010069567364164932,0.008282913700213541,0.008998243327315494,0.0014761430883292674,0.001857001858637942,0.025064727000348005,0.004879049639657268,0.0009520761875160261,0.00046514413721658387,0.05801435208728621,0.09538080340368449,0.0704248839556524,0.00048734380550908,0.0011522533297388107,0.00440428470592211,0.0002959253673028673,0.0010700750926503852,0.0044238367519351925,0.002167741074360841,0.001285404776431489,0.0014719698009502142,0.00011977729832948738,0.006560646071336295,0.0028263331405824006
0.0024499624620495995,0.0009442433259897308,0.0029922650999157684,0.0012918499487235117,0.004973697079391729,0.005215275237920465,0.03034852248547885,0.009331349169457315,0.0006206741694451566,0.001080123316957204,0.0026501574925826684,0.0070255568488119926,0.0037626168863049082,0.00258912073878244,0.0014856053916504123,0.0028805940205524124,0.0008990889042930392,0.011684493443625788,0.030208764892885143,0.0008592521145032646,0.00269094781691693,0.0030656327402365656,0.0012099668886186984,0.0004343932648003101,0.04900390819320707,0.057141323709016076,0.001750212928135249,0.003013939047114758,0.002761801097933819,0.0038041600227594423,0.002511141114530682,0.003278339424335655,0.010250368438246501,0.04960288420996079,0.008644586512885251
0.0008459752516693159,0.00033054467435315535,0.0010481977572548641,0.0004675373126044244,0.0016743086619731508,0.0018089423031370146,0.009331349169457315,0.002881677815274674,0.0002201779221424857,0.00036061606078652535,0.0008364707995112536,0.0022684850209712597,0.0015125689811591647,0.0008526655423518844,0.0005026620479660023,0.0009827105830702608,0.0003030737999190178,0.003279105338054599,0.008751830937930586,0.0002937049825756284,0.0008844991090712277,0.001113729722104437,0.00044428787117949196,0.00014942675898731617,0.014563245829038236,0.017272869172386254,0.0006143842594695259,0.0010395572585738281,0.0009300601082336719,0.0013027903410314143,0.0008594359057779266,0.0011252036393995613,0.003447645364140818,0.015182989658073952,0.00308754211756377
0.01012713019601939,0.002744199027126064,0.0050178378689595005,0.00011599785798114238,0.002716942838231142,0.0011934892852369047,0.000620674169445161,0.00022017792214248726,0.10428804466280861,0.08233637716252673,0.0011889658217299674,0.0009322540646014169,0.0005940340374638238,0.0007792706491431876,0.013777060790050463,0.04101126261590664,0.0017506119793899231,0.0005595517620107031,0.00019920209806099194,0.003446932915842364,0.0033525916576712307,0.0005262227633696965,0.000853027712262167,0.0010655607223393358,0.00015800924067110465,0.0004807194850574239,0.09501747573713976,0.07352079850095641,0.053916061791135644,0.023177092058643513,0.010248331137658379,0.01369679304604289,0.0004371300976398345,0.0007490823597530401,0.00031433035826245316
0.009551100898678458,0.005160347813188724,0.027222165510500575,0.010051774526735772,0.0025632261158393295,0.0034632359661025984,0.0010801233169571963,0.0003606160607865227,0.08233637716252663,0.09293571598460741,0.0011522396554777077,0.0006802419929582996,0.0016631042910491933,0.0012583107911283906,0.004269728238273282,0.01706251973634971,0.0025574558074767306,0.0005950305211158432,0.0003005098534409206,0.0022732233372557238,0.001392496570302894,0.0032381278264194567,0.0022146868857921805,0.0014711985034876894,0.0006475196610653481,0.0012585374787222035,0.06485036420573809,0.03897708753879974,0.07490836145222131,0.05290174476558466,0.0070401584738362995,0.010351802895960828,0.0009281713394764388,0.00149130663016569,0.0014643854322555713
