Site,LocalSpin
1,1.1027706525723602e-12
2,1.5117004870113249e-12
3,1.7943840857626014e-12
4,3.8518493949979415e-12
5,-2.7701591021056515e-12
6,7.346262487217814e-12
7,2.848296685314944e-12
8,-1.139282244932982e-12
9,-8.840148936224007e-12
10,-6.829887560187969e-12
11,-2.8087086374202797e-12
12,1.3924249190563239e-12
13,2.9736528949865254e-12
14,1.5270144179342334e-12
15,-7.267448489815161e-13
16,-1.4997511738074356e-12
17,-4.094669622460589e-13
18,1.1487857396816008e-12
19,1.6088092461472686e-12
20,8.022572037580462e-13
21,8.989330226962969e-14
22,7.80819005814299e-13
23,2.610873767578222e-12
24,3.915780585213373e-12
25,3.321352563856757e-12
26,1.1058416595348449e-12
27,-9.714034145658141e-13
28,-1.2898869841335776e-12
29,1.643515869714642e-13
30,1.8053507212588436e-12
31,1.985810414916154e-12
32,4.861578352882128e-13
33,-1.3263497102556233e-12
34,-1.8349327129046025e-12
35,-7.146807539989332e-13
36,8.205141268267513e-13
37,1.2262845660231758e-12
38,1.0290353624791295e-13
39,-1.4552076391513678e-12
40,-1.9825188266080864e-12
41,-1.0656509272289714e-12
42,3.232994383657037e-13
43,7.627260885378134e-13
44,-1.6909365264161197e-13
45,-1.5210686865160486e-12
46,-1.978843361424628e-12
47,-1.1367118996240575e-12
48,6.07661785630124e-14
49,3.7654975254009844e-13
50,-4.985456201335334e-13
51,-1.6214016454761392e-12
52,-1.8116101179724503e-12
53,-7.263726955102181e-13
54,6.070378181525532e-13
55,6.889096640621092e-13
56,-2.9775188314862436e-13
57,-1.337505612514437e-12
58,-1.5539383027296516e-12
59,-3.3419588636782605e-14
60,1.3803681506480948e-12
61,1.4782948713540106e-12
62,-4.462358531581094e-12
63,4.730458646823499e-12
64,-1.084910760825681e-12
65,2.0475624441845992e-12
66,-4.881301959858142e-12
