Site,LocalDensity
1,0.004903265601848663
2,0.024009255172448694
3,0.0650703515497575
4,0.12993700748813725
5,0.20887322685091708
6,0.2838322922382315
7,0.33843544353423505
8,0.36732083202937066
9,0.3783068649670873
10,0.3841041751747249
11,0.3923696117710425
12,0.40180334460589584
13,0.40762639044069326
14,0.40813972386690195
15,0.40623401187897873
16,0.4054584369627306
17,0.40674368691359625
18,0.4084034518840442
19,0.40836291411402403
20,0.40594442831441363
21,0.40241817773432825
22,0.39999082402761765
23,0.3997159164312398
24,0.4000810262804757
25,0.3984222806586998
26,0.3941887894366863
27,0.3900250977026313
28,0.38880915492924367
29,0.3900122232331949
30,0.39025837382916395
31,0.3875490003244124
32,0.38390749984268224
33,0.38287902193287343
34,0.3850790897198665
35,0.3875052184777757
36,0.38736327562518663
37,0.38544455560339824
38,0.38486335516499803
39,0.38708849055806355
40,0.3903476388096562
41,0.39199708328629335
42,0.391553643011042
43,0.3908489420192623
44,0.3916837441082876
45,0.39398669671040254
46,0.3961001107122048
47,0.39651453449808044
48,0.39514895005466666
49,0.39323069620915635
50,0.3921770998161399
51,0.3921297651385815
52,0.39139081233333184
53,0.3876505952046114
54,0.38022512166117745
55,0.37089926384688404
56,0.361808012791509
57,0.35193671656106773
58,0.33585036656844225
59,0.3065585578553017
60,0.2605798008047356
61,0.20122485581292712
62,0.13770367126642116
63,0.08096157992145103
64,0.03902198210950268
65,0.014125009524173228
66,0.0028646624930538057
