Site,LocalSpin
1,0.00959522513970287
2,0.02880113188100697
3,0.0376621953688531
4,0.02575184524603743
5,0.0044239312606951485
6,-0.004510041855223459
7,0.007324497704659774
8,0.026309019931790353
9,0.03226846226717318
10,0.019598019863374047
11,0.002282884670344275
12,-0.001544908229731605
13,0.011165354170241119
14,0.02609603531905709
15,0.027708389907486856
16,0.0153953466908187
17,0.0029421868355627135
18,0.0031153315143811816
19,0.014486607034830092
20,0.024283632827025343
21,0.022801771471741214
22,0.013003548511250265
23,0.005921921482812232
24,0.008272935981393935
25,0.01613455225554851
26,0.020679920325600124
27,0.018145493214633403
28,0.012718685689023682
29,0.010526029608135144
30,0.01274168501733222
31,0.015548158664381752
32,0.015794379220772786
33,0.014555770905573535
34,0.014555770844946197
35,0.015794379180234384
36,0.015548158733604552
37,0.01274168513398641
38,0.010526029682568586
39,0.012718685640307564
40,0.018145493202180948
41,0.020679920429944734
42,0.016134552367655736
43,0.008272935985357869
44,0.005921921348964023
45,0.01300354840684297
46,0.02280177146748488
47,0.02428363292809865
48,0.014486607050913388
49,0.0031153315832741636
50,0.0029421868281504417
51,0.01539534665983207
52,0.027708389873540726
53,0.026096035237963996
54,0.011165354130514588
55,-0.0015449082742861827
56,0.0022828846508014962
57,0.01959802001808885
58,0.03226846240209152
59,0.026309020113554946
60,0.0073244978454577205
61,-0.004510042144471785
62,0.004423930951556374
63,0.025751844456667537
64,0.03766219643781767
65,0.028801132048872743
66,0.009595224881197954
