Site,LocalSpin
1,0.09959958982270051
2,0.2002126083877226
3,0.11720229246101727
4,-0.055508097655304366
5,-0.15700519042917793
6,-0.09930728817926437
7,0.049057969787640085
8,0.14011500854931264
9,0.08862404428771206
10,-0.04873215351018855
11,-0.14707827298165022
12,-0.162565790397984
13,-0.16041541306669935
14,-0.1541477486069534
15,-0.07985623309770783
16,0.049440641741052845
17,0.14143553344267878
18,0.16145348235811358
19,0.16416604892150205
20,0.17239552591978824
21,0.16613140006403318
22,0.1611451901809398
23,0.14617236435433703
24,0.06901130672352612
25,-0.0496360254385057
26,-0.11219708266794229
27,-0.06056112039083444
28,0.05178615634950267
29,0.11117214112924377
30,0.05747155893550585
31,-0.05867891604102449
32,-0.14067385911668515
33,-0.16022967184038403
34,-0.16022967182949355
35,-0.14067385910352634
36,-0.05867891604456666
37,0.057471558912318185
38,0.11117214110540792
39,0.05178615634685829
40,-0.060561120367857706
41,-0.11219708264143594
42,-0.04963602543052854
43,0.06901130671535628
44,0.14617236445855106
45,0.16114520292636084
46,0.1661321602522493
47,0.17242074201554222
48,0.16463857157685857
49,0.16652363271023923
50,0.172934207502752
51,0.16359423228041414
52,0.16196904940370868
53,0.14352291886830137
54,0.04861865051586379
55,-0.08498869372009824
56,-0.15831357623644426
57,-0.15981716171396199
58,-0.16655958101861187
59,-0.17729533832346392
60,-0.15857813431830453
61,-0.16665195277624542
62,-0.1824052818886753
63,-0.15123899274084868
64,-0.1666630125049157
65,-0.20302490510670954
66,-0.09959958982111845
