Site,LocalSpin
1,-3.391081095393579e-7
2,-6.917160656032262e-7
3,-1.241834799752678e-6
4,-7.942320257824098e-7
5,-1.0025355705323147e-8
6,1.3412402552481772e-7
7,-9.109179310483329e-6
8,4.201891744076702e-6
9,3.3863927992594522e-6
10,3.469571264319571e-7
11,-2.5326309764676577e-6
12,-7.041820948891931e-6
13,-7.826809752511845e-7
14,-3.336566472777306e-6
15,3.957847900874674e-6
16,-5.56300564891495e-6
17,5.228907312369171e-7
18,1.7455748341476745e-6
19,2.1511105934094115e-6
20,6.256745983421026e-7
21,8.494598855127971e-7
22,4.001361429305083e-7
23,1.00761477520837e-6
24,6.175414817634583e-7
25,-2.5769395406415737e-7
26,5.483957166257105e-7
27,8.104693693543414e-7
28,6.777358724171489e-7
29,-1.9825793072230982e-7
30,1.165133690061772e-6
31,-9.81995824581966e-7
32,1.9752071803277575e-7
33,-3.294306716649218e-6
34,7.999166242809313e-6
35,1.3926264534177367e-6
36,3.338616571068999e-6
37,4.404809388400074e-6
38,2.530274051989522e-6
39,-1.2212999905983932e-6
40,9.676992310274314e-8
41,-3.7702886921112686e-6
42,-3.847496585402675e-6
43,-3.325655157532259e-6
44,-9.54081034256732e-7
45,-2.0486427050054449e-7
46,2.872472517069938e-6
47,4.837215120851747e-6
48,5.7737348429166085e-6
49,4.4220867394156906e-6
50,2.7684470432651727e-6
51,1.8927315325767182e-6
52,7.243843148004515e-7
53,-2.579009255372353e-7
54,-1.45372512443738e-6
55,-1.7918304055804228e-6
56,-1.3533565739327217e-6
57,-1.5109992983816273e-6
58,-1.9395306915571337e-6
59,-2.2821589968662905e-6
60,-1.998559748767207e-6
61,-1.7730086731449706e-6
62,-1.275770145612079e-6
63,-6.855886182296412e-7
64,-3.7677878286843206e-7
65,-1.5767993189406046e-7
66,-4.417798506498819e-8
