Site,LocalDensity
1,0.3385600553979646
2,0.3629668214861741
3,0.3656421581571641
4,0.2177542163647254
5,0.36564230022940214
6,0.3629661383900977
7,0.27619658593904184
8,0.27619567030700304
9,0.34989395341871143
10,0.3724676291439851
11,0.3775631548667084
12,0.37756069521011243
13,0.3724666811139011
14,0.2589267493368966
15,0.25892424864941616
16,0.3466186621525596
17,0.3725837910294782
18,0.3739440648082937
19,0.3739440920675075
20,0.37259760132450503
21,0.2528481996917856
22,0.2528576468726643
23,0.3424561972945916
24,0.37441156680329013
25,0.37307812423619946
26,0.3730752508411247
27,0.3744444321270242
28,0.2591314615049421
29,0.25913860126233196
30,0.3412519586938003
31,0.37393762421243293
32,0.3723383203670651
33,0.3723470399134342
34,0.37398087558963355
35,0.26031567362705677
36,0.260335734018635
37,0.3418303119971467
38,0.3734037025802283
39,0.37316611812300104
40,0.3731756708054552
41,0.373454353943509
42,0.26336280058621453
43,0.26338660187487606
44,0.34287979532948676
45,0.37239753418008836
46,0.37422960391339144
47,0.3742387796086467
48,0.37243913156929287
49,0.26044008469429347
50,0.26046142194676825
51,0.34654512934602216
52,0.37301667230244673
53,0.37430839473838856
54,0.37431704150746214
55,0.3730583043956339
56,0.2588596563391598
57,0.2588793665091558
58,0.3496729513777292
59,0.37401173618334155
60,0.37261028848751565
61,0.372622496472046
62,0.3740385801449594
63,0.25304944995375284
64,0.2530608155401344
65,0.3386016727513791
66,0.3774739619361691
67,0.37239854370826014
68,0.3724028156235546
69,0.37747680655134713
70,0.2588483070105206
71,0.25884740162244235
72,0.21816845785707134
73,0.3657387181748442
74,0.36294296630982253
75,0.362945435543535
76,0.36573396439818284
77,0.27607080506619947
78,0.2760693725467252
