Site,LocalSpin
1,0.011432675566181648
2,-3.9596777885647645e-5
3,-0.020225263723962186
4,-0.02600118221734453
5,-0.0336373852901556
6,-0.006721821376050274
7,-0.007341553510397971
8,-0.016792813537096152
9,-0.02307330922822691
10,-0.02427059650344452
11,-0.00797963891831966
12,0.0005373541030895334
13,-0.021801665473000647
14,-0.013573270107698996
15,-0.00818189545718392
16,-0.06428913721008025
17,-0.02580226819261129
18,0.010236746581985465
19,0.0052131669772173045
20,-0.017811437970426287
21,0.005581086893034834
22,0.005994280263339413
23,-0.017395651331276168
24,0.005509538333087478
25,-0.03318720821887157
26,-0.02500229508298378
27,0.000517918237736277
28,-0.002043449638478802
29,-0.0012878883479123398
30,0.1286919074830846
31,0.06652406158725842
32,-0.01744101355868098
33,-0.01645716155101762
34,0.07649253268464735
35,-0.00082998015316962
36,0.004619266650414173
37,0.15646974680065634
38,0.16845318750760216
39,0.17032443777588055
40,0.1437484790057607
41,0.11371367748521259
42,0.09526650412887994
43,0.06302956965406777
44,-0.025681962202251326
45,-0.05566803740966143
46,0.059393764982516
47,0.01035020365426122
48,-0.05779905269820026
49,-0.02643918920460968
50,-0.045564877300680234
51,-0.07141647697275653
52,-0.02399302477009822
53,-0.0010864266818963468
54,0.02538774931112648
55,-0.01754698748108166
56,0.006763812613546415
57,0.018170845055167816
58,-0.018584571394666325
59,-0.03331363593324466
60,-0.07133535901226039
61,-0.06188189387118036
62,-0.027542496523484013
63,-0.0404392385875249
64,-0.032254608791999435
65,0.02415012428390131
66,0.012069412566673288
67,-0.008999958944281964
68,-0.01005490782110547
69,0.015235845772994269
70,0.004304544026198179
71,0.004592221289232686
72,-0.03264673164944513
73,-0.06212159685777234
74,-0.033833689297357736
75,-0.03892852760254522
76,-0.07765971222721098
77,-0.04833933556401639
78,-0.05845487909918132
