Site,LocalDensity
1,0.5400229567637841
2,0.3275930832180878
3,0.0577962305931879
4,0.013168273638441957
5,0.05779981124627184
6,0.3275968727100233
7,0.04748897706097027
8,0.047491940138715376
9,0.6181442667599109
10,0.5487681844605349
11,0.4857314629758941
12,0.48572730515151163
13,0.5487539139000187
14,0.17175539249373922
15,0.17175205296774657
16,0.609000251363804
17,0.5189946590065538
18,0.5400397488794025
19,0.5400146116922615
20,0.5190000306918449
21,0.15466682551678393
22,0.1546632106682775
23,0.6129021931618065
24,0.5552906112219258
25,0.5441694506831066
26,0.5441592472060814
27,0.5553096070648391
28,0.17729953579339616
29,0.17730955658690079
30,0.6084658863754747
31,0.5181195044319342
32,0.5256460264287066
33,0.5256538523351851
34,0.518175921283282
35,0.15037904877492803
36,0.1504061262731689
37,0.6046515038535953
38,0.5478979787797889
39,0.5476297883347514
40,0.547643982106196
41,0.5479546504720483
42,0.1777424084299196
43,0.17776981519701499
44,0.5827639293453835
45,0.5015150382536577
46,0.5127733366027156
47,0.5128138089917306
48,0.5015962035132788
49,0.14721192922383994
50,0.1472537857213095
51,0.5050034187893035
52,0.47544324362617246
53,0.5195465780696311
54,0.5196055738529062
55,0.47551020589201315
56,0.167462152050563
57,0.1674916762180905
58,0.27641637269132546
59,0.2531034615546972
60,0.38777589281001323
61,0.3878252274024936
62,0.2531379152945624
63,0.09382424321064961
64,0.09384035635821512
65,0.267087628263503
66,0.2212404795475101
67,0.22672325872461585
68,0.2267384517061489
69,0.22124926691116467
70,0.06915932229322584
71,0.06916316074843964
72,0.007551839091967954
73,0.028649186815211537
74,0.15282659469674792
75,0.15283078502731254
76,0.028650016221822158
77,0.022834085882715786
78,0.022834817905158813
