Site,LocalDensity
1,0.3334281952170009
2,0.3843097510184551
3,0.3482454197096474
4,0.18385550880152676
5,0.33378960154958254
6,0.37994783122192016
7,0.2623788390072735
8,0.24899667732225209
9,0.3493781770143759
10,0.37069127450511896
11,0.381705427625016
12,0.3881777319061632
13,0.39175499916118767
14,0.23251654990176984
15,0.24880121952556902
16,0.355741210307979
17,0.379789094916869
18,0.37531587493199814
19,0.3806699067202268
20,0.38526672959175945
21,0.23422891866900963
22,0.23255103330410268
23,0.36890542590473574
24,0.3929339322416959
25,0.37470345980773856
26,0.390029876233782
27,0.3859016125789138
28,0.23534223923347
29,0.24569125946231501
30,0.31031537366073064
31,0.34331664171732934
32,0.4029591361019265
33,0.3842539542540338
34,0.3368302898719757
35,0.24430818460624734
36,0.2176524620499837
37,0.3184462775447503
38,0.33542750005549415
39,0.34552153200562874
40,0.3454126228293057
41,0.3604315875937253
42,0.1920299332535041
43,0.20927391793916397
44,0.3607717194139943
45,0.41592679995233983
46,0.34359383922831116
47,0.3685345874290802
48,0.4034496805231853
49,0.25927974747026983
50,0.26407033349871395
51,0.36281641727946495
52,0.385881218409096
53,0.40217957593673453
54,0.39482745896599586
55,0.39043419579940886
56,0.2536147184069327
57,0.2526795800281058
58,0.3711702757082624
59,0.4008570325194397
60,0.39830033582798513
61,0.395009104665454
62,0.4001548014564059
63,0.26037186082903047
64,0.2543935130529583
65,0.3504274973545987
66,0.39691093322500504
67,0.3993341087025277
68,0.40130063526890375
69,0.39787298296018536
70,0.25439807926578856
71,0.25766980341471124
72,0.19100211544389925
73,0.36266186765401814
74,0.3987380050679473
75,0.39718407902193237
76,0.3671740592570218
77,0.28176886723725914
78,0.2840129788496526
