Site,LocalDensity
1,0.46058964031863303
2,0.38370743459189194
3,0.14121407187966578
4,0.048283225276828434
5,0.14226983058636603
6,0.38493654370208036
7,0.10866252439193813
8,0.10952691703229471
9,0.5293189368705417
10,0.5038999863147078
11,0.4433166574049449
12,0.44304658256536006
13,0.5030636876471618
14,0.19786824132195419
15,0.19708139887997278
16,0.5234104188829184
17,0.4619878392988537
18,0.47644884570876006
19,0.4763295577552721
20,0.4594075741425987
21,0.17108415205702956
22,0.17042103443752307
23,0.5240096036337982
24,0.48496373784627134
25,0.47274258325511526
26,0.47126676662383593
27,0.4862038888080168
28,0.18558720171940302
29,0.18617978848148026
30,0.5052102429243989
31,0.45989491557352036
32,0.4868535844622681
33,0.48660741895208665
34,0.46272266542342655
35,0.1851044519979199
36,0.18544922839243214
37,0.5011490473966016
38,0.4620559544655198
39,0.45304064268511285
40,0.4557250318746561
41,0.4611535699468414
42,0.1747544716112489
43,0.17488639869898331
44,0.4870431466114299
45,0.4626063663092109
46,0.4789120997932585
47,0.4794899868563294
48,0.46137400230840975
49,0.1933379796447358
50,0.19377489803840084
51,0.4824332191525995
52,0.44095517907191395
53,0.4414774501557335
54,0.43857933933846577
55,0.44080135241972646
56,0.1652552852373157
57,0.16424301585019419
58,0.45599973128928195
59,0.4622481888157743
60,0.4770396798468464
61,0.47654829020749684
62,0.4619525247561246
63,0.20246739245157694
64,0.20178159553958736
65,0.23255694464833607
66,0.25297629596716076
67,0.40998816997565773
68,0.4114935370224201
69,0.2545687673240947
70,0.13562685567197233
71,0.1369007899258374
72,0.019928630280960542
73,0.051328351682937784
74,0.14912987071636283
75,0.14934973635156643
76,0.051398263163326144
77,0.03746939145309736
78,0.0375273762815444
