Site,LocalDensity
1,0.4881014079707312
2,0.337356285147364
3,0.08511802200692137
4,0.024357224989686597
5,0.08511677700666628
6,0.3373457958319878
7,0.06722762013285954
8,0.06722637210303954
9,0.5481384458670701
10,0.49492554350927315
11,0.43485372468500755
12,0.43484198357185255
13,0.49490654799385786
14,0.16633184254744873
15,0.16633124183526982
16,0.5035198533854187
17,0.45189648372861896
18,0.49461810577750365
19,0.4945902208099187
20,0.4519169342293101
21,0.16215430539426964
22,0.16216605415494834
23,0.4772258444706397
24,0.4387402609565619
25,0.4458513937140706
26,0.4458411323242108
27,0.4388133638795129
28,0.1519975539215095
29,0.15202642380776238
30,0.4458858865293307
31,0.4299181138811443
32,0.4535713682585493
33,0.45360917306238685
34,0.43002768521743423
35,0.16329062617829984
36,0.16334505016617468
37,0.4457374823378975
38,0.4092322121830712
39,0.4092706065507692
40,0.4093122731635113
41,0.4093648290791577
42,0.14185140000117005
43,0.14189598817300714
44,0.4767397265940346
45,0.4532899887210459
46,0.42981751010272673
47,0.4298758384759884
48,0.4534013724175154
49,0.16326444572160087
50,0.163308470309306
51,0.5030411264093736
52,0.44543668598451924
53,0.4382289084854781
54,0.4383033042609241
55,0.4455178298741403
56,0.15181087202097163
57,0.15185298295680139
58,0.547833712142762
59,0.4943840156921276
60,0.4515873369438408
61,0.4516332333234154
62,0.4944604656267539
63,0.16211732203976387
64,0.1621473090101574
65,0.48794921597710067
66,0.4345977642722693
67,0.49457177217882464
68,0.49461719075394067
69,0.43461491030645405
70,0.16618664267381697
71,0.166196051580318
72,0.024355080796803562
73,0.08509128588533538
74,0.3372103365862157
75,0.33721326931372614
76,0.08508984938718823
77,0.06720291267604112
78,0.06720179996334993
