Site,LocalDensity
1,0.3385991889600173
2,0.3629802237660039
3,0.3655820305365283
4,0.2163373237289769
5,0.3655749960891302
6,0.3629809443856869
7,0.2767425987987157
8,0.2767381475420316
9,0.350309988907496
10,0.37258729471471014
11,0.37783636021849504
12,0.37783423984069925
13,0.3725858654689508
14,0.2590210537339816
15,0.2590167637873187
16,0.34645070352521656
17,0.37266230963181673
18,0.3739101499289978
19,0.37390696046903676
20,0.3726901381760071
21,0.2528430004764755
22,0.2528610335294382
23,0.3416504589853964
24,0.3744626281704421
25,0.3731935784679059
26,0.37318971687384384
27,0.37450944839920475
28,0.25958445532367
29,0.25959223810458293
30,0.3408601402449729
31,0.37367795180994945
32,0.3720775773548423
33,0.3720940288089028
34,0.3737343999829948
35,0.26013949417657056
36,0.26017021420157305
37,0.34198867472520533
38,0.3734366917328583
39,0.3730031722571199
40,0.37300809863261036
41,0.3735141255710326
42,0.263421349445062
43,0.2634568915074171
44,0.34249875098499133
45,0.3721916883832001
46,0.37422267600509757
47,0.37424137864391416
48,0.37224848616895945
49,0.2603548760776199
50,0.2603821079361109
51,0.34630641383720157
52,0.373077393434734
53,0.374292073673105
54,0.3743024526105858
55,0.37313643763497306
56,0.25909627526848683
57,0.2591290006668655
58,0.34987700844242203
59,0.37400230416228614
60,0.37269190379709327
61,0.37270651644113467
62,0.37404022284335114
63,0.25316632287129787
64,0.2531760391473543
65,0.33865645343550205
66,0.37768319515581245
67,0.3724440893908671
68,0.3724569038975371
69,0.3776879685892056
70,0.25887772663941455
71,0.25888506818892376
72,0.21707134124404992
73,0.3657291769559476
74,0.36293565200651207
75,0.3629361334200511
76,0.3657251629741448
77,0.2764782196557203
78,0.27647592842344015
