Site,LocalSpin
1,1.2732416860964692e-8
2,5.566043930578177e-8
3,2.2078519328234958e-7
4,2.204179099787526e-7
5,2.857741346149606e-7
6,4.0040254199388836e-7
7,2.7941664147296263e-6
8,4.329506642967995e-6
9,6.983199021017017e-6
10,5.494287539611897e-6
11,-6.334159197374234e-6
12,1.0812220942825468e-5
13,1.7625574310568132e-5
14,-5.506723052517773e-6
15,5.243242106732493e-6
16,1.5455520322292787e-5
17,6.131431328094917e-6
18,4.417833800801944e-6
19,-6.695692533154483e-7
20,3.3113363437560974e-6
21,1.3509800138305824e-6
22,-9.54671448149507e-6
23,-1.2150743457597806e-5
24,-4.350364360042944e-6
25,-2.743210035404845e-6
26,-5.242866585521608e-6
27,-3.598537566470571e-6
28,-4.0801829935957983e-7
29,1.3390613537096584e-5
30,1.516298008341797e-5
31,7.893701576835827e-6
32,5.385450718659316e-6
33,3.827923710462934e-6
34,8.929241824268593e-6
35,5.450919694846404e-6
36,-2.169667456077763e-6
37,-1.3751282590983904e-6
38,3.2915359369113643e-6
39,8.290786866377666e-7
40,1.0345383995358899e-8
41,-2.74008332887599e-6
42,-1.9351403463886746e-6
43,1.4764139973454988e-6
44,-1.508547849436604e-6
45,-7.934372456814889e-6
46,-9.604142656953285e-6
47,-7.889246673618542e-6
48,-6.673313077965537e-6
49,-1.1388902141963824e-5
50,-1.6049140607146343e-5
51,-1.536544456671596e-5
52,-9.900344067779622e-6
53,-4.597768926758735e-6
54,-1.1111278683472413e-6
