Site,LocalSpin
1,0.011564821244541166
2,0.034523608211661526
3,0.04466671989713365
4,0.029923312110352915
5,0.00476992264924412
6,-0.004705011108883484
7,0.010159578637430762
8,0.03191491283755809
9,0.03729421798539222
10,0.021767629976036987
11,0.00295252304589185
12,0.0006394952989684357
13,0.0156689047706805
14,0.030712574880267244
15,0.03033002616746386
16,0.0168206600272393
17,0.00574564171894843
18,0.008059426228046004
19,0.01923893762277966
20,0.026410363025922548
21,0.023276692216180984
22,0.015410308671112647
23,0.011928373176662135
24,0.014973336360525284
25,0.019089184313960384
26,0.019521974154905985
27,0.01775012321195634
28,0.017772772179165296
29,0.019580072773108793
30,0.019147229850486367
31,0.0149743036607895
32,0.011840822214323744
33,0.01528308309943331
34,0.023215462960275463
35,0.02647161291704647
36,0.01935286600412986
37,0.008083188278696883
38,0.005612955938582042
39,0.016627283273723016
40,0.03024149125319503
41,0.03078825701284304
42,0.015795680683294
43,0.000648994290711454
44,0.002800270178025495
45,0.02157348799647653
46,0.0372082459543697
47,0.031962119495717305
48,0.010232006849107198
49,-0.004707114193444596
50,0.004666643714133211
51,0.02979583011860258
52,0.04457989327373063
53,0.034487242980225034
54,0.011557039911274452
