Site,LocalDensity
1,0.06298720856476579
2,0.2087452884569198
3,0.33786425140322174
4,0.3960920910799961
5,0.38821513293080334
6,0.34561351260535905
7,0.3152962060801236
8,0.32406126192250134
9,0.35305762004035574
10,0.3698725178138922
11,0.3620445661941526
12,0.34031344004646924
13,0.3279605170926079
14,0.3370129727928338
15,0.3550936367730952
16,0.3629792080840085
17,0.354216462768513
18,0.33850854647251527
19,0.33271861335248226
20,0.34260833012126024
21,0.3564149844666594
22,0.3598035038434537
23,0.34991990173111615
24,0.33709764268158426
25,0.33531066711834917
26,0.3463626549729298
27,0.35785515491359093
28,0.35793635127438317
29,0.34653245988662973
30,0.33540898396617747
31,0.3370544022546707
32,0.3498465146659768
33,0.3598493828617351
34,0.35661367618246276
35,0.34285291265519424
36,0.33285603752314735
37,0.338520153754781
38,0.3542431596353396
39,0.36314334359478245
40,0.3553839494714621
41,0.3372952929240453
42,0.32810087258843157
43,0.34034934128283784
44,0.3621362182274288
45,0.37010769687948875
46,0.35338860592662114
47,0.32433642605056634
48,0.31541388955722416
49,0.3456642425548003
50,0.38834227104406216
51,0.3963428431480626
52,0.33817931778284693
53,0.20900052524165155
54,0.06307523474161648
