Site,LocalDensity
1,0.4102915255344599
2,0.40704576782703894
3,0.20009135681493695
4,0.07248152218998723
5,0.20008625013552267
6,0.40703833271572665
7,0.1545568508085892
8,0.15455268959923207
9,0.43964014528668516
10,0.4468594789210978
11,0.4267356714270478
12,0.4267346260306036
13,0.4468539454053631
14,0.20367231686266482
15,0.2036769196986302
16,0.4058121486381376
17,0.40502172851964097
18,0.42937808075899947
19,0.4293708522337517
20,0.40504026870790694
21,0.17983477010255391
22,0.17984766927390677
23,0.3922982830557852
24,0.42251790962781277
25,0.42710097197455815
26,0.42710550377883794
27,0.4225455537018368
28,0.19881414362473074
29,0.19882802953056597
30,0.39664073902583713
31,0.4173597840871054
32,0.4183228762411446
33,0.4183486176399152
34,0.417413262445763
35,0.19148818591157946
36,0.1915212652515021
37,0.3966301614695265
38,0.416842382207598
39,0.4168334698772496
40,0.41686558331573426
41,0.4169072698604328
42,0.19176993362140732
43,0.19180581242251357
44,0.39225259558361975
45,0.4183083541462942
46,0.4173232602962992
47,0.41736066003796846
48,0.41836737343020186
49,0.19147411566446645
50,0.19150587245862033
51,0.4057447189748255
52,0.4270514526720547
53,0.42245361048736746
54,0.42249490861993494
55,0.4271040271101135
56,0.19877873440370444
57,0.19880860826093702
58,0.43959071087834845
59,0.4293388233838633
60,0.40497690611117376
61,0.40499134507717244
62,0.4293722549486621
63,0.17982100474247237
64,0.17983140911836962
65,0.4102815802862363
66,0.42671360689103877
67,0.44681515789811
68,0.4468314268918982
69,0.4267227328693416
70,0.20365813981840816
71,0.2036626286434544
72,0.07247368972586693
73,0.20007718081562215
74,0.40702541592226615
75,0.40702982010171107
76,0.2000774863716731
77,0.15454868772227948
78,0.1545490434716068
