Site,LocalSpin
1,-0.009602126427362773
2,0.02098364300399677
3,0.03594185805271255
4,0.019360971794362167
5,0.035953676389941104
6,0.020990770235684433
7,0.026087442217471103
8,0.026095996816621572
9,0.003391420594150218
10,0.005837371701097515
11,0.005750947469372941
12,0.005737971679550472
13,0.005833306026383539
14,0.005456359898990203
15,0.0054463098080900435
16,0.03583089517007533
17,0.029984438922253446
18,-0.0009374726548938188
19,-0.0009231668577657486
20,0.029972654833348742
21,0.007687337311148324
22,0.007691578914506231
23,0.024877911995147665
24,0.011016011167547461
25,0.02723250455031158
26,0.027220130005502663
27,0.01104221831691189
28,0.009335766812070241
29,0.009346530517820424
30,-0.00594737129146301
31,-0.011577995158006166
32,0.004228522752523418
33,0.004222123898810218
34,-0.011576120121714972
35,-0.007159408941894865
36,-0.007166184435034462
37,-0.005952623877918076
38,0.030667366574081215
39,0.03065901510754397
40,0.030650585659446814
41,0.030659442712119653
42,0.03112981434874047
43,0.03111916859668568
44,0.024866075848864962
45,0.004243870094435541
46,-0.011564693633222415
47,-0.011546353520185154
48,0.0042426535597869025
49,-0.007149999786460423
50,-0.007135103903205789
51,0.03582784468267405
52,0.02718915278994367
53,0.011010348463546553
54,0.01097493506079681
55,0.027204433076959595
56,0.009316722450174689
57,0.009306511009248305
58,0.003404263766275625
59,-0.0009040611452557584
60,0.029960762889497405
61,0.029975878272371675
62,-0.0009228058105554693
63,0.007696119324927355
64,0.007690533508899246
65,-0.009600472733783522
66,0.005725319813298878
67,0.005842451567202839
68,0.005841667809048759
69,0.005736623346006676
70,0.005441882840460345
71,0.005449652058958392
72,0.01935100127420756
73,0.03593499512342894
74,0.020972190002503405
75,0.02096077184701023
76,0.03591329789186916
77,0.026079617563390053
78,0.026064320507911805
