Site,LocalSpin
1,-0.005337022979105294
2,0.023311901458506576
3,0.01865097663151146
4,0.006437289585458588
5,0.018646203127106034
6,0.02330725470249162
7,0.014690532025957896
8,0.014687048291518533
9,0.02148821076581525
10,0.017121092926708385
11,0.013580875900653752
12,0.01358323564558499
13,0.017123460445796504
14,0.009801781009047
15,0.009803562340574078
16,0.032890616672217585
17,0.019213683962725193
18,-0.0028659706505334338
19,-0.002861043582564186
20,0.019218142489551858
21,0.0025835428788114584
22,0.0025890242515706785
23,0.02393404282580251
24,0.009693906309657026
25,0.0256297668618622
26,0.025616782249678113
27,0.009709292254533389
28,0.00953335177976971
29,0.009534937114725335
30,-0.001063574037285963
31,0.0004010373516674851
32,0.012439525756779861
33,0.012439334034041549
34,0.0004031337317498763
35,0.0030048843912102263
36,0.0030035536141791164
37,-0.0010704930572307458
38,0.02507052177025147
39,0.025068818552997967
40,0.025062707952505058
41,0.025071642948591686
42,0.017910770583548275
43,0.017909575610342104
44,0.023922934725902276
45,0.012452687365975159
46,0.00040960482457116264
47,0.0004096870741324897
48,0.012448662640468315
49,0.0030093596055108377
50,0.0030090291480637616
51,0.032893407047069334
52,0.02562177854031211
53,0.00970078436478331
54,0.0096932824859726
55,0.02562489876636271
56,0.009530100340871874
57,0.009529950012598506
58,0.021493336606698412
59,-0.0028559386714260807
60,0.01921456297597428
61,0.019206137899176662
62,-0.002860010179330755
63,0.0025888661227491316
64,0.002585486131550747
65,-0.005333974213783512
66,0.013578786803573465
67,0.01712575600836841
68,0.01712432607614675
69,0.013576565364006804
70,0.009802325869146436
71,0.009801324975184274
72,0.00643860239308996
73,0.01864830596930877
74,0.023306546358791536
75,0.023308007506273876
76,0.01864994516030251
77,0.014687872711368326
78,0.014689084691451144
