Site,LocalSpin
1,1.440599321778091e-8
2,-6.791081204327032e-8
3,-4.759537189022445e-8
4,-1.870694428703079e-8
5,-5.0168405650238834e-8
6,-8.312409298036338e-8
7,-3.513298725381364e-8
8,-3.745149558878613e-8
9,-8.60391543046346e-8
10,-1.2457639856537986e-7
11,-5.758262159693932e-8
12,-7.227676889403961e-8
13,-7.644181103323754e-8
14,-5.195462456239539e-8
15,-4.5432678749902704e-8
16,-1.5572475833202246e-7
17,-3.3968872457491247e-8
18,2.224825315177398e-9
19,2.318658001737962e-8
20,-9.224539252109362e-8
21,-4.1940068998315446e-10
22,-1.4502377259353856e-8
23,-1.2883662959570388e-7
24,-9.298591886709283e-8
25,-9.684664098560792e-8
26,-4.436049096736693e-8
27,-5.354344880939292e-8
28,-5.458690823729453e-8
29,-2.2568574870620487e-8
30,-9.04105576584555e-8
31,1.469039347428808e-8
32,-2.2025363670262684e-8
33,-4.508852873191847e-8
34,1.1977473883605794e-7
35,-9.561707484721465e-9
36,2.474510260451078e-8
37,7.623183748786436e-8
38,3.4697012084666985e-8
39,-4.6410974979400364e-8
40,9.814053495680694e-9
41,1.972887258095122e-8
42,1.2552539557188062e-8
43,1.232015346451613e-8
44,1.2697858872599422e-7
45,8.198319672403352e-8
46,-1.7112657988398143e-8
47,3.430966576636661e-8
48,8.332318159693987e-8
49,1.430227282483353e-8
50,3.137597664149349e-8
51,1.262122343282176e-7
52,3.6125774316868795e-8
53,9.934816663098345e-8
54,5.097826652853325e-8
55,5.148412404300671e-8
56,3.1225713862085486e-8
57,2.2141242598037452e-8
58,6.11691417310519e-8
59,1.8314262584521745e-9
60,3.206451914344572e-8
61,6.123556191316812e-8
62,-1.5130477959627853e-8
63,4.689843096572778e-9
64,6.88948163113829e-9
65,-1.1537502059864648e-8
66,4.693739967271766e-8
67,8.200027642599447e-8
68,7.553306491226953e-8
69,5.3772783136275804e-8
70,3.656717112290572e-8
71,3.8329737403042124e-8
72,1.3215077530686918e-8
73,3.6222765278541855e-8
74,5.52413253802952e-8
75,5.5315393327179e-8
76,3.4097827906075306e-8
77,2.7247323198696313e-8
78,2.5740724766964984e-8
