Site,LocalDensity
1,0.48795320060675856
2,0.3372124449296857
3,0.08508207608389001
4,0.0243514299950229
5,0.08508149771148989
6,0.3372035036463201
7,0.0671958427213121
8,0.06719518289455269
9,0.5478516924393773
10,0.49461813742924854
11,0.4346245166200847
12,0.43461405180553014
13,0.49459727256131353
14,0.16619725513930023
15,0.16619652430256052
16,0.5030989647233388
17,0.4516720551001377
18,0.4944511713930283
19,0.49442054882813463
20,0.4516896122374188
21,0.1621460840615206
22,0.16215592781552848
23,0.4767886695309491
24,0.4383498023630763
25,0.4455110511491457
26,0.44550149339680845
27,0.43842076615496217
28,0.15186392998867393
29,0.15189460253710899
30,0.4457540335650027
31,0.42987167487200084
32,0.45329392019798515
33,0.4533263644586389
34,0.4299819925966196
35,0.16327175134192026
36,0.16332628425020837
37,0.4458591504723761
38,0.4092830182729005
39,0.4092168893638053
40,0.4092605265096997
41,0.4094141434330736
42,0.14185647845557003
43,0.1418998569296282
44,0.47716574722397476
45,0.4535501242612247
46,0.42984589922498406
47,0.42990467012450967
48,0.4536666140126728
49,0.16327406274089964
50,0.16331815482443024
51,0.503462244555212
52,0.44577910867761716
53,0.4386170055542008
54,0.4386957820425298
55,0.4458665120049787
56,0.15195274043326137
57,0.15199516100338473
58,0.5481257903817126
59,0.49455026135659635
60,0.4518074161199576
61,0.45186161821789056
62,0.4946276216581117
63,0.16212167456153254
64,0.16215404577967618
65,0.4881041851762348
66,0.4348392624928507
67,0.4948898094447201
68,0.4949350141638777
69,0.43485673332247077
70,0.1663283582016209
71,0.1663381784605955
72,0.024360605071262184
73,0.08512846116147516
74,0.33736144696045656
75,0.33736366623360137
76,0.08512650986947704
77,0.06723583324991952
78,0.06723428854617537
