Site,LocalSpin
1,2.7094171350938723e-10
2,3.6131895253532775e-9
3,4.3538027696965464e-10
4,-2.923436024510062e-9
5,-8.810270145376276e-9
6,-7.568760739679048e-9
7,1.2024273790198214e-9
8,-5.8590224108999445e-9
9,-7.903058808506752e-9
10,-1.1105408254455384e-8
11,-1.4628074465703605e-9
12,2.5752577381368174e-9
13,-8.390543681921551e-10
14,-4.578561187460223e-9
15,1.0815329704069545e-9
16,-2.03601216843706e-8
17,-1.2839742261646434e-8
18,5.163580102826985e-9
19,-8.798105225745582e-10
20,-1.4165203619029244e-9
21,-6.685569746374603e-10
22,-2.6318239523278096e-10
23,-2.5071783024716936e-8
24,2.516473978838913e-9
25,-6.996986924515387e-9
26,9.970010233208167e-9
27,-8.365095616437822e-9
28,8.15331205520303e-10
29,2.3362058909598416e-9
30,-1.959316052686536e-8
31,-2.657013923996918e-9
32,-3.425386241830927e-9
33,-6.753782604176727e-9
34,2.2851513208534943e-9
35,-5.820810444699188e-10
36,8.671900333696185e-10
37,-9.306609876915654e-10
38,1.2379663296203732e-8
39,-9.121514313433694e-10
40,-9.432792620070011e-9
41,-3.890288209421064e-9
42,3.929503673317182e-9
43,-4.654622486441214e-9
44,2.1067073576644896e-8
45,5.745098369061954e-9
46,-2.0543821350301792e-8
47,-1.41626587218595e-8
48,-4.685687960317857e-9
49,-6.3887816193940155e-9
50,-7.394789679698006e-9
51,4.295006990092079e-8
52,-4.300691836917518e-9
53,-2.673930821966144e-10
54,-1.7146094583039516e-8
55,1.1748902350487482e-8
56,-2.4968301728501402e-9
57,-7.126697324167002e-10
58,2.575736798121819e-8
59,1.3082277089124342e-8
60,1.9293315888329566e-8
61,2.804530084466618e-8
62,-1.13781791315127e-9
63,5.742550389044481e-9
64,3.6151611705709095e-9
65,7.550006236287605e-9
66,-1.1004758086809125e-8
67,2.4320492204159613e-9
68,9.819906740734391e-9
69,-5.919968262567865e-9
70,-4.651367877966263e-9
71,7.133683630260138e-10
72,4.6629433551360615e-9
73,1.1766197751836763e-8
74,1.0636059640315695e-8
75,-9.267536808175484e-10
76,1.3767961037366553e-9
77,7.344736262324819e-9
78,-3.068151288587728e-10
