Site,LocalSpin
1,-3.2923383741501056e-9
2,-6.447870348758045e-9
3,-3.2851931452970717e-9
4,-1.2481167041729357e-9
5,-2.8902685713511067e-9
6,-5.213129143644135e-9
7,-2.3346719011177464e-9
8,-2.032413723429549e-9
9,-1.4384542692397195e-8
10,-6.971132009755271e-9
11,-1.2824343267013594e-9
12,-1.59762818480267e-10
13,-1.0103279499666272e-8
14,-1.9931750713613177e-9
15,-2.493188399427533e-9
16,-2.467131016505269e-8
17,-8.87613962603388e-9
18,3.009108322565782e-9
19,1.8872348206886633e-9
20,-7.161717616589058e-9
21,-1.0970997130483872e-9
22,-7.166726364504762e-10
23,-2.9655451389973974e-8
24,-4.757003528404066e-9
25,5.42210661006089e-10
26,-2.019502874387169e-9
27,-4.500229785440759e-9
28,-4.1389524799906677e-10
29,-6.759845719809087e-10
30,-3.6908853875647526e-8
31,-4.3355230388497055e-9
32,-1.7603518299517072e-9
33,3.792869167092245e-9
34,-4.803211879205149e-9
35,-2.0682686039612764e-9
36,3.880896011453323e-9
37,-7.148139519887431e-9
38,-2.7240417270088104e-8
39,1.1984462115488788e-8
40,6.06385436499422e-9
41,-1.780155721860964e-8
42,5.298614463868014e-9
43,-2.5243617486658845e-9
44,2.9748550433578066e-8
45,2.4874940689312564e-9
46,2.4189768976726356e-9
47,2.6662053189048633e-8
48,-8.23137953239855e-10
49,-4.162286117764433e-10
50,2.7578487394728185e-9
51,3.7539887683326087e-8
52,3.3734089597416766e-9
53,-1.1531060920319864e-8
54,-2.6500845878495417e-9
55,6.612295930693437e-10
56,-3.2272344317365262e-9
57,-1.7632732580213216e-9
58,2.2917010150334504e-8
59,7.68883712483946e-10
60,1.2086242260432553e-8
61,7.3259734756228934e-9
62,5.930727504384103e-9
63,2.6470472004603217e-9
64,2.6181606942270807e-9
65,7.80665086887004e-9
66,1.091139666969393e-9
67,1.2238742790978077e-8
68,1.692101926107011e-8
69,-1.243031488428846e-9
70,2.910124345549515e-9
71,3.256178790410135e-9
72,1.908525874350812e-9
73,4.73866342438696e-9
74,9.59406427202807e-9
75,7.725263133407463e-9
76,4.145787581947148e-9
77,3.334714317995615e-9
78,2.8476401167654153e-9
