Site,LocalDensity
1,0.451432379134542
2,0.3774043049475866
3,0.1330557384407274
4,0.04167126172432529
5,0.13812185828547022
6,0.38480607879946466
7,0.10483706110892223
8,0.10906187261633543
9,0.4755422431917538
10,0.476957374408702
11,0.4455491637056914
12,0.4446215054439743
13,0.4660041753601293
14,0.19781479657798934
15,0.19246525097053635
16,0.42905084170771873
17,0.4187597899747722
18,0.45463916902471047
19,0.44972180211520424
20,0.41645001672089915
21,0.16945666305622836
22,0.16945397983233015
23,0.41624598180032046
24,0.43123083584881466
25,0.4412643302395566
26,0.4353467485200559
27,0.437348309164433
28,0.1861168668430378
29,0.18474147762671686
30,0.4200292122251089
31,0.42628619965452497
32,0.4229822707271143
33,0.43467891470971515
34,0.42889188591063265
35,0.17509619144552505
36,0.17978429482269043
37,0.4200016478366154
38,0.42749913340908297
39,0.4281188928643422
40,0.4276227789667866
41,0.4283328307397591
42,0.17833095260009815
43,0.17844941026019653
44,0.4161479226030378
45,0.4346543886150845
46,0.4286541164506533
47,0.4263054062771356
48,0.4229713720122561
49,0.1796922827340062
50,0.17511272788138238
51,0.42891010800945
52,0.435289008621786
53,0.43726912785969335
54,0.43102625744903633
55,0.4411743875302553
56,0.18470777946186465
57,0.18601907386174665
58,0.4754447124942464
59,0.44964159719022484
60,0.41635261355222836
61,0.41865379512215023
62,0.45462047445246606
63,0.16943810710533588
64,0.16942165797198608
65,0.4513985795643456
66,0.44449246710176527
67,0.4657841755370837
68,0.47700468891815745
69,0.4455374169028327
70,0.1923125591456241
71,0.19787285451958622
72,0.0416713705777278
73,0.13818505641795087
74,0.3848519688058965
75,0.3772639258420249
76,0.13296661749861705
77,0.10910299425244062
78,0.10477191429663199
