Site,LocalDensity
1,0.40940518457445907
2,0.3945187665365397
3,0.1970689488591667
4,0.079791376417988
5,0.19707753401202216
6,0.39452285402720455
7,0.14748564994036711
8,0.14749227352510627
9,0.4628243750881208
10,0.45908700486600174
11,0.4137913521560785
12,0.4137855542138877
13,0.45906845881474223
14,0.20087394214604312
15,0.20086730791307136
16,0.44240134412711213
17,0.4092733644287841
18,0.43595066103016245
19,0.43593885704134816
20,0.4092686568267029
21,0.1745385504113574
22,0.1745431884771805
23,0.4189742401897938
24,0.4181009619456755
25,0.4232393205489729
26,0.4232405904931645
27,0.41814956342087134
28,0.18307206688735744
29,0.18310635410462642
30,0.3974873396246461
31,0.4144321996918384
32,0.4333659889722318
33,0.4333895291447726
34,0.41450191319887947
35,0.1953846983556775
36,0.19540912568631597
37,0.3974384905334529
38,0.4046883461792873
39,0.4046889459653707
40,0.4047348416223583
41,0.4047587117357149
42,0.17999902633532985
43,0.18003769350702906
44,0.4188849588808764
45,0.4333089262437974
46,0.41438600261602226
47,0.414427188522443
48,0.4333792564775546
49,0.19534812194400286
50,0.1953886034268774
51,0.4422958649503111
52,0.4231559291266933
53,0.41801003411001925
54,0.4180485907577441
55,0.423201499902708
56,0.18303883213922895
57,0.18305387495645353
58,0.4627571093549988
59,0.4358929007170948
60,0.4091797030031859
61,0.4092012612460262
62,0.43592850109524484
63,0.17451340002354918
64,0.17452862348940174
65,0.40938659797603466
66,0.41373626752123255
67,0.4590149677174927
68,0.45902979597363663
69,0.41374261626573394
70,0.20083461454857293
71,0.20083667065882985
72,0.07977840855154407
73,0.19703341984556463
74,0.39447098044880774
75,0.3944764361981768
76,0.1970368092384318
77,0.14745754353992793
78,0.1474605349547894
