Site,LocalSpin
1,0.006533269200575014
2,0.023723092362908444
3,0.04538699543465079
4,0.06420221634923805
5,0.07465464514421483
6,0.07506587517779087
7,0.06763907200677922
8,0.05692996844200924
9,0.04749842767002369
10,0.04205212590768218
11,0.04068783067189588
12,0.04142660487070243
13,0.04149234842796051
14,0.03863467395305283
15,0.03189285869636935
16,0.021645586346417015
17,0.009264503233715549
18,-0.003366106981673305
19,-0.014371040991025544
20,-0.02210492449348429
21,-0.025417003316199352
22,-0.02386223104540196
23,-0.017775923871488478
24,-0.00817975069048186
25,0.0032890927801326833
26,0.014653416912040041
27,0.023935534360858456
28,0.029482790772610335
29,0.030176936600044366
30,0.02575382409158044
31,0.01688575480782404
32,0.004886706407140957
33,-0.008328475438677846
34,-0.020759583320709495
35,-0.03048614051229432
36,-0.036234727310576226
37,-0.03763440952850066
38,-0.03521523325595141
39,-0.030276062875537708
40,-0.0243795379179222
41,-0.018821452729365504
42,-0.014287298437849868
43,-0.010809440083397407
44,-0.008000008508877884
45,-0.005375186482863216
46,-0.0026069489238443777
47,0.0003655107840391295
48,0.003382607651972601
49,0.00616653274866587
50,0.008462640121445883
51,0.01021930766544035
52,0.011783154801241126
53,0.01399829437470287
54,0.01810111111489939
55,0.02530094053620049
56,0.03605196923586881
57,0.04931494798003145
58,0.06224223980715482
59,0.07073631595208002
60,0.07095028277477462
61,0.061193955416379994
62,0.043321913162728154
63,0.022661795628518215
64,0.006243816331763994
