x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64
0.013278370087653297,-0.0006570751564883754,-0.0012513131234047426,-0.0017474139955939497,-0.0019721896857120003,-0.0018600287758648503,-0.0014688285530868538,-0.0009460391808127031,-0.00046219587211478804,-0.00014284497884790078,-2.7931556436812345e-5,-7.284562759110017e-5,-0.00018366268872885738,-0.0002684313261124827,-0.000276495139429277,-0.00021197175827833968,-0.00011785079167794333,-4.516684722645275e-5,-2.3907925761146006e-5,-5.0825943773538705e-5,-9.681467750190286e-5,-0.000127457969471604,-0.00012311473157449186,-8.755394394896151e-5,-4.23140744876759e-5,-1.2254145762740374e-5,-1.0947138990382655e-5,-3.37544520659914e-5,-6.292599857702741e-5,-7.896473074309597e-5,-7.217800145844426e-5,-4.70046364196325e-5,-1.8273331045632604e-5,-1.6936073131891983e-6,-4.6988655113527206e-6,-2.2805456488693724e-5,-4.325451543274808e-5,-5.312347321572439e-5,-4.686744545342168e-5,-2.904226237356337e-5,-1.0782534592101902e-5,-2.6928463024425073e-6,-8.490458535964944e-6,-2.3262547545570104e-5,-3.687244178885102e-5,-4.06502801413031e-5,-3.258894922749636e-5,-1.8258456485309785e-5,-6.939727926020102e-6,-5.658306772903269e-6,-1.4837987407556293e-5,-2.820241645313951e-5,-3.6917165379055095e-5,-3.52241853461509e-5,-2.4033910464977626e-5,-1.0245921264490998e-5,-2.3017023679794413e-6,-4.915237250244491e-6,-1.6179054116880528e-5,-2.8831834295658595e-5,-3.4829242779890485e-5,-3.0318265290139998e-5,-1.797544240923288e-5,-5.2987887313430575e-6
-0.0006570751564883754,0.04646804401296552,-0.004553628104980565,-0.006376015311243828,-0.007223779335523333,-0.006850725667755459,-0.005454860772163107,-0.003560237917183978,-0.0017810408414343894,-0.0005774231489696141,-0.00010701756276805009,-0.00022375486447843984,-0.0005994321928375849,-0.0009047562864244862,-0.0009508500460312114,-0.0007411188307396149,-0.0004193543536050283,-0.00016312164426026798,-8.092232958179391e-5,-0.0001668440004806088,-0.00032345471214648754,-0.0004318846173291743,-0.0004218881894873733,-0.0003034246568082606,-0.0001488073761360606,-4.3598615712172814e-5,-3.599652550791751e-5,-0.00011194271840591578,-0.00021162818885267845,-0.00026805119279121187,-0.00024693222385129086,-0.0001622419029572615,-6.405966058925516e-5,-6.294950490788077e-6,-1.5132555180707996e-5,-7.607224802167346e-5,-0.00014593955720595183,-0.0001804319218833639,-0.00016005950346703861,-9.980411377570001e-5,-3.74106722872301e-5,-9.218701908284173e-6,-2.8322142720763922e-5,-7.835512704757863e-5,-0.00012489266729494384,-0.00013822321685819788,-0.00011119645456960075,-6.253833958150008e-5,-2.381424195636514e-5,-1.9102165878400433e-5,-5.007224352937198e-5,-9.550881404157656e-5,-0.00012533665926587993,-0.0001198274307450415,-8.192406168572221e-5,-3.502300796320596e-5,-7.87186590976794e-6,-1.6603687336192753e-5,-5.4821340430034025e-5,-9.785822662154286e-5,-0.0001183226630306674,-0.00010305461078492003,-6.112091248277772e-5,-1.8020961486272104e-5
-0.0012513131234047426,-0.004553628104980565,0.08469138753732224,-0.012277244655146841,-0.014004740639763256,-0.013411561488335772,-0.010834254461149013,-0.007234441775446012,-0.003766822299087893,-0.0013233821842427752,-0.0002467039649901009,-0.00031135189100608973,-0.0009344620682057332,-0.0015038271253088563,-0.001643562294254287,-0.0013223474367521169,-0.0007737397079049177,-0.0003104665151904898,-0.00013765132759621483,-0.00026287412968251794,-0.0005272372614218181,-0.0007241168247149113,-0.0007232952255770142,-0.0005318002604525734,-0.00026835848459464025,-8.072213865273521e-5,-5.7105754626708347e-5,-0.00017963492419861317,-0.0003493250856255511,-0.0004508049647546017,-0.0004217804955803494,-0.0002819990634868215,-0.00011475279725876517,-1.261374197049532e-5,-2.282454298711302e-5,-0.00012345668105975295,-0.00024240641797756458,-0.0003037288450684888,-0.0002724000214596022,-0.00017196321373530617,-6.568750108706597e-5,-1.581596400063688e-5,-4.5971639422227525e-5,-0.00012969739894903333,-0.00020907126990751639,-0.00023319300961268177,-0.00018889968630056604,-0.00010705536977883602,-4.0930786141956874e-5,-3.17809663801516e-5,-8.319769305575528e-5,-0.00015981804338573852,-0.00021078883398092246,-0.0002023272497182621,-0.00013888166910390985,-5.9702302079564507e-5,-1.3433011827719554e-5,-2.7640602261295305e-5,-9.18332440437309e-5,-0.00016447988249026525,-0.00019924264220767818,-0.0001737239196549674,-0.00010310291214867765,-3.041000213090399e-5
-0.0017474139955939497,-0.006376015311243828,-0.012277244655146841,0.11464702961448581,-0.020109223421114365,-0.019544365016887912,-0.016133153393442123,-0.01113937515145514,-0.006140918308468855,-0.002413304784545994,-0.0005220750183674572,-0.00026374684459597175,-0.0009164317066605691,-0.001661875225221883,-0.001946940083075322,-0.0016526246809980966,-0.0010212171293269463,-0.00043348065962658944,-0.00016785142307077644,-0.0002695386568448803,-0.0005694926635674454,-0.0008204743971210321,-0.0008506268985657393,-0.000648311717084557,-0.0003423880143608102,-0.00010823135956324753,-6.0235907476443445e-5,-0.00018945387098727798,-0.0003864305603799162,-0.0005145975509394732,-0.0004939514872189278,-0.0003396852917924402,-0.0001449029508980293,-1.883089830907042e-5,-2.1546343577556054e-5,-0.00013279061562303587,-0.00027128181473515256,-0.0003475881893261583,-0.00031741041330382927,-0.0002044432328336121,-8.051649185930598e-5,-1.8868217161047834e-5,-4.9549503915977816e-5,-0.00014438689430730511,-0.00023716591330100525,-0.0002679544090638773,-0.0002195379158160364,-0.0001259816304475421,-4.851361073477875e-5,-3.573488882940498e-5,-9.324424172187096e-5,-0.0001812253824864489,-0.0002410265510733381,-0.00023287649404464886,-0.00016090569333569033,-6.980209512729395e-5,-1.574639563785285e-5,-3.10852394770772e-5,-0.00010433084119873537,-0.00018790640480558993,-0.00022831167994442209,-0.00019943101429632792,-0.00011848944096571647,-3.496902158358619e-5
-0.0019721896857120003,-0.007223779335523333,-0.014004740639763256,-0.020109223421114365,0.13017144980335016,-0.02348337269315783,-0.019983300293552973,-0.01444491773349518,-0.008584791608535402,-0.003881970392788899,-0.0011095214510676923,-0.000217301849243956,-0.0005464682269440239,-0.0012459024896763898,-0.001660629713809484,-0.0015461968415757012,-0.0010443917642852033,-0.0004896656176746755,-0.0001723303026539419,-0.00018702201354272446,-0.00041989788990063476,-0.0006570857850119044,-0.0007258844529205721,-0.0005869086826023953,-0.0003331604101196317,-0.00011544206872982077,-4.611807332069798e-5,-0.00013489542329903417,-0.0002985870024473612,-0.0004196729551126169,-0.0004204576775647985,-0.00030261509589593963,-0.00013882597665635515,-2.2894422677201265e-5,-1.2460926157070035e-5,-9.786978682114686e-5,-0.0002144299107556466,-0.0002854152292473648,-0.00026859724644393707,-0.00017878124178112922,-7.398650318475586e-5,-1.705251972336161e-5,-3.685968078716295e-5,-0.00011326564290207314,-0.00019206111932574751,-0.0002217182020024626,-0.0001850982401912643,-0.00010840996945731679,-4.229925854992364e-5,-2.8620841529696656e-5,-7.404936194681591e-5,-0.00014677856701878975,-0.00019797187443756567,-0.0001933915454174935,-0.00013509465105816798,-5.950063445844464e-5,-1.3516490259313924e-5,-2.4854053004209897e-5,-8.479007749899806e-5,-0.00015413094207186034,-0.00018822110967566322,-0.00016490828067599987,-9.815681630726426e-5,-2.899709028140107e-5
-0.0018600287758648503,-0.006850725667755459,-0.013411561488335772,-0.019544365016887912,-0.02348337269315783,0.131542863746965,-0.02152083924809172,-0.016526968770449707,-0.010788866488722178,-0.005734534734691946,-0.002257739107389193,-0.000547237291602564,-0.00020221367247884314,-0.0005423563352519693,-0.0009402582566568549,-0.0010446298827844758,-0.0008244330580999201,-0.000461361523862322,-0.00017681190779649664,-9.349549187009226e-5,-0.00018809646586447765,-0.00034024093672307965,-0.00042331358528566176,-0.0003806130900897674,-0.00024443004330037404,-0.00010095978591538601,-3.04192944312158e-5,-5.757259092346867e-5,-0.00014602605477281178,-0.00022725818760457525,-0.00024631983378107375,-0.00019205435142210722,-9.93122768519622e-5,-2.3165599592311903e-5,-3.858002207920291e-6,-4.3774394246260534e-5,-0.00011004257227576267,-0.00015739312598151214,-0.0001565140626853291,-0.00011046830360440449,-4.9891986313322506e-5,-1.2026035810092789e-5,-1.7168713164844585e-5,-5.747694990104746e-5,-0.00010339705221088999,-0.00012419248338958744,-0.0001072679345774305,-6.516981200695507e-5,-2.6156738376637012e-5,-1.5325521646784857e-5,-3.8536934484193625e-5,-7.918377900370532e-5,-0.00010961104023259755,-0.00010926057108624765,-7.786783230739891e-5,-3.526234368895348e-5,-8.176286630426355e-6,-1.3133463082015684e-5,-4.6056239660596104e-5,-8.514136327458094e-5,-0.00010493545989171543,-9.244572877453727e-5,-5.5208656883056796e-5,-1.6338851256944564e-5
-0.0014688285530868538,-0.005454860772163107,-0.010834254461149013,-0.016133153393442123,-0.019983300293552973,-0.02152083924809172,0.12296893264992649,-0.017088519413749958,-0.012485566423850453,-0.007895041744371693,-0.0041776896088913,-0.0017380559128414089,-0.0005273615714483232,-0.000191064442847607,-0.0002805979972069321,-0.00043330806026497387,-0.00046471262464804763,-0.00036147468001028124,-0.00020694501044721259,-9.260932180006967e-5,-5.942375464682015e-5,-8.967051013043098e-5,-0.00013346512921817363,-0.00014806395579110287,-0.00012138792782175403,-7.199445002852023e-5,-3.110094205088093e-5,-1.956477530857051e-5,-3.673302116629501e-5,-6.419792965420973e-5,-8.000655790770667e-5,-7.263907073009127e-5,-4.689058622600606e-5,-1.8918193351043222e-5,-4.835501783543444e-6,-1.0491134956013004e-5,-2.9102957638714455e-5,-4.6654469486651085e-5,-5.1298857189845115e-5,-4.0542816680748384e-5,-2.1879478028501154e-5,-7.230250506702618e-6,-5.011536835308056e-6,-1.509286266584281e-5,-2.937905638771346e-5,-3.77461580531209e-5,-3.4677797277178624e-5,-2.259386975032862e-5,-9.814275973501346e-6,-4.79419025827682e-6,-1.0535551065102289e-5,-2.2755957856359504e-5,-3.294070270248861e-5,-3.4064595039268175e-5,-2.5216431137550788e-5,-1.2080475146409447e-5,-3.0514426741790057e-6,-3.7470736140299277e-6,-1.339979958631804e-5,-2.5448758127478294e-5,-3.186837688518018e-5,-2.834984577875302e-5,-1.7031394201515865e-5,-5.056694742359589e-6
-0.0009460391808127031,-0.003560237917183978,-0.007234441775446012,-0.01113937515145514,-0.01444491773349518,-0.016526968770449707,-0.017088519413749958,0.11115311253828983,-0.013465766996652646,-0.010157229242431919,-0.006889312838525789,-0.004135836788711546,-0.002141662474383549,-0.0009225037220653674,-0.00033312770235855924,-0.00015443484733767415,-0.0001728373327778525,-0.00023411001247375038,-0.00025969122794445437,-0.00023310537508364204,-0.00017308050794278065,-0.00010828219425835367,-5.9898167737187924e-5,-3.5950909996616126e-5,-3.3072123015339544e-5,-4.2085216458428304e-5,-5.3102390018405776e-5,-5.882830338281228e-5,-5.582014403567384e-5,-4.510010283141283e-5,-3.065488505872224e-5,-1.780228040665008e-5,-1.0850820460992297e-5,-1.1376597445121595e-5,-1.753940534427248e-5,-2.5045395596792752e-5,-2.9248696724638867e-5,-2.757976901765144e-5,-2.0743455766778635e-5,-1.2249410794789445e-5,-6.3532753082455595e-6,-5.715566039229264e-6,-9.94279158552866e-6,-1.5914784101674767e-5,-1.9625963044115485e-5,-1.863582156540547e-5,-1.3411345350732018e-5,-7.008819627899593e-6,-3.194600244588175e-6,-4.1404872753482425e-6,-9.127691035094865e-6,-1.4978203608410207e-5,-1.7994413240733642e-5,-1.6214429938925246e-5,-1.0603749993112407e-5,-4.451609292275421e-6,-1.351438333276056e-6,-3.0348524178817893e-6,-8.332643351417063e-6,-1.3904339127464305e-5,-1.6273103339219802e-5,-1.3915071590710551e-5,-8.164778976562682e-6,-2.3934802673010284e-6
-0.00046219587211478804,-0.0017810408414343894,-0.003766822299087893,-0.006140918308468855,-0.008584791608535402,-0.010788866488722178,-0.012485566423850453,-0.013465766996652646,0.10316876085735728,-0.0121739563298994,-0.010103631035695766,-0.007698160044345112,-0.0053001623564652885,-0.003208385050017191,-0.0016304875563836006,-0.0006485156722474041,-0.00020901013693433793,-0.00015857322165527613,-0.0003004961291689298,-0.00045668940877961403,-0.0005147829144593469,-0.0004471214895681499,-0.00029681333949830614,-0.00013919364350967016,-4.0115521852962174e-5,-2.7141667879367753e-5,-8.26361163564545e-5,-0.0001589002832302032,-0.00020624011038531884,-0.00019827361253856556,-0.00014156716767035372,-6.784902451409565e-5,-1.4462252314797336e-5,-4.103200362938139e-6,-3.436819822809009e-5,-8.178023096102813e-5,-0.00011629497573096073,-0.00011843272925303114,-8.871040178558276e-5,-4.559333183387637e-5,-1.3448491225861309e-5,-8.376516852655336e-6,-2.966497426411599e-5,-6.155788972107834e-5,-8.325162065445785e-5,-8.173585663122894e-5,-5.8763161045400844e-5,-2.9009952231312877e-5,-1.0595516700684371e-5,-1.4017921433667063e-5,-3.613366705773266e-5,-6.245225307995039e-5,-7.624450145995651e-5,-6.87559229107463e-5,-4.434938603102741e-5,-1.7592746272882334e-5,-4.230573301842663e-6,-1.1723382184844477e-5,-3.487805578867437e-5,-5.9165165762153915e-5,-6.957435311154107e-5,-5.958653284994335e-5,-3.49802857412939e-5,-1.0256138651945764e-5
-0.00014284497884790078,-0.0005774231489696141,-0.0013233821842427752,-0.002413304784545994,-0.003881970392788899,-0.005734534734691946,-0.007895041744371693,-0.010157229242431919,-0.0121739563298994,0.1029236257079482,-0.013224276277420054,-0.01187996100299566,-0.009670949419006963,-0.006987563249524121,-0.004334205051232824,-0.002182337620892434,-0.0008136403318964331,-0.0002550767081268175,-0.0003012232832200496,-0.000622143215871545,-0.0009017647234299455,-0.0009530543677313975,-0.0007608702968608088,-0.0004433387580264816,-0.00016417386804818725,-4.202389114977591e-5,-9.747785508052234e-5,-0.00025558103480582267,-0.0004005976550061144,-0.00044221568337379953,-0.0003601037034581464,-0.00020481614941609758,-6.222976244078457e-5,-2.4438169205411725e-6,-4.293726651340493e-5,-0.00014443706058023947,-0.00023824187787783307,-0.0002677950790199741,-0.00021905446218908886,-0.00012475148338784124,-4.118944937642026e-5,-1.3769484641166022e-5,-5.126213621084105e-5,-0.0001236398714677539,-0.00018211359283298867,-0.00019037241926451662,-0.00014525656519933858,-7.682614347682103e-5,-2.8139724861309806e-5,-2.819913136734714e-5,-7.465629472521579e-5,-0.0001361990824436353,-0.00017279813157232427,-0.00016072915173651753,-0.00010693927083514805,-4.4140993096946496e-5,-1.0080421577369353e-5,-2.4384956306768707e-5,-7.679085237909111e-5,-0.0001338695794208325,-0.00015977526748537328,-0.00013806518659711074,-8.149160154329472e-5,-2.396390323548608e-5
