Site,Eigenvalue
1,2.1022731384110222e-10
2,8.999451594552672e-9
3,1.606909016487121e-8
4,1.0156709449872928e-7
5,5.645429565256036e-7
6,9.481613200233029e-7
7,2.1427438364974193e-6
8,6.2768955204719005e-6
9,1.0145829838467689e-5
10,1.5194046353413499e-5
11,3.164766072504605e-5
12,5.268608870269619e-5
13,5.822728098047118e-5
14,9.609612414273331e-5
15,0.00014301237581559423
16,0.00017895441699415375
17,0.00019079554602229553
18,0.00022649989938579258
19,0.0002546844009369431
20,0.0002929480695965428
21,0.000343081272142616
22,0.00039848788341921527
23,0.0004547946729646976
24,0.00045791780762288677
25,0.0005216514455406994
26,0.0005893707483369368
27,0.0006601619252945702
28,0.0007310922742743332
29,0.0008041690305070296
30,0.0008691586857614157
31,0.0009009702673404279
32,0.0009314666148774263
33,0.0010037233503031916
34,0.0011635523997432532
35,0.0013437402023740196
36,0.001477218908879796
37,0.0016259018592988833
38,0.0018992936853121146
39,0.002044311834667497
40,0.0024617761007296153
41,0.0025534205938785113
42,0.003186545376579305
43,0.0032018747716495407
44,0.003962164061212648
45,0.004157546265572552
46,0.004892343785328058
47,0.005388567062950991
48,0.0060517474963078756
49,0.0069674628052176085
50,0.008920482482804505
51,0.011355052933531104
52,0.014424594127751008
53,0.01811693155122487
54,0.021767713165648687
55,0.02584131154985313
56,0.032761642238158674
57,0.04507505999184332
58,0.06453629802715428
59,0.0878080579624466
60,0.1255499856721365
61,0.15928611478352447
62,0.3564871761537625
63,1.31748723084932
