Site,LocalSpin
1,-7.069090092876691e-6
2,-2.7235291516021845e-5
3,-5.75735927334977e-5
4,-9.324288813979988e-5
5,-0.00012834675179745555
6,-0.00015531174124699954
7,-0.00016914411350674521
8,-0.00017376040701382045
9,-0.00015416141119600074
10,-0.00012690905819181045
11,-8.46572872878204e-5
12,-4.031686746791899e-5
13,-1.8119076884964141e-6
14,2.21541750103256e-5
15,2.8084341645101367e-5
16,1.4672961767637181e-5
17,-1.5040616832572235e-5
18,-5.4919054980094324e-5
19,-9.691880350382878e-5
20,-0.00013217939408308705
21,-0.000153926465704797
22,-0.00015595618493487032
23,-0.0001375473152058605
24,-0.00010105164201299331
25,-5.296331255380135e-5
26,-1.0798142102306813e-6
27,4.511697869246101e-5
28,7.789635497595717e-5
29,9.159582793611712e-5
30,8.453195109902282e-5
31,5.8908451771476164e-5
32,2.0633825329944616e-5
33,-2.200347896803188e-5
34,-5.9807000748617265e-5
35,-8.447861036648716e-5
36,-9.025590362274864e-5
37,-7.510615611378605e-5
38,-4.113541498560231e-5
39,5.938024015469114e-6
40,5.78363120457576e-5
41,0.00010535237362211995
42,0.00014015215273101988
43,0.00015650223677080258
44,0.0001523072884548918
45,0.00012936540376948857
46,9.317421280718318e-5
47,5.141962461882223e-5
48,1.2730500676328637e-5
49,-1.4845672104962066e-5
50,-2.5974424025837706e-5
51,-1.866005494856468e-5
52,4.427129767743237e-6
53,3.891631388953415e-5
54,7.931002407769864e-5
55,0.00011826652622268422
56,0.00014921600141412297
57,0.0001675073888172382
58,0.0001696560230963746
59,0.00015635094279988076
60,0.00013006359051551155
61,9.568361435974007e-5
62,5.972473739535951e-5
63,2.8482030376889737e-5
64,7.412407312436427e-6
