Site,Eigenvalue
1,6.140366742888773e-11
2,7.791401890143209e-11
3,3.42110135449913e-9
4,4.0821602974095015e-9
5,3.831095475749449e-8
6,4.5308548192846466e-8
7,2.1375127979538998e-7
8,2.508897457020901e-7
9,8.00545278085093e-7
10,9.321176481663425e-7
11,2.277958026515333e-6
12,2.6379914545104997e-6
13,5.2673535356560154e-6
14,6.017556836338288e-6
15,9.870548103624565e-6
16,1.09818719199103e-5
17,1.3490847186131397e-5
18,1.4675984072943917e-5
19,1.6760093576690713e-5
20,2.0425563346213288e-5
21,2.1361272805685544e-5
22,2.5090765564021365e-5
23,3.0812111793387714e-5
24,3.645927780919389e-5
25,3.771792119465261e-5
26,4.3742665242497586e-5
27,5.108381670932325e-5
28,5.616786147732225e-5
29,5.892716480460376e-5
30,6.715620851481892e-5
31,7.571159143783318e-5
32,8.448794055970407e-5
33,9.325050765437358e-5
34,9.687337863846193e-5
35,0.00010219109976490029
36,0.00011105558987315575
37,0.00011832876669377656
38,0.00012680330385330012
39,0.00013580862104938516
40,0.0001399279028556611
41,0.00014396266477818498
42,0.00014529001937086525
43,0.00016244468857336709
44,0.00016828802181129208
45,0.0001687291976103203
46,0.00019687266149768436
47,0.00019954906925586491
48,0.0002051559312606207
49,0.0002397294209639756
50,0.00036614147856934025
51,0.0006552045791963399
52,0.0009967941705183736
53,0.0017079216686840327
54,0.0027069623286942734
55,0.004765975823344597
56,0.008519328565878524
57,0.028161435868437466
58,0.05108169882489607
59,0.07635089458061768
60,0.17136746191957092
61,0.2211851226261935
62,0.3129259677767537
63,0.6122252108602099
