x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0.0004441107984310579,0.0006612093457388914,1.2203994682384156e-6,3.305597811813389e-6,-1.914741713696565e-5,-2.1558193909580575e-5,-1.2991286777893025e-6,4.704592077444034e-6,3.6309973811691412e-6,3.676455007896815e-5,2.433452271584298e-5,1.0554038390698785e-5,-2.342272286292256e-6,0.0008631136057633155,1.2268376460087464e-5,9.131972478377966e-6,2.4910781741718195e-7,0.00024906013920852075,0.0006589925309011162,0.00047104096996521653,-3.851286799381397e-6,1.0310286011495164e-6,2.264874480798307e-6,4.656015478926332e-6,5.1152966922220245e-6,-7.230919712777294e-6,-5.978929362074082e-6,0.0008400311721288894,4.778949077583836e-5,4.535000464576102e-5,-5.166243224278553e-5,-2.1337335031546315e-5,4.771463941967828e-6,9.943104794272685e-6,1.3004763541239345e-5,1.3726327683797508e-5,0.0009883799614766673,-2.00937137806399e-5,-9.059025845806785e-6,-1.885769743448437e-6,0.0010141098555449073,6.51502026212638e-6,2.840741040119758e-5,-1.2610136115361283e-5,-5.845819187672738e-6,-7.245979985913007e-6,2.4123720173138866e-5,0.0001048765527835467,0.0010779296782495835,-4.097081112732615e-5,-8.619703696088104e-5,4.2359199085895636e-5,0.00014996689401911058,3.696862392788585e-5,-0.00010353985829994503,-9.907968757558389e-5,-3.091615117070405e-6,0.0010888639054726613,5.0188092218028056e-6,-7.957969684795107e-5,-1.555176104640437e-5,7.079049153734197e-7,0.0002968718129335408
0.0006612093457388927,0.0009860291639358521,1.5016737079878149e-6,4.217002689875714e-6,-2.4180424527605742e-5,-2.7838775818235975e-5,-1.7656291898001374e-6,6.084672142487169e-6,4.703853237861354e-6,4.963891915615603e-5,3.3800337727366914e-5,1.5824520138843217e-5,-1.2780160824281296e-6,0.0012896331404180527,1.6029987953918e-5,1.2065969702109873e-5,3.2353355800566244e-7,0.0003703315901466941,0.001010607029974567,0.0007322486202158986,-5.059496089702195e-6,1.338400209922859e-6,2.937593840596627e-6,5.985737727083723e-6,6.600477710169607e-6,-9.355756412440063e-6,-7.784451922798936e-6,0.0012777544164214352,6.194767409134193e-5,6.002310948967298e-5,-7.526398105291329e-5,-3.499241058752159e-5,5.584047392229956e-6,1.2465282566115417e-5,1.663684457977874e-5,1.7764859834411873e-5,0.0014951533174570042,-2.636364266219609e-5,-1.2465045032039887e-5,-3.158043367418504e-6,0.0015187477408539856,2.8158446403558368e-6,3.319491237179711e-5,-1.5125831359194862e-5,-7.4212693075332125e-6,-9.308844504737721e-6,3.581282725805359e-5,0.00015579228050173743,0.0016239872881971791,-3.31215283527956e-5,-0.00010423373500481134,5.323671053144919e-5,0.00025475403391384704,8.534033008855109e-5,-0.00013501860606811986,-0.00013414036738955542,-3.7852910182414813e-6,0.0016351339433072932,6.778244651379982e-6,-0.00011112482020421888,-2.0754492984092474e-5,1.183734765754823e-6,0.00047361588114807555
1.220399468238415e-6,1.5016737079878242e-6,0.0026555645616146268,0.002608876898842925,2.347374521822849e-5,2.311889978785266e-5,0.0025220830282747745,0.0014989135583082112,0.0009947458520700222,-4.1451565366246525e-6,9.007253509928971e-7,7.262608262297266e-6,1.4032455069685341e-5,1.5178801536992914e-6,-3.0834010246807834e-5,3.564037781777683e-5,5.289964262834799e-5,7.919904323144621e-7,-2.065969843823891e-6,-2.050098841898199e-6,0.002246222046988611,0.00023101280940910032,0.0005526121849639893,0.0023760382068208938,0.001985868240500918,0.0014896164438953415,0.001883052348733578,-1.6466217134148013e-6,-8.424827785367975e-6,-7.2924665464905376e-6,2.3771580625139584e-6,-1.0708766108821082e-7,-5.0430517393434814e-5,-6.71586446308765e-5,-7.428918766849249e-5,-6.475304202783665e-5,-9.401617289495242e-7,1.764151170050749e-5,-9.919764882984591e-6,-2.986242738929184e-5,1.2146703345331763e-6,-2.9482736605788547e-6,-5.660102722193166e-6,1.992851827273561e-5,0.0007815325858487029,0.001112525774180337,8.87055164828414e-8,3.683640965465869e-7,-1.2954814095915787e-7,2.4189950534148113e-6,3.853906483525448e-6,-7.728556674363708e-6,-4.862888217199932e-7,9.030092443274056e-7,4.8152922003529366e-6,4.954925069122327e-6,0.0005095830296844346,6.379961594773029e-7,0.00014276014615140025,4.11150652126022e-6,6.4735918527620466e-6,0.00029830143624715277,-1.497214478793916e-6
3.305597811813385e-6,4.217002689875725e-6,0.0026088768988429254,0.0025850767782683603,3.494564503095216e-5,4.3007882784483104e-5,0.0024505710415822233,0.0015086032187351546,0.0010044945883185318,-1.718903969342752e-5,-1.1611364239565317e-5,-2.3059022853676957e-6,9.786719629386138e-6,4.497463604341978e-6,-0.00010948759009858347,-6.889535237924591e-5,5.374247056897628e-5,2.090264172677909e-6,-5.159424381237297e-6,-5.8668600211229555e-6,0.0021503471252904928,0.00023437483160480843,0.0005595136557907604,0.002369631275875965,0.001990589195193839,0.001354866822622304,0.0017656086631669425,-3.5470747461058e-6,-1.6695103343826456e-5,-1.8737652897333925e-5,1.038426623058475e-5,6.416941288939353e-6,-3.68330132633144e-5,-7.080351111167392e-5,-0.00010014526403533068,-0.0001163223012071754,-1.4252505929007626e-6,4.4520263229600444e-5,2.0756737775417157e-5,-4.786886389829945e-6,3.965581149656664e-6,8.192249023002317e-7,-5.632058183626938e-6,2.2969057997695835e-5,0.0006289041479946057,0.0009657454585012969,2.2900841609588128e-7,9.569006526147868e-7,7.634659119013007e-7,2.8052081606841144e-6,6.677946951417391e-6,-1.1929977754617778e-5,-3.6425258480148536e-6,-7.816149990174515e-7,1.0036496878753474e-5,1.2092188772745972e-5,0.0003581615008191948,2.6668403403823026e-6,1.617033602068051e-5,1.2266795900824671e-5,3.740741337831885e-5,0.00015564798342262515,-5.359165711818314e-6
-1.914741713696565e-5,-2.4180424527605854e-5,2.34737452182285e-5,3.494564503095213e-5,0.001809687762076081,0.0017309427780419194,6.099848698814139e-6,3.269971234854401e-5,2.3548833645834525e-5,0.001148798889593797,0.001396117200859417,0.0016031010541344985,0.0017477301127520701,-2.5331300606942884e-5,0.00017464053672086677,6.708946807973702e-5,1.4335714875767305e-6,-1.2175567677369672e-5,3.839725652792476e-5,4.232637822630487e-5,-1.5867042391744292e-5,6.081241198942619e-6,1.3911861561105673e-5,3.999302819763515e-5,3.8863774147382365e-5,-6.374899078514275e-5,-4.021406777827273e-5,2.7954031186089745e-5,0.0006304765845389245,0.0008854823800238089,-0.00010404013126062776,-4.1010322549989704e-5,0.0008480418561784278,0.0006550705340847141,0.0004737934404678929,0.0003115147769400429,1.400397905501482e-5,0.0015983169022527955,0.0012423561816011278,0.001045893049996121,-2.148991833824513e-5,6.321092090150822e-5,0.00021107423485443083,0.0018177890467347892,-9.119838523693818e-5,-8.232994292856652e-5,-1.3419470582915723e-6,-5.597353242184084e-6,-3.8293966798176484e-7,-3.5585642383994135e-5,-7.215458123775721e-5,0.0004021929631850067,2.246230438040808e-5,-2.5606665585218857e-6,-0.0001055564977724693,-0.00012828820128489354,-8.539670051712359e-5,-1.2852976010222768e-5,-1.0446687776571008e-5,-0.00013067331441894603,0.001430268081534307,-6.003233137045932e-5,3.738850784731324e-5
-2.1558193909580646e-5,-2.7838775818236046e-5,2.3118899787852687e-5,4.300788278448312e-5,0.001730942778041922,0.0017401250668154901,-4.446943234157964e-6,4.7885455332927694e-5,3.5468301111622e-5,0.0009091731169969742,0.0011475355172960772,0.001364021252708496,0.0015402473123220586,-3.0127343079380983e-5,0.00033862235298367973,0.00018017662502369536,2.268351294499059e-6,-1.3489400037613862e-5,3.979141998354406e-5,4.737013001409315e-5,-3.68436927604278e-5,9.523021406566508e-6,2.14237814481171e-5,5.367635970018448e-5,5.488587294599057e-5,-9.792200106860488e-5,-6.983766645152132e-5,2.635311643532234e-5,0.0004435049835824997,0.0006682080996233385,-0.00013739916343321097,-9.910389860706676e-5,0.0011424852929470051,0.0009405152595574029,0.0007304546331426153,0.0005254654635945027,1.0202420233361206e-5,0.0016960740969983483,0.0014823790714014278,0.0013255835991016194,-2.70653715083095e-5,-2.3826283241266736e-5,9.191973639129714e-5,0.0016648137566558808,-0.00011343061854596571,-0.00011467644100405551,-1.4651865213491558e-6,-6.1378094601132525e-6,-5.568516555447552e-6,-1.8782699474750525e-5,-5.666581426330321e-5,0.00024902668091644856,3.515719796443497e-5,1.299569668536985e-5,-9.507904115763541e-5,-0.00012725165610735125,-8.794899118066858e-5,-1.8599487104133432e-5,5.587706747315601e-5,-0.00014423327686195089,0.0016078096868883903,-3.288865379733134e-5,4.639556548063235e-5
-1.299128677789302e-6,-1.7656291898001374e-6,0.002522083028274776,0.0024505710415822237,6.09984869881412e-6,-4.4469432341579476e-6,0.0024323856893415886,0.0013804764230337684,0.0009123081743546851,1.1841615762536538e-5,1.5527443401977623e-5,1.748056673037221e-5,1.6931263410981786e-5,-2.0470082049702146e-6,8.797839869443275e-5,0.00018611112473470537,4.8135535820168155e-5,-7.815994701547541e-7,1.740732847414681e-6,2.5687297298373664e-6,0.00221146715913998,0.0002105834905462672,0.0005050838447787493,0.0022135481027235524,0.0018383220924680004,0.0015703788901616923,0.0019075463097657423,7.540183933020725e-7,2.5971761895977696e-6,7.275987043392352e-6,-7.062411572280346e-6,-7.4667945068547244e-6,-5.882215405035818e-5,-5.027113121661911e-5,-2.602585301250083e-5,1.8612783574434698e-5,-2.384838300398192e-7,-1.772893548676245e-5,-4.609682207226989e-5,-5.607189573015596e-5,-2.046678617660072e-6,-6.703719399372867e-6,-4.687775724415022e-6,1.32412592726353e-5,0.000944375239243655,0.0012407845176106965,-8.184650360119569e-8,-3.464395845406612e-7,-1.0997797621334353e-6,1.6110912791405913e-6,6.938534073739591e-8,-1.5468068966600693e-6,3.150809225007451e-6,2.6675097444454746e-6,-1.8316154395612266e-6,-3.889783846265361e-6,0.000691705183895671,-1.7246673192797971e-6,0.00031673779868906794,-5.763801484174507e-6,-3.234749082833363e-5,0.0004837552134467678,3.089338678514458e-6
4.70459207744403e-6,6.084672142487175e-6,0.0014989135583082112,0.0015086032187351542,3.269971234854408e-5,4.788545533292758e-5,0.0013804764230337678,0.0009090457399740736,0.0006095450682335956,-2.656683165158395e-5,-2.3050920486931738e-5,-1.4359497197270684e-5,-1.0518752276082119e-6,6.615335152111386e-6,-0.00013824400240468855,-0.00014012368512409344,3.3024485540617174e-5,2.944596604215899e-6,-7.054246962067769e-6,-8.466643100261488e-6,0.001179876761188599,0.0001436211162611846,0.0003414208851018013,0.0014007469062288134,0.0011891566756315245,0.0006742936119303267,0.0009327172703269672,-4.508059538032598e-6,-1.9654524120541644e-5,-2.511271971369418e-5,1.6772967621976117e-5,1.2709301968662435e-5,-2.3836944654987863e-7,-3.814369835137469e-5,-7.855869568913709e-5,-0.00011467317129346183,-1.3850945563263443e-6,5.7745019203867165e-5,5.038390249382527e-5,3.025273669106181e-5,6.020291041472563e-6,6.027470452373768e-6,-2.465969613262329e-6,1.5401121538698804e-5,0.0002280973384789261,0.00043314991699305725,3.1968114037686324e-7,1.3392756583059439e-6,1.7163490797288086e-6,1.9184611296325353e-6,7.376608757606627e-6,-1.1566341805349158e-5,-6.41609524088475e-6,-2.8632438639539196e-6,1.2521103813080354e-5,1.6321445275243708e-5,6.83774118346808e-5,4.321477781760629e-6,-0.00011127653269444602,1.789392959415651e-5,5.928812273811298e-5,-4.379725527329091e-5,-8.287473979526806e-6
3.630997381169136e-6,4.703853237861359e-6,0.0009947458520700222,0.0010044945883185316,2.3548833645834573e-5,3.546830111162191e-5,0.0009123081743546847,0.0006095450682335958,0.00040938542704172177,-2.056704696911738e-5,-1.8253263531059482e-5,-1.198041520541276e-5,-2.1152558702776075e-6,5.125681323829219e-6,-0.00010220161436085064,-0.000107318219956267,2.22444696504949e-5,2.269834878856739e-6,-5.412647181448365e-6,-6.539276693211997e-6,0.0007752652197167729,9.667762371238274e-5,0.00022960255810514448,0.0009352390226286822,0.0007958098005190345,0.0004328091359089105,0.0006075565713945961,-3.4254993565965846e-6,-1.4713315604158687e-5,-1.913061248548534e-5,1.310769608073674e-5,1.0123437244693744e-5,4.129604825822692e-6,-2.3799797250899393e-5,-5.422792453945793e-5,-8.232385168146457e-5,-1.0069169541750005e-6,4.363293099527942e-5,4.0155915550621696e-5,2.6117130986481177e-5,4.681639714236295e-6,5.098456206966144e-6,-1.3722511329561473e-6,1.0289492088649139e-5,0.0001322620679031143,0.0002701432601354072,2.461486265554818e-7,1.0315565548525951e-6,1.3844796288919147e-6,1.2882482711136169e-6,5.490763525738608e-6,-8.381714715101492e-6,-5.0602232848439434e-6,-2.3683725047480117e-6,9.489071821157401e-6,1.2497020673258508e-5,2.5549836900674557e-5,3.3847882646336687e-6,-9.122382693616537e-5,1.3828874882565811e-5,4.5757035934714496e-5,-4.8330304046820564e-5,-6.45086297441159e-6
3.676455007896824e-5,4.963891915615619e-5,-4.145156536624645e-6,-1.7189039693427504e-5,0.0011487988895937966,0.0009091731169969762,1.1841615762536516e-5,-2.6566831651583936e-5,-2.0567046969117362e-5,0.0017595059215790314,0.0017449218893749714,0.0016739997810377317,0.0015460744454212179,5.6932009218159984e-5,-0.00012076758629359228,-8.909453136346049e-5,-1.4141733657801629e-6,2.2219184218467248e-5,-6.584196967872404e-5,-9.29394406274875e-5,2.835177535870496e-5,-5.851135731478637e-6,-1.2845987831563801e-5,-2.5627610201810074e-5,-2.867915305579398e-5,5.058673866908891e-5,4.235302505305657e-5,-3.38465103139678e-5,0.0016359600971956139,0.0017202094838022002,0.0007533627452447222,0.0009679703196850808,-1.9963734190149735e-5,-9.398968053197661e-5,-0.0001312778296866367,-0.00013767432725198556,-2.0907111566421424e-6,0.000667979026965749,0.00024994040562055687,9.441039456140861e-5,5.586528216012497e-5,0.0011729214255263467,0.001356702386583812,0.0013670785607997156,3.9366052824386496e-5,5.0212198844445514e-5,2.329966126765807e-6,9.875510218551065e-6,2.5252383193237586e-5,-2.4954781164800467e-5,6.456136560021942e-5,0.0015129411387254427,-0.00010636527503064174,-8.018083188310702e-5,0.0001915527380464195,0.00035295614884017063,1.763515382570338e-5,4.5163996247231874e-5,-5.097243280069158e-5,0.000543858058002243,0.0004438165738994212,-1.3591262460570771e-5,-0.00010867150980143841
