Site,Eigenvalue
1,2.738277527293973e-12
2,1.5587024772147885e-11
3,2.98241137019327e-11
4,6.851623149586492e-11
5,2.504086030080539e-10
6,2.920807295938638e-10
7,2.042144137939607e-9
8,2.0489973791976776e-9
9,1.0070407163428743e-8
10,1.0335206225213963e-8
11,1.8046718587481487e-8
12,2.2982023780690036e-8
13,2.559879204211307e-8
14,2.834366874817815e-8
15,3.174452565655748e-8
16,3.262200181483111e-8
17,3.294866047978938e-8
18,3.914434746584449e-8
19,4.7319724769361225e-8
20,4.852737382977384e-8
21,5.488421082380943e-8
22,5.6413928343529506e-8
23,6.173196735714232e-8
24,6.359214892418335e-8
25,6.551016487481413e-8
26,6.849381130130072e-8
27,7.223290445305737e-8
28,7.892493919207019e-8
29,8.57619754885382e-8
30,9.114092435499773e-8
31,1.0063728406889912e-7
32,1.1199443490629356e-7
33,1.2442924555645639e-7
34,1.4075467443163833e-7
35,1.626440549501282e-7
36,1.8847075967974457e-7
37,2.233624632683752e-7
38,2.67803347844272e-7
39,3.261937997542464e-7
40,4.027396355956298e-7
41,5.094735333953597e-7
42,6.538676293030383e-7
43,8.62382707295322e-7
44,1.1549440544323492e-6
45,1.6120928533969542e-6
46,2.366051095154005e-6
47,3.789290743218677e-6
48,6.293704371007707e-6
49,1.1129173770698168e-5
50,1.8418163987010544e-5
51,3.25589232016646e-5
52,4.9685159729566816e-5
53,8.63066059667316e-5
54,0.00013528316649519695
55,0.00024149271264385102
56,0.0003719297115379623
57,0.0011649479124608887
58,0.0038022039505295987
59,0.004085528757589191
60,0.005460838109506471
61,0.005842525565479912
62,0.011066568442294665
63,0.01109638067148197
