Site,Eigenvalue
1,2.9203989868685665e-12
2,4.116145304585853e-12
3,2.868258131402486e-10
4,3.5259688526589005e-10
5,4.939792530248313e-9
6,5.554432316199064e-9
7,3.689379369937635e-8
8,3.808723959611872e-8
9,1.657005595907763e-7
10,1.699559818834818e-7
11,5.089997939134828e-7
12,5.188244195899645e-7
13,1.1508378280624052e-6
14,1.1670707645934383e-6
15,1.9886693453882013e-6
16,2.0064672347656383e-6
17,2.12523656130945e-6
18,2.1266674700396766e-6
19,2.1441846673963484e-6
20,2.144341986546659e-6
21,2.248066910365715e-6
22,2.2498814262531045e-6
23,2.2916005414428385e-6
24,2.292359169311852e-6
25,2.3143482802416892e-6
26,2.3983179838882857e-6
27,2.4171966070442096e-6
28,2.4328280756157698e-6
29,2.461785224414475e-6
30,2.464365893972549e-6
31,2.5261406681829616e-6
32,2.546862569439763e-6
33,2.578666987185494e-6
34,2.6122834010496435e-6
35,2.623630269856847e-6
36,2.675163296839595e-6
37,2.787843482679965e-6
38,2.9294804706083494e-6
39,3.1364538117732367e-6
40,3.388750681073285e-6
41,3.755688518344705e-6
42,4.210417298265908e-6
43,4.878087200742757e-6
44,5.726144416122139e-6
45,7.1102315358862115e-6
46,8.932829395131942e-6
47,1.2102595070123259e-5
48,1.6591653150234728e-5
49,2.4887826530278316e-5
50,3.8031387429427064e-5
51,6.26436885960367e-5
52,0.00010303331510169262
53,0.0001845108549327772
54,0.00028153649819761276
55,0.0004708463372462446
56,0.000647221439120767
57,0.010117329484020613
58,0.017868665824970115
59,0.02501662875452782
60,0.03960639599710161
61,0.04314651528125937
62,0.045565855024207354
63,0.04697325865085067
