Site,LocalDensity
1,0.4246946707539592
2,0.4289239769269357
3,0.21683532544426032
4,0.08077822292802367
5,0.2168374924442177
6,0.428923731954012
7,0.16683057402364937
8,0.16683228477056783
9,0.4873090647886221
10,0.48568121707987816
11,0.45232652638851745
12,0.4523250040837684
13,0.48568044352857226
14,0.22360632919120682
15,0.223606288909952
16,0.4873076321161326
17,0.4424250180986989
18,0.44242349391120084
19,0.4424243374449065
20,0.4424289104879745
21,0.17396282496873364
22,0.1739647448468259
23,0.42469370621249547
24,0.45232325007216817
25,0.48568043591960636
26,0.485682263565836
27,0.45232586210069187
28,0.2236051135350505
29,0.22360564169006847
30,0.08077750616861418
31,0.21683576590302175
32,0.42892132538322586
33,0.4289227934051215
34,0.21683567179360966
35,0.166831299590458
36,0.16683124956938766
