Site,LocalSpin
1,2.398081733190338e-14
2,9.957173974228795e-13
3,2.615022727438937e-13
4,9.24024520177832e-15
5,1.3323521973196417e-13
6,3.7687593772499735e-13
7,1.422518764381383e-13
8,9.894497677957652e-14
9,1.2385155521529747e-12
10,1.3542032079039146e-13
11,1.0844994547530918e-12
12,3.7508884886960914e-13
13,2.844252611211573e-12
14,1.4699355175377678e-13
15,1.1191490442707952e-12
16,1.1804369221917238e-12
17,3.172906382076235e-12
18,3.77909867790594e-12
19,-3.0676483793771418e-12
20,1.3852152000970759e-13
21,2.753886901233748e-13
22,4.829158680870111e-13
23,1.1036449532042525e-12
24,-2.2126011669373328e-13
25,-1.8835314167728323e-12
26,1.4697490812031507e-13
27,-1.5731602218821417e-12
28,-3.488390903426709e-13
29,-1.215467848790455e-13
30,-1.851457278298099e-12
31,-2.072558864345801e-12
32,-1.5379084939923486e-12
33,-1.6612492628606419e-12
34,-1.16456323751013e-12
35,-1.2776884314013442e-12
36,-2.4831543071757167e-12
