Site,LocalSpin
1,2.431527201807171e-13
2,4.206898718273067e-12
3,5.298903676953515e-12
4,4.67249717954791e-12
5,5.08521696973574e-12
6,3.913090063180213e-12
7,1.9996348327167013e-12
8,2.283851268272551e-12
9,3.2186795306004674e-12
10,2.2076776171053858e-12
11,4.80322856512323e-12
12,4.697129407567899e-12
13,1.2696203544873205e-12
14,4.746208161163313e-12
15,1.8574186351263806e-12
16,2.7414029214395465e-12
17,-4.68849859076284e-13
18,-9.94167075052399e-12
19,-2.4862677292392804e-12
20,1.2631863803114034e-12
21,-1.5055277445726045e-13
22,5.051575477366121e-13
23,1.1631043115616692e-12
24,-3.5103535106569134e-12
25,-7.523713563715117e-13
26,-1.4075610653285848e-12
27,-3.4815070172210163e-12
28,-1.0535131794719987e-12
29,-1.1760731277732361e-12
30,-2.9321078264950523e-12
31,-3.9850695258262244e-12
32,-4.156827659862472e-12
33,-3.2632963171963514e-12
34,-6.0455321304608844e-12
35,-5.089963173166012e-12
36,-6.274342156942225e-12
