Site,LocalSpin
1,0.009764846775677447
2,0.050675353686805785
3,0.06285270775228363
4,0.02003388031158411
5,0.047511754533709046
6,0.04472054365348919
7,0.05333693667682123
8,0.042687553201510894
9,0.007495875669961245
10,0.011752273225416315
11,0.018573391928208893
12,0.029758303518032356
13,0.022121927454871234
14,0.010466772956136468
15,0.019732977138507315
16,0.0072811268437536335
17,0.016709200863262313
18,0.016856143392557213
19,0.019536690740807782
20,0.019309314980632215
21,0.014943933678984472
22,0.016365899288368728
23,0.0094329599047454
24,0.018013612229265126
25,0.011271257348597028
26,0.021561331696341675
27,0.029163392570837818
28,0.010059333325214914
29,0.01926409720348881
30,0.019797013749617617
31,0.062347442633168305
32,0.05014749960523693
33,0.044232478866445685
34,0.04702706675116053
35,0.05287201042309926
36,0.04232309542139906
