Site,LocalDensity
1,0.5249787637709764
2,0.381297411152426
3,0.09375222744252076
4,0.023423043520707974
5,0.09375604641879007
6,0.3812983977038112
7,0.0763492697987539
8,0.07635243130226198
9,0.5867079180130184
10,0.5621828368180034
11,0.5166749083443184
12,0.5166702229701015
13,0.5621815644764723
14,0.21710552719979956
15,0.21710386170886387
16,0.586704455557746
17,0.506976863589292
18,0.5069751277428864
19,0.506976041915726
20,0.5069839523592451
21,0.15618844704153237
22,0.1561932317999469
23,0.5249771066235001
24,0.5166717574918012
25,0.5621804706389789
26,0.5621867439184314
27,0.5166789760035296
28,0.21710538016621073
29,0.21710862128339695
30,0.02342424038041093
31,0.09376011722358554
32,0.3813015625341615
33,0.38130303028402573
34,0.09375870670149039
35,0.07635594718202342
36,0.07635478892123934
